Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,C.J. Stroud,30,42,71.4,470,11.2,5,0,3,0,10,0,0,1,41.8,41.8,99.3%,HOU,9,2023
2,Dak Prescott,29,44,65.9,374,8.5,3,0,5,6,14,0,0,1,28.4,28.4,96.3%,DAL,9,2023
3,Jalen Hurts,17,23,73.9,207,9.0,2,0,3,10,36,1,0,1,25.9,25.9,99.9%,PHI,9,2023
4,Josh Allen,26,38,68.4,258,6.8,1,1,1,8,44,1,0,1,25.7,25.7,100.0%,BUF,9,2023
5,Joshua Dobbs,20,30,66.7,158,5.3,2,0,3,7,66,1,2,1,24.9,24.9,0.2%,SF,9,2023
6,Joe Burrow,31,44,70.5,348,7.9,2,0,1,5,4,0,0,1,22.3,22.3,98.2%,CIN,9,2023
7,Deshaun Watson,19,30,63.3,219,7.3,2,0,1,3,22,0,0,1,19.0,19.0,38.9%,CLE,9,2023
8,Baker Mayfield,21,30,70.0,265,8.8,2,0,2,4,4,0,0,1,19.0,19.0,31.7%,TB,9,2023
9,Tyson Bagent,18,30,60.0,220,7.3,2,3,2,8,70,0,1,1,18.8,18.8,0.1%,CHI,9,2023
10,Sam Howell,29,45,64.4,325,7.2,1,1,3,5,27,0,0,1,18.7,18.7,0.7%,SEA,9,2023
11,Derek Carr,25,34,73.5,211,6.2,2,0,0,3,3,0,0,1,16.7,16.7,7.1%,NO,9,2023
12,Patrick Mahomes II,20,30,66.7,185,6.2,2,0,2,6,24,0,1,1,15.8,15.8,99.9%,KC,9,2023
13,Taylor Heinicke,21,38,55.3,268,7.1,1,1,1,3,20,0,0,1,15.7,15.7,0.0%,LAC,9,2023
14,Jordan Love,20,26,76.9,228,8.8,1,0,4,4,7,0,0,1,13.8,13.8,95.3%,GB,9,2023
15,Tua Tagovailoa,21,34,61.8,193,5.7,1,0,3,2,7,0,0,1,12.4,12.4,80.1%,MIA,9,2023
16,Mac Jones,24,44,54.5,220,5.0,1,1,0,3,3,0,0,1,12.1,12.1,0.1%,JAC,9,2023
17,Bryce Young,24,39,61.5,173,4.4,1,3,4,5,41,0,0,1,12.0,12.0,10.1%,CAR,9,2023
18,Lamar Jackson,21,26,80.8,187,7.2,0,0,1,10,60,0,1,1,11.5,11.5,99.9%,BAL,9,2023
19,Tommy DeVito,15,20,75.0,175,8.8,1,2,6,4,17,0,0,1,10.7,10.7,0.1%,NYG,9,2023
20,Kenny Pickett,19,30,63.3,160,5.3,1,0,0,1,-1,0,0,1,10.3,10.3,0.2%,PHI,9,2023
21,Will Levis,22,39,56.4,262,6.7,0,1,4,1,2,0,0,1,9.7,9.7,13.7%,TEN,9,2023
22,Gardner Minshew II,17,26,65.4,127,4.9,1,0,1,5,5,0,0,1,9.6,9.6,3.9%,LV,9,2023
23,Aidan O'Connell,16,25,64.0,209,8.4,0,0,0,0,0,0,0,1,8.4,8.4,0.8%,LV,9,2023
24,Zach Wilson,33,49,67.3,263,5.4,0,0,8,2,7,0,2,1,7.2,7.2,0.1%,DEN,9,2023
25,Justin Herbert,16,30,53.3,136,4.5,0,0,5,3,17,0,0,1,7.1,7.1,65.1%,LAC,9,2023
26,Tyler Huntley,5,7,71.4,38,5.4,1,0,0,4,8,0,0,1,6.3,6.3,0.0%,BAL,9,2023
27,Jaren Hall,5,6,83.3,78,13.0,0,0,0,2,11,0,0,1,4.2,4.2,0.0%,FA,9,2023
28,Brett Rypien,13,28,46.4,130,4.6,0,1,1,3,19,0,1,1,4.1,4.1,0.0%,MIN,9,2023
29,Geno Smith,13,28,46.4,157,5.6,0,1,4,2,4,0,1,1,3.7,3.7,21.9%,SEA,9,2023
30,Daniel Jones,4,9,44.4,25,2.8,0,0,2,2,9,0,0,1,1.9,1.9,7.4%,NYG,9,2023
31,Clayton Tune,11,20,55.0,58,2.9,0,2,7,5,28,0,1,1,1.1,1.1,0.0%,ARI,9,2023
32,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.2%,NYJ,9,2023
33,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,9,2023
