Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Herbert,40,47,85.1,405,8.6,3,0,1,2,11,0,0,1,29.3,29.3,65.1%,LAC,3,2023
2,Tua Tagovailoa,23,26,88.5,309,11.9,4,0,0,0,0,0,0,1,28.4,28.4,80.1%,MIA,3,2023
3,Lamar Jackson,22,31,71.0,202,6.5,0,0,4,14,101,2,1,1,28.2,28.2,99.9%,BAL,3,2023
4,Kirk Cousins,32,50,64.0,367,7.3,3,1,4,1,10,0,0,1,26.7,26.7,64.2%,ATL,3,2023
5,Patrick Mahomes II,24,33,72.7,272,8.2,3,0,0,3,28,0,0,1,25.7,25.7,99.9%,KC,3,2023
6,Jordan Love,22,44,50.0,259,5.9,1,1,1,9,39,1,0,1,25.3,25.3,95.3%,GB,3,2023
7,Andy Dalton,34,58,58.6,361,6.2,2,0,3,2,11,0,0,1,23.5,23.5,0.1%,CAR,3,2023
8,Josh Allen,20,32,62.5,218,6.8,1,1,0,3,46,1,0,1,22.3,22.3,100.0%,BUF,3,2023
9,Jalen Hurts,23,37,62.2,277,7.5,1,2,1,10,28,1,0,1,21.9,21.9,99.9%,PHI,3,2023
10,Deshaun Watson,27,33,81.8,289,8.8,2,0,3,4,16,0,0,1,21.2,21.2,38.9%,CLE,3,2023
11,Jimmy Garoppolo,28,44,63.6,324,7.4,2,3,4,2,7,0,0,1,20.7,20.7,0.1%,LAR,3,2023
12,C.J. Stroud,20,30,66.7,280,9.3,2,0,0,3,14,0,0,1,20.6,20.6,99.3%,HOU,3,2023
13,Brock Purdy,25,37,67.6,310,8.4,2,0,2,4,-1,0,0,1,20.3,20.3,92.4%,SF,3,2023
14,Jared Goff,22,33,66.7,243,7.4,1,1,0,5,3,1,0,1,19.0,19.0,73.4%,DET,3,2023
15,Kenny Pickett,16,28,57.1,235,8.4,2,0,1,3,11,0,0,1,18.5,18.5,0.2%,PHI,3,2023
