Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Sam Howell,39,52,75.0,397,7.6,4,1,1,3,11,0,0,1,32.0,32.0,0.7%,SEA,8,2023
2,Josh Allen,31,40,77.5,324,8.1,2,1,2,7,41,1,0,1,30.1,30.1,100.0%,BUF,8,2023
3,Dak Prescott,25,31,80.6,304,9.8,4,1,3,4,19,0,0,1,29.1,29.1,96.3%,DAL,8,2023
4,Joe Burrow,28,32,87.5,283,8.8,3,0,3,6,43,0,0,1,27.6,27.6,98.2%,CIN,8,2023
5,Jalen Hurts,29,38,76.3,319,8.4,4,0,2,4,6,0,1,1,27.4,27.4,99.9%,PHI,8,2023
6,Will Levis,19,29,65.5,238,8.2,4,0,2,7,11,0,0,1,26.6,26.6,13.7%,TEN,8,2023
7,Joshua Dobbs,25,37,67.6,208,5.6,2,2,2,6,26,1,0,1,24.9,24.9,0.2%,SF,8,2023
8,Justin Herbert,31,40,77.5,298,7.5,3,0,0,1,1,0,0,1,24.0,24.0,65.1%,LAC,8,2023
9,Tua Tagovailoa,30,45,66.7,324,7.2,3,1,2,6,8,0,1,1,22.8,22.8,80.1%,MIA,8,2023
10,Baker Mayfield,25,42,59.5,237,5.6,2,0,3,3,19,0,0,1,21.4,21.4,31.7%,TB,8,2023
11,Brock Purdy,22,31,71.0,365,11.8,1,2,2,6,57,0,1,1,20.3,20.3,92.4%,SF,8,2023
12,Kirk Cousins,23,31,74.2,274,8.8,2,0,2,2,9,0,0,1,19.9,19.9,64.2%,ATL,8,2023
13,Derek Carr,19,27,70.4,310,11.5,2,0,1,1,-1,0,1,1,18.3,18.3,7.1%,NO,8,2023
14,Russell Wilson,12,19,63.2,114,6.0,3,0,6,8,30,0,1,1,17.6,17.6,6.9%,PIT,8,2023
15,Geno Smith,23,37,62.2,254,6.9,2,2,1,2,-3,0,0,1,15.9,15.9,21.9%,SEA,8,2023
16,Gardner Minshew II,23,41,56.1,213,5.2,2,1,2,1,3,0,0,1,15.8,15.8,3.9%,LV,8,2023
17,Trevor Lawrence,24,32,75.0,292,9.1,1,1,3,1,10,0,0,1,15.7,15.7,66.9%,JAC,8,2023
18,Jordan Love,24,41,58.5,229,5.6,1,1,4,4,34,0,0,1,15.6,15.6,95.3%,GB,8,2023
19,Bryce Young,22,31,71.0,235,7.6,1,0,6,4,11,0,0,1,14.5,14.5,10.1%,CAR,8,2023
20,Jared Goff,26,37,70.3,272,7.4,1,1,0,2,-2,0,0,1,13.7,13.7,73.4%,DET,8,2023
21,Mac Jones,19,29,65.5,161,5.6,2,1,3,1,-2,0,0,1,13.2,13.2,0.1%,JAC,8,2023
22,Tyson Bagent,25,37,67.6,232,6.3,0,2,1,4,-1,1,0,1,13.2,13.2,0.1%,CHI,8,2023
23,C.J. Stroud,16,24,66.7,140,5.8,0,0,2,2,13,1,0,1,12.9,12.9,99.3%,HOU,8,2023
24,P.J. Walker,15,31,48.4,248,8.0,1,2,3,6,27,0,1,1,12.6,12.6,0.0%,FA,8,2023
25,Taylor Heinicke,12,21,57.1,175,8.3,1,0,1,2,14,0,0,1,12.4,12.4,0.0%,LAC,8,2023
26,Matthew Stafford,13,22,59.1,162,7.4,1,1,1,1,9,0,0,1,12.4,12.4,49.9%,LAR,8,2023
27,Zach Wilson,17,36,47.2,240,6.7,1,0,4,4,25,0,2,1,12.1,12.1,0.1%,DEN,8,2023
28,Lamar Jackson,18,27,66.7,157,5.8,1,0,4,5,17,0,0,1,12.0,12.0,99.9%,BAL,8,2023
29,Mitchell Trubisky,15,27,55.6,138,5.1,1,2,2,3,18,0,0,1,9.3,9.3,0.1%,BUF,8,2023
30,Patrick Mahomes II,24,38,63.2,240,6.3,0,2,3,3,20,0,1,1,7.6,7.6,99.9%,KC,8,2023
31,Tommy DeVito,2,7,28.6,-1,-0.1,0,0,2,4,12,1,0,1,7.2,7.2,0.1%,NYG,8,2023
32,Jimmy Garoppolo,10,21,47.6,126,6.0,0,1,6,2,12,0,0,1,5.2,5.2,0.1%,LAR,8,2023
33,Kenny Pickett,10,16,62.5,73,4.6,0,0,1,1,10,0,0,1,3.9,3.9,0.2%,PHI,8,2023
34,Tyrod Taylor,4,7,57.1,8,1.1,0,0,2,5,33,0,0,1,3.6,3.6,0.2%,NYJ,8,2023
35,Desmond Ridder,8,12,66.7,71,5.9,0,0,5,3,26,0,1,1,3.4,3.4,0.1%,ARI,8,2023
36,Brett Rypien,5,10,50.0,42,4.2,0,0,1,0,0,0,0,1,1.7,1.7,0.0%,MIN,8,2023
37,Dorian Thompson-Robinson,1,1,100.0,9,9.0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,CLE,8,2023
38,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89.2%,WAS,8,2023
39,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.7%,DEN,8,2023
40,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,8,2023
41,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,8,2023
42,Justin Fields,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.0%,PIT,8,2023
43,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,8,2023
44,Jake Fromm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,8,2023
45,Tyler Huntley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,8,2023
46,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,8,2023
47,Jake Luton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,8,2023
48,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,8,2023
49,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,8,2023
