Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Milano,8,4,1.0,0,0,0,1,0,1,30.5,30.5,2.7%,BUF,11,2022
2,Nick Bolton,10,4,0.0,1,1,1,0,0,1,28.5,28.5,45.7%,KC,11,2022
3,Willie Gay Jr.,7,4,1.0,0,0,0,0,0,1,22.5,22.5,1.2%,NO,11,2022
4,Kaden Elliss,5,6,1.5,1,0,0,0,0,1,22.0,22.0,6.0%,ATL,11,2022
5,T.J. Edwards,6,4,0.0,0,0,0,1,0,1,21.0,21.0,81.1%,CHI,11,2022
6,Micah Parsons,4,0,2.0,0,0,1,0,0,1,20.5,20.5,73.0%,DAL,11,2022
7,Patrick Queen,9,3,0.5,0,0,0,0,0,1,20.3,20.3,36.8%,PIT,11,2022
8,Zaire Franklin,5,8,0.5,0,0,1,0,0,1,19.5,19.5,93.6%,IND,11,2022
9,Josey Jewell,4,7,1.0,1,0,0,0,0,1,19.3,19.3,4.9%,CAR,11,2022
10,Leonard Floyd,3,2,2.0,0,0,0,0,0,1,19.0,19.0,2.1%,SF,11,2022
11,David Long Jr.,6,3,0.0,0,0,0,0,0,1,18.8,18.8,1.6%,MIA,11,2022
12,Frankie Luvu,6,4,1.0,0,0,0,0,0,1,18.5,18.5,21.0%,WAS,11,2022
13,Dre Greenlaw,8,1,0.0,1,0,1,0,0,1,18.3,18.3,4.3%,SF,11,2022
14,Quay Walker,7,4,0.5,0,0,0,0,0,1,18.0,18.0,28.4%,GB,11,2022
15,Jeremiah Owusu-Koramoah,8,4,0.0,0,0,0,0,0,1,17.5,17.5,15.8%,CLE,11,2022
16,Fred Warner,5,1,1.0,0,0,0,0,0,1,17.3,17.3,85.1%,SF,11,2022
17,Jack Sanborn,8,1,0.0,0,0,0,1,0,1,16.8,16.8,0.6%,CHI,11,2022
18,Krys Barnes,5,7,1.0,0,0,0,0,0,1,16.8,16.8,0.6%,ARI,11,2022
19,Alex Singleton,8,3,0.0,0,0,0,0,0,1,16.8,16.8,72.8%,DEN,11,2022
20,Tyrel Dodson,9,4,0.0,0,0,0,0,0,1,16.5,16.5,16.3%,SEA,11,2022
21,Roquan Smith,6,1,1.0,0,0,0,0,0,1,16.3,16.3,88.7%,BAL,11,2022
22,T.J. Watt,2,4,0.5,2,1,0,0,0,1,16.0,16.0,77.7%,PIT,11,2022
23,Germaine Pratt,6,2,0.0,0,0,0,0,0,1,15.5,15.5,5.1%,CIN,11,2022
24,Matt Judon,3,2,1.5,0,0,0,0,0,1,14.5,14.5,12.1%,ATL,11,2022
25,C.J. Mosley,7,2,0.0,0,0,0,0,0,1,14.5,14.5,42.0%,NYJ,11,2022
26,Rashaan Evans,8,3,0.0,0,0,0,0,0,1,14.3,14.3,0.1%,FA,11,2022
27,Preston Smith,2,3,1.5,0,0,0,0,0,1,13.8,13.8,1.4%,GB,11,2022
28,Mykal Walker,3,5,0.0,2,0,0,0,0,1,13.8,13.8,0.2%,WAS,11,2022
29,Quincy Williams,2,5,1.0,0,0,0,0,0,1,13.3,13.3,41.0%,NYJ,11,2022
30,Denzel Perryman,5,1,0.0,0,0,0,0,0,1,13.3,13.3,3.9%,LAC,11,2022
31,Lorenzo Carter,4,1,1.0,0,0,0,0,0,1,13.3,13.3,0.2%,ATL,11,2022
32,Ja'Whaun Bentley,8,1,0.0,0,0,0,0,0,1,12.8,12.8,6.5%,NE,11,2022
33,Christian Kirksey,6,1,0.0,0,0,0,0,0,1,12.3,12.3,0.1%,FA,11,2022
34,Myles Jack,5,4,0.0,1,0,0,0,0,1,12.0,12.0,0.1%,FA,11,2022
35,Bobby Wagner,4,7,0.0,0,0,0,0,0,1,11.3,11.3,61.2%,WAS,11,2022
36,Demario Davis,3,5,0.5,0,0,0,0,0,1,10.3,10.3,10.9%,NO,11,2022
37,Troy Reeder,3,0,0.0,1,0,1,0,0,1,10.0,10.0,0.4%,LAR,11,2022
38,Sione Takitaki,4,5,0.0,0,0,0,0,0,1,9.8,9.8,0.3%,NE,11,2022
39,Logan Wilson,5,3,0.0,0,0,0,0,0,1,9.8,9.8,29.1%,CIN,11,2022
40,Bobby Okereke,4,5,0.0,0,0,0,0,0,1,9.8,9.8,86.0%,NYG,11,2022
41,Drue Tranquill,6,1,0.0,0,0,0,0,0,1,9.8,9.8,7.7%,KC,11,2022
42,Robert Spillane,2,3,0.0,1,0,0,0,0,1,9.3,9.3,23.7%,LV,11,2022
43,Troy Andersen,4,1,0.0,0,0,0,0,0,1,9.3,9.3,3.7%,ATL,11,2022
44,Ogbo Okoronkwo,2,5,0.0,0,0,0,0,0,1,9.3,9.3,0.2%,CLE,11,2022
45,Casey Toohill,2,1,0.0,0,0,0,0,0,1,8.8,8.8,0.1%,BUF,11,2022
46,Shaq Thompson,2,4,0.0,0,0,0,0,0,1,8.5,8.5,7.4%,CAR,11,2022
47,Nicholas Morrow,4,0,0.0,0,0,0,0,0,1,8.5,8.5,4.0%,BUF,11,2022
48,Derrick Barnes,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.7%,DET,11,2022
49,Jordan Hicks,4,3,0.0,0,0,0,0,0,1,8.3,8.3,9.4%,CLE,11,2022
50,Christian Harris,4,2,0.0,0,0,0,0,0,1,7.5,7.5,2.7%,HOU,11,2022
51,Kyzir White,4,2,0.0,0,0,0,0,0,1,7.5,7.5,18.1%,ARI,11,2022
52,Baron Browning,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.9%,DEN,11,2022
53,Mack Wilson Sr.,1,1,0.5,0,0,0,0,0,1,6.8,6.8,3.3%,ARI,11,2022
54,Devin Bush Jr.,2,5,0.0,0,0,0,0,0,1,6.8,6.8,0.4%,CLE,11,2022
55,Zaven Collins,2,5,0.0,0,0,0,0,0,1,6.8,6.8,1.2%,ARI,11,2022
56,Ben Niemann,2,5,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,DET,11,2022
57,Raekwon McMillan,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.1%,NE,11,2022
58,Micah McFadden,3,2,0.0,0,0,0,0,0,1,6.0,6.0,2.5%,NYG,11,2022
59,Isaiah Simmons,1,2,0.0,0,0,0,0,0,1,5.5,5.5,5.6%,NYG,11,2022
60,Tae Crowder,1,2,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,11,2022
61,Jayon Brown,3,1,0.0,0,0,0,0,0,1,5.3,5.3,2.0%,FA,11,2022
62,Jamin Davis,2,3,0.0,0,0,0,0,0,1,5.3,5.3,1.1%,WAS,11,2022
63,Malcolm Rodriguez,3,1,0.0,0,0,0,0,0,1,5.3,5.3,15.6%,DET,11,2022
64,Alex Anzalone,2,3,0.0,0,0,0,0,0,1,5.3,5.3,24.8%,DET,11,2022
65,Kwon Alexander,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.1%,FA,11,2022
66,Leighton Vander Esch,3,0,0.0,0,0,0,0,0,1,4.5,4.5,1.1%,FA,11,2022
67,Tanner Vallejo,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,11,2022
68,Sam Franklin Jr.,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.6%,CAR,11,2022
69,Jaylon Smith,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,11,2022
70,Damone Clark,3,0,0.0,0,0,0,0,0,1,4.5,4.5,1.6%,DAL,11,2022
71,Cory Littleton,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,11,2022
72,Brandon Smith,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,PHI,11,2022
73,Dylan Cole,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,11,2022
74,Jon Bostic,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,11,2022
75,Azeez Al-Shaair,2,1,0.0,0,0,0,0,0,1,3.8,3.8,40.2%,HOU,11,2022
76,Chandler Jones,0,5,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,FA,11,2022
77,Eric Kendricks,2,0,0.0,0,0,0,0,0,1,3.0,3.0,11.7%,DAL,11,2022
78,Monty Rice,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,ATL,11,2022
79,Jake Hansen,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.2%,HOU,11,2022
80,Akeem Davis-Gaither,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.2%,CIN,11,2022
81,Alex Highsmith,0,1,0.5,0,0,0,0,0,1,2.8,2.8,11.9%,PIT,11,2022
82,Jahlani Tavai,1,1,0.0,0,0,0,0,0,1,2.3,2.3,3.4%,NE,11,2022
83,Tyus Bowser,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.1%,SEA,11,2022
84,Von Miller,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.8%,BUF,11,2022
85,Ernest Jones IV,0,3,0.0,0,0,0,0,0,1,2.3,2.3,63.1%,TEN,11,2022
86,Joe Thomas,1,1,0.0,0,0,0,0,0,1,2.3,2.3,1.0%,FA,11,2022
87,Tony Fields II,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.1%,CLE,11,2022
88,Jabril Cox,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.1%,FA,11,2022
89,Anfernee Jennings,1,0,0.0,0,0,0,0,0,1,1.5,1.5,3.7%,NE,11,2022
90,Oshane Ximines,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NE,11,2022
91,Isaiah McDuffie,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.8%,GB,11,2022
92,Luke Masterson,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.2%,LV,11,2022
93,Joe Schobert,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,11,2022
94,Tomon Fox,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NYG,11,2022
95,Justin Hollins,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,11,2022
96,Dennis Gardeck,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.5%,ARI,11,2022
97,Leo Chenal,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.9%,KC,11,2022
98,Marquis Haynes Sr.,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,11,2022
99,Markus Golden,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.1%,FA,11,2022
100,E.J. Speed,1,0,0.0,0,0,0,0,0,1,1.5,1.5,37.0%,IND,11,2022
101,Kyle Van Noy,0,2,0.0,0,0,0,0,0,1,1.5,1.5,2.9%,BAL,11,2022
102,Malik Reed,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,11,2022
103,Brian Asamoah II,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.1%,MIN,11,2022
104,Khalil Mack,0,1,0.0,0,0,0,0,0,1,0.8,0.8,36.9%,LAC,11,2022
105,Troy Dye,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.1%,LAC,11,2022
106,Jordan Willis,0,1,0.0,0,0,0,0,0,1,0.8,0.8,1.0%,FA,11,2022
107,Matthew Adams,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.1%,NYG,11,2022
108,Za'Darius Smith,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.8%,CLE,11,2022
109,Jacob Martin,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,CHI,11,2022
110,Oren Burks,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.1%,PHI,11,2022
111,David Long Jr.,2,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
112,Luke Gifford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,TEN,11,2022
113,Jacob Bobenmoyer,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,11,2022
114,Del'Shawn Phillips,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,HOU,11,2022
115,Blake Cashman,0,0,0.0,0,0,0,0,0,1,0.0,0.0,5.1%,MIN,11,2022
116,Brian Burns,2,3,1.0,0,0,0,0,0,1,0.0,0.0,24.4%,NYG,11,2022
117,Jamir Jones,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
