Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyreek Hill,11,15,215,19.5,47,5,2,0,0,0,0,1,44.5,44.5,100.0%,MIA,1,2023
2,Brandon Aiyuk,8,8,129,16.1,23,2,2,0,0,0,0,1,32.9,32.9,99.4%,SF,1,2023
3,Jakobi Meyers,9,10,81,9.0,21,1,2,0,0,0,0,1,29.1,29.1,61.4%,LV,1,2023
4,Stefon Diggs,10,13,102,10.2,18,0,1,0,0,0,0,1,26.2,26.2,98.6%,HOU,1,2023
5,Kendrick Bourne,6,11,64,10.7,19,0,2,0,0,0,0,1,24.4,24.4,4.6%,NE,1,2023
6,Calvin Ridley,8,11,101,12.6,29,2,1,0,0,0,0,1,24.1,24.1,94.1%,TEN,1,2023
7,Justin Jefferson,9,12,150,16.7,42,4,0,0,0,0,0,1,24.0,24.0,100.0%,MIN,1,2023
8,Michael Pittman Jr.,8,11,97,12.1,39,1,1,0,0,0,0,1,23.7,23.7,98.6%,IND,1,2023
9,Puka Nacua,10,15,119,11.9,21,2,0,0,0,0,0,1,21.9,21.9,99.9%,LAR,1,2023
10,Chris Olave,8,10,112,14.0,45,1,0,0,0,0,0,1,19.2,19.2,99.3%,NO,1,2023
11,Amon-Ra St. Brown,6,9,71,11.8,21,1,1,0,0,0,0,1,19.1,19.1,100.0%,DET,1,2023
12,Rashid Shaheed,5,6,89,17.8,41,2,1,2,11,0,1,1,19.0,19.0,49.9%,NO,1,2023
13,Mike Evans,6,10,66,11.0,28,1,1,0,0,0,0,1,18.6,18.6,99.7%,TB,1,2023
14,Romeo Doubs,4,5,26,6.5,13,0,2,0,0,0,0,1,18.6,18.6,46.0%,GB,1,2023
15,Tutu Atwell,6,8,119,19.8,44,2,0,0,0,0,0,1,17.9,17.9,0.7%,LAR,1,2023
16,DeVonta Smith,7,10,47,6.7,13,0,1,0,0,0,0,1,17.7,17.7,98.0%,PHI,1,2023
17,Zay Flowers,9,10,78,8.7,21,2,0,2,9,0,0,1,17.7,17.7,96.3%,BAL,1,2023
18,Zay Jones,5,7,55,11.0,18,0,1,0,0,0,0,1,16.5,16.5,1.3%,ARI,1,2023
