Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ja'Marr Chase,15,19,192,12.8,63,1,3,0,0,0,0,1,52.2,52.2,100.0%,CIN,5,2023
2,DJ Moore,8,10,230,28.8,58,5,3,0,0,0,0,1,49.0,49.0,98.5%,CHI,5,2023
3,Tyreek Hill,8,9,181,22.6,69,2,1,0,0,0,0,1,32.1,32.1,100.0%,MIA,5,2023
4,Adam Thielen,11,13,107,9.7,30,1,1,0,0,0,0,1,27.7,27.7,46.2%,CAR,5,2023
5,George Pickens,6,10,130,21.7,41,4,1,1,16,0,0,1,26.6,26.6,95.4%,PIT,5,2023
6,Stefon Diggs,8,11,121,15.1,48,1,1,0,0,0,1,1,24.1,24.1,98.6%,HOU,5,2023
7,Gabe Davis,6,8,100,16.7,29,2,1,0,0,0,0,1,22.0,22.0,42.9%,JAC,5,2023
8,DeAndre Hopkins,8,11,140,17.5,36,3,0,0,0,0,0,1,22.0,22.0,80.6%,TEN,5,2023
9,Calvin Ridley,7,8,122,17.4,32,2,0,2,14,0,0,1,20.6,20.6,94.1%,TEN,5,2023
10,Jakobi Meyers,7,10,75,10.7,18,0,1,1,0,0,0,1,20.5,20.5,61.4%,LV,5,2023
11,Puka Nacua,7,11,71,10.1,22,1,1,0,0,0,0,1,20.1,20.1,99.9%,LAR,5,2023
12,Cooper Kupp,8,12,118,14.8,39,1,0,0,0,0,0,1,19.8,19.8,98.6%,LAR,5,2023
13,A.J. Brown,6,8,127,21.2,38,3,0,0,0,0,0,1,18.7,18.7,100.0%,PHI,5,2023
14,Curtis Samuel,6,7,65,10.8,25,1,1,0,0,0,0,1,18.5,18.5,55.7%,BUF,5,2023
15,Jordan Addison,6,9,64,10.7,16,0,1,0,0,0,0,1,18.4,18.4,83.3%,MIN,5,2023
16,Josh Reynolds,4,5,76,19.0,27,3,1,0,0,0,0,1,17.6,17.6,1.2%,DEN,5,2023
17,Marquise Brown,4,10,61,15.3,25,1,1,0,0,0,0,1,16.1,16.1,76.0%,KC,5,2023
18,Josh Downs,6,6,97,16.2,38,2,0,0,0,0,0,1,15.7,15.7,19.5%,IND,5,2023
19,Drake London,6,9,78,13.0,32,2,0,0,0,0,0,1,14.7,14.7,99.2%,ATL,5,2023
20,Jaylen Waddle,5,10,35,7.0,20,1,1,0,0,0,0,1,14.5,14.5,97.7%,MIA,5,2023
21,Christian Kirk,6,8,78,13.0,30,2,0,1,6,0,0,1,14.4,14.4,90.9%,JAC,5,2023
22,Trenton Irwin,8,10,60,7.5,13,0,0,0,0,0,0,1,14.0,14.0,0.1%,CIN,5,2023
23,Rashee Rice,4,5,33,8.3,13,0,1,0,0,0,0,1,13.3,13.3,94.5%,KC,5,2023
24,DJ Chark Jr.,3,6,42,14.0,18,0,1,0,0,0,0,1,13.2,13.2,3.6%,LAC,5,2023
25,Zay Flowers,5,11,73,14.6,29,2,0,0,0,0,0,1,12.3,12.3,96.3%,BAL,5,2023
26,Christian Watson,3,7,91,30.3,77,1,0,1,-5,0,0,1,11.6,11.6,87.6%,GB,5,2023
27,Deebo Samuel Sr.,3,3,55,18.3,42,1,0,5,30,0,0,1,11.5,11.5,99.5%,SF,5,2023
28,Zay Jones,3,5,23,7.7,10,0,1,0,0,0,0,1,11.3,11.3,1.3%,ARI,5,2023
