Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Deebo Samuel Sr.,7,9,149,21.3,54,3,1,1,1,1,0,1,34.0,34.0,99.5%,SF,14,2023
2,Drake London,10,11,172,17.2,45,4,0,0,0,0,0,1,29.2,29.2,99.2%,ATL,14,2023
3,DJ Moore,6,10,68,11.3,38,1,1,3,20,1,0,1,26.8,26.8,98.5%,CHI,14,2023
4,Cooper Kupp,8,10,115,14.4,34,3,1,0,0,0,0,1,25.5,25.5,98.6%,LAR,14,2023
5,DeAndre Hopkins,7,12,124,17.7,45,3,1,0,0,0,0,1,25.4,25.4,80.6%,TEN,14,2023
6,Jayden Reed,8,10,27,3.4,8,0,0,4,38,1,0,1,20.5,20.5,89.4%,GB,14,2023
7,Garrett Wilson,9,14,108,12.0,25,1,0,1,3,0,0,1,20.1,20.1,99.9%,NYJ,14,2023
8,Zay Flowers,6,10,60,10.0,21,1,1,0,0,0,0,1,20.0,20.0,96.3%,BAL,14,2023
9,Odell Beckham Jr.,4,10,97,24.3,46,2,1,0,0,0,0,1,19.7,19.7,4.8%,MIA,14,2023
10,Michael Pittman Jr.,8,11,95,11.9,31,1,0,0,0,0,0,1,19.5,19.5,98.6%,IND,14,2023
11,CeeDee Lamb,6,10,71,11.8,26,1,1,0,0,0,0,1,19.1,19.1,100.0%,DAL,14,2023
12,Rashee Rice,7,10,72,10.3,19,0,1,0,0,0,1,1,18.2,18.2,94.5%,KC,14,2023
13,Wan'Dale Robinson,6,7,79,13.2,32,2,0,2,36,0,0,1,17.5,17.5,7.2%,NYG,14,2023
14,Brandon Aiyuk,6,9,126,21.0,45,3,0,0,0,0,1,1,16.6,16.6,99.4%,SF,14,2023
15,A.J. Brown,9,13,94,10.4,24,1,0,0,0,0,1,1,16.4,16.4,100.0%,PHI,14,2023
16,Courtland Sutton,3,4,62,20.7,46,1,1,0,0,0,0,1,15.2,15.2,84.8%,DEN,14,2023
17,Tyler Lockett,6,6,89,14.8,24,2,0,0,0,0,0,1,14.9,14.9,67.6%,SEA,14,2023
18,Diontae Johnson,3,7,57,19.0,25,2,1,0,0,0,0,1,14.7,14.7,90.7%,CAR,14,2023
19,Puka Nacua,5,9,84,16.8,34,2,0,1,6,0,0,1,14.0,14.0,99.9%,LAR,14,2023
20,Jaylen Waddle,6,8,79,13.2,16,0,0,0,0,0,0,1,13.9,13.9,97.7%,MIA,14,2023
21,Michael Gallup,3,5,48,16.0,39,1,1,0,0,0,0,1,13.8,13.8,0.1%,FA,14,2023
22,Demarcus Robinson,3,10,46,15.3,22,1,1,0,0,0,0,1,13.6,13.6,9.6%,LAR,14,2023
23,Josh Reynolds,3,4,44,14.7,27,1,1,0,0,0,0,1,13.4,13.4,1.2%,DEN,14,2023
24,DK Metcalf,2,5,52,26.0,31,2,1,0,0,0,0,1,13.2,13.2,99.1%,SEA,14,2023
25,JuJu Smith-Schuster,4,6,90,22.5,37,2,0,0,0,0,0,1,13.0,13.0,1.7%,KC,14,2023
26,Chris Olave,4,5,28,7.0,8,0,1,0,0,0,0,1,12.8,12.8,99.3%,NO,14,2023
27,Keenan Allen,6,12,68,11.3,22,1,0,0,0,0,0,1,12.8,12.8,93.1%,CHI,14,2023
28,Amari Cooper,7,14,77,11.0,17,0,0,0,0,0,1,1,12.7,12.7,95.7%,CLE,14,2023
29,Adam Thielen,5,7,74,14.8,32,1,0,0,0,0,0,1,12.4,12.4,46.2%,CAR,14,2023
30,Davante Adams,7,10,53,7.6,24,1,0,0,0,0,0,1,12.3,12.3,99.8%,LV,14,2023
31,Quentin Johnston,3,4,91,30.3,57,2,0,0,0,0,0,1,12.1,12.1,6.2%,LAC,14,2023
32,David Bell,1,3,41,41.0,41,1,1,0,0,0,0,1,11.1,11.1,0.0%,CLE,14,2023
33,DeVonta Smith,5,10,73,14.6,30,2,0,0,0,0,1,1,10.3,10.3,98.0%,PHI,14,2023
34,Chris Godwin,5,11,53,10.6,32,1,0,0,0,0,0,1,10.3,10.3,92.8%,TB,14,2023
35,Isaiah Hodgins,2,2,22,11.0,14,0,1,0,0,0,0,1,10.2,10.2,0.0%,NYG,14,2023
36,Tyreek Hill,4,5,61,15.3,25,2,0,0,0,0,0,1,10.1,10.1,100.0%,MIA,14,2023
37,Calvin Ridley,4,13,53,13.3,16,0,0,0,0,0,0,1,9.3,9.3,94.1%,TEN,14,2023
38,Tee Higgins,2,4,72,36.0,46,2,0,0,0,0,0,1,9.2,9.2,95.7%,CIN,14,2023
39,Parker Washington,2,3,27,13.5,19,0,1,0,0,0,1,1,8.7,8.7,0.1%,JAC,14,2023
40,Randall Cobb,1,1,15,15.0,15,0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,14,2023
41,Xavier Gipson,1,1,3,3.0,3,0,0,1,9,1,0,1,8.2,8.2,0.8%,NYJ,14,2023
42,Nelson Agholor,5,5,32,6.4,12,0,0,0,0,0,0,1,8.2,8.2,0.6%,BAL,14,2023
43,Zay Jones,5,14,29,5.8,12,0,0,0,0,0,0,1,7.9,7.9,1.3%,ARI,14,2023
44,Malik Heath,1,2,6,6.0,6,0,1,0,0,0,0,1,7.6,7.6,0.1%,GB,14,2023
45,Jakobi Meyers,5,6,25,5.0,12,0,0,0,0,0,0,1,7.5,7.5,61.4%,LV,14,2023
46,Romeo Doubs,4,7,32,8.0,14,0,0,0,0,0,0,1,7.2,7.2,46.0%,GB,14,2023
47,Elijah Moore,3,6,42,14.0,20,1,0,0,0,0,0,1,7.2,7.2,1.4%,CLE,14,2023
48,Kadarius Toney,3,4,25,8.3,9,0,0,2,16,0,0,1,7.1,7.1,0.3%,FA,14,2023
49,George Pickens,5,6,19,3.8,7,0,0,0,0,0,0,1,6.9,6.9,95.4%,PIT,14,2023
50,Nick Westbrook-Ikhine,2,4,28,14.0,23,1,0,0,0,0,0,1,6.8,6.8,0.1%,TEN,14,2023
51,Jaxon Smith-Njigba,4,7,25,6.3,11,0,0,0,0,0,0,1,6.5,6.5,86.7%,SEA,14,2023
52,Darnell Mooney,2,7,44,22.0,28,1,0,0,0,0,0,1,6.4,6.4,40.2%,ATL,14,2023
53,Stefon Diggs,4,11,24,6.0,9,0,0,0,0,0,0,1,6.4,6.4,98.6%,HOU,14,2023
54,Lynn Bowden Jr.,4,4,24,6.0,15,0,0,0,0,0,0,1,6.4,6.4,0.0%,FA,14,2023
55,Josh Downs,3,3,32,10.7,12,0,0,0,0,0,0,1,6.2,6.2,19.5%,IND,14,2023
56,Tylan Wallace,0,0,0,0.0,0,0,0,0,0,0,0,1,6.0,6.0,0.0%,BAL,14,2023
57,Ja'Marr Chase,3,4,29,9.7,14,0,0,0,0,0,0,1,5.9,5.9,100.0%,CIN,14,2023
58,Brandin Cooks,2,5,37,18.5,30,1,0,0,0,0,0,1,5.7,5.7,30.9%,DAL,14,2023
59,Hunter Renfrow,3,5,46,15.3,38,1,0,0,0,0,1,1,5.6,5.6,0.1%,FA,14,2023
60,K.J. Osborn,4,7,15,3.8,12,0,0,0,0,0,0,1,5.5,5.5,0.6%,NE,14,2023
61,A.T. Perry,1,1,44,44.0,44,1,0,0,0,0,0,1,5.4,5.4,0.6%,NO,14,2023
62,Amon-Ra St. Brown,3,8,21,7.0,11,0,0,0,0,0,0,1,5.1,5.1,100.0%,DET,14,2023
63,Cedrick Wilson Jr.,2,4,30,15.0,22,1,0,0,0,0,0,1,5.0,5.0,0.1%,NO,14,2023
