Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jordan Addison,7,10,123,17.6,60,2,2,0,0,0,0,1,31.3,31.3,83.3%,MIN,7,2023
2,A.J. Brown,10,15,137,13.7,42,2,1,0,0,0,0,1,29.7,29.7,100.0%,PHI,7,2023
3,Tyreek Hill,11,15,88,8.0,27,1,1,0,0,0,0,1,25.8,25.8,100.0%,MIA,7,2023
4,Josh Downs,5,6,125,25.0,59,3,1,0,0,0,0,1,23.5,23.5,19.5%,IND,7,2023
5,Puka Nacua,8,12,154,19.3,36,5,0,0,0,0,0,1,23.4,23.4,99.9%,LAR,7,2023
6,Amon-Ra St. Brown,13,19,102,7.8,15,0,0,0,0,0,0,1,23.2,23.2,100.0%,DET,7,2023
7,Mike Evans,6,8,82,13.7,40,1,1,0,0,0,0,1,20.2,20.2,99.7%,TB,7,2023
8,Courtland Sutton,6,6,76,12.7,33,1,1,0,0,0,0,1,19.6,19.6,84.8%,DEN,7,2023
9,Christian Kirk,6,6,90,15.0,44,1,1,0,0,0,1,1,19.0,19.0,90.9%,JAC,7,2023
10,Joshua Palmer,5,7,133,26.6,60,3,0,0,0,0,0,1,18.3,18.3,45.7%,LAC,7,2023
11,Jakobi Meyers,7,13,50,7.1,15,0,1,0,0,0,0,1,18.0,18.0,61.4%,LV,7,2023
12,Stefon Diggs,6,12,58,9.7,25,1,1,0,0,0,0,1,17.8,17.8,98.6%,HOU,7,2023
13,Marquez Valdes-Scantling,3,5,84,28.0,46,2,1,0,0,0,0,1,17.4,17.4,0.2%,BUF,7,2023
14,Rashee Rice,5,6,60,12.0,37,1,1,0,0,0,0,1,17.0,17.0,94.5%,KC,7,2023
15,Jaxon Smith-Njigba,4,7,63,15.8,28,1,1,0,0,0,0,1,16.3,16.3,86.7%,SEA,7,2023
16,Kendrick Bourne,6,7,63,10.5,33,1,1,0,0,0,1,1,16.3,16.3,4.6%,NE,7,2023
17,Michael Pittman Jr.,2,5,83,41.5,75,1,1,0,0,0,0,1,16.3,16.3,98.6%,IND,7,2023
18,Jake Bobo,4,5,61,15.3,31,1,1,0,0,0,0,1,16.1,16.1,0.3%,SEA,7,2023
19,George Pickens,5,8,107,21.4,31,3,0,0,0,0,0,1,15.7,15.7,95.4%,PIT,7,2023
20,Terry McLaurin,6,9,90,15.0,31,2,0,0,0,0,0,1,15.0,15.0,93.6%,WAS,7,2023
21,DJ Moore,8,9,54,6.8,15,0,0,0,0,0,0,1,13.4,13.4,98.5%,CHI,7,2023
22,Michael Thomas,3,7,42,14.0,17,0,1,0,0,0,0,1,13.2,13.2,0.2%,FA,7,2023
23,Diontae Johnson,5,6,79,15.8,39,1,0,0,0,0,0,1,12.9,12.9,90.7%,CAR,7,2023
24,Chris Olave,7,15,57,8.1,14,0,0,0,0,0,0,1,12.7,12.7,99.3%,NO,7,2023
25,Davante Adams,7,12,57,8.1,15,0,0,0,0,0,0,1,12.7,12.7,99.8%,LV,7,2023
26,Chris Godwin,6,12,66,11.0,33,1,0,0,0,0,0,1,12.6,12.6,92.8%,TB,7,2023
27,Jaylen Waddle,6,6,63,10.5,16,0,0,0,0,0,0,1,12.3,12.3,97.7%,MIA,7,2023
28,Zay Flowers,4,6,75,18.8,46,2,0,0,0,0,0,1,11.5,11.5,96.3%,BAL,7,2023
