Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Keenan Allen,18,20,215,11.9,25,5,0,0,0,0,0,1,45.5,45.5,93.1%,CHI,3,2023
2,Davante Adams,13,20,172,13.2,32,2,2,0,0,0,0,1,42.2,42.2,99.8%,LV,3,2023
3,Adam Thielen,11,14,145,13.2,25,3,1,0,0,0,0,1,31.5,31.5,46.2%,CAR,3,2023
4,Tyreek Hill,9,11,157,17.4,54,1,1,0,0,0,0,1,30.7,30.7,100.0%,MIA,3,2023
5,Justin Jefferson,7,13,149,21.3,52,4,1,0,0,0,0,1,27.9,27.9,100.0%,MIN,3,2023
6,Ja'Marr Chase,12,15,141,11.8,43,1,0,0,0,0,0,1,26.1,26.1,100.0%,CIN,3,2023
7,Tank Dell,5,7,145,29.0,68,2,1,0,0,0,0,1,25.5,25.5,96.0%,HOU,3,2023
8,Deebo Samuel Sr.,6,12,129,21.5,40,3,1,1,2,0,0,1,25.1,25.1,99.5%,SF,3,2023
9,Mike Williams,7,8,121,17.3,49,2,1,0,0,0,0,1,25.1,25.1,57.9%,NYJ,3,2023
10,Amari Cooper,7,8,116,16.6,43,2,1,0,0,0,0,1,24.6,24.6,95.7%,CLE,3,2023
11,A.J. Brown,9,14,131,14.6,28,3,0,0,0,0,0,1,22.1,22.1,100.0%,PHI,3,2023
12,Amon-Ra St. Brown,9,12,102,11.3,20,1,0,1,4,0,0,1,19.6,19.6,100.0%,DET,3,2023
13,Courtland Sutton,8,11,91,11.4,25,2,1,0,0,0,2,1,19.1,19.1,84.8%,DEN,3,2023
14,Stefon Diggs,8,12,111,13.9,30,3,0,0,0,0,0,1,19.1,19.1,98.6%,HOU,3,2023
15,DJ Chark Jr.,4,11,86,21.5,47,2,1,0,0,0,0,1,18.6,18.6,3.6%,LAC,3,2023
16,Chris Olave,8,11,104,13.0,28,2,0,0,0,0,0,1,18.4,18.4,99.3%,NO,3,2023
17,Romeo Doubs,5,12,73,14.6,30,1,1,0,0,0,0,1,18.3,18.3,46.0%,GB,3,2023
18,Tutu Atwell,4,9,50,12.5,37,1,1,1,22,0,0,1,17.2,17.2,0.7%,LAR,3,2023
19,DK Metcalf,6,8,112,18.7,34,3,0,0,0,0,0,1,17.2,17.2,99.1%,SEA,3,2023
20,Marquise Brown,5,7,61,12.2,23,1,1,0,0,0,0,1,17.1,17.1,76.0%,KC,3,2023
21,Mike Evans,5,10,60,12.0,24,2,1,0,0,0,0,1,17.0,17.0,99.7%,TB,3,2023
22,Michael Pittman Jr.,9,11,77,8.6,34,1,0,0,0,0,0,1,16.7,16.7,98.6%,IND,3,2023
23,Marvin Mims Jr.,3,5,73,24.3,38,2,0,1,3,0,0,1,16.6,16.6,9.6%,DEN,3,2023
