Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mike Evans,8,15,190,23.8,55,4,3,0,0,0,0,1,45.0,45.0,99.7%,TB,3,2019
2,Keenan Allen,13,17,183,14.1,34,3,2,1,3,0,0,1,43.6,43.6,93.1%,CHI,3,2019
3,Cooper Kupp,11,12,101,9.2,22,2,2,0,0,0,0,1,33.1,33.1,98.6%,LAR,3,2019
4,Tyler Lockett,11,14,154,14.0,40,3,1,0,0,0,0,1,32.4,32.4,67.6%,SEA,3,2019
5,Taylor Gabriel,6,7,75,12.5,36,1,3,1,7,0,0,1,32.2,32.2,0.1%,FA,3,2019
6,Sterling Shepard,7,9,100,14.3,36,2,1,2,21,0,0,1,27.1,27.1,0.0%,TB,3,2019
7,Amari Cooper,6,7,88,14.7,37,1,2,0,0,0,0,1,26.8,26.8,95.7%,CLE,3,2019
8,Julio Jones,8,9,128,16.0,34,2,1,0,0,0,0,1,26.8,26.8,0.1%,FA,3,2019
9,Nelson Agholor,8,12,50,6.3,20,1,2,0,0,0,1,1,23.0,23.0,0.6%,BAL,3,2019
10,Paul Richardson Jr.,8,9,83,10.4,22,1,1,0,0,0,0,1,22.3,22.3,0.0%,FA,3,2019
11,Marvin Jones Jr.,6,9,101,16.8,27,2,1,0,0,0,0,1,22.1,22.1,0.0%,FA,3,2019
12,Marquez Valdes-Scantling,6,10,91,15.2,40,2,1,0,0,0,0,1,21.1,21.1,0.2%,BUF,3,2019
13,Adam Thielen,3,5,55,18.3,35,1,1,1,1,1,0,1,20.6,20.6,46.2%,CAR,3,2019
14,T.Y. Hilton,8,10,65,8.1,26,1,1,0,0,0,0,1,20.5,20.5,3.0%,FA,3,2019
15,Brandin Cooks,8,12,112,14.0,23,1,0,1,8,0,0,1,20.0,20.0,30.9%,DAL,3,2019
16,Julian Edelman,7,10,62,8.9,15,0,1,0,0,0,0,1,19.2,19.2,12.1%,FA,3,2019
17,Terry McLaurin,6,8,70,11.7,17,0,1,0,0,0,0,1,19.0,19.0,93.6%,WAS,3,2019
18,Phillip Dorsett II,6,7,53,8.8,25,1,1,2,12,0,0,1,18.5,18.5,0.0%,FA,3,2019
19,Mecole Hardman Jr.,2,5,97,48.5,83,1,1,1,7,0,0,1,18.4,18.4,0.2%,KC,3,2019
20,DJ Chark Jr.,4,5,76,19.0,37,2,1,0,0,0,0,1,17.6,17.6,3.6%,LAC,3,2019
21,JuJu Smith-Schuster,3,7,81,27.0,76,1,1,0,0,0,0,1,17.1,17.1,1.7%,KC,3,2019
22,Michael Thomas,5,7,54,10.8,18,0,1,0,0,0,0,1,16.4,16.4,0.2%,FA,3,2019
23,Curtis Samuel,5,7,53,10.6,15,0,1,0,0,0,0,1,16.3,16.3,55.7%,BUF,3,2019
24,Christian Kirk,10,12,59,5.9,13,0,0,0,0,0,0,1,15.9,15.9,90.9%,JAC,3,2019
25,Adam Humphries,6,9,93,15.5,30,2,0,0,0,0,0,1,15.3,15.3,0.0%,FA,3,2019
26,Diontae Johnson,3,6,52,17.3,39,1,1,1,6,0,0,1,14.8,14.8,90.7%,CAR,3,2019
27,Cole Beasley,8,10,48,6.0,10,0,0,0,0,0,0,1,14.8,14.8,0.0%,FA,3,2019
28,Larry Fitzgerald,5,7,36,7.2,23,1,1,0,0,0,0,1,14.6,14.6,0.2%,FA,3,2019
29,Josh Gordon,6,11,83,13.8,28,2,0,1,1,0,0,1,14.4,14.4,0.0%,FA,3,2019
30,Mohamed Sanu Sr.,6,6,75,12.5,16,0,0,1,2,0,0,1,13.7,13.7,0.0%,FA,3,2019
31,Courtland Sutton,5,7,87,17.4,52,1,0,0,0,0,0,1,13.7,13.7,84.8%,DEN,3,2019
32,J.J. Nelson,4,5,36,9.0,29,1,1,0,0,0,0,1,13.6,13.6,0.0%,FA,3,2019
33,DJ Moore,1,2,52,52.0,52,1,1,1,12,0,0,1,13.4,13.4,98.5%,CHI,3,2019
34,Zach Pascal,2,3,53,26.5,35,1,1,0,0,0,0,1,13.3,13.3,0.0%,ARI,3,2019
35,Demarcus Robinson,3,4,43,14.3,18,0,1,0,0,0,0,1,13.3,13.3,9.6%,LAR,3,2019
36,Kenny Stills,4,6,89,22.3,38,2,0,0,0,0,0,1,12.9,12.9,0.0%,FA,3,2019
37,Auden Tate,6,10,88,14.7,32,2,0,0,0,0,1,1,12.8,12.8,0.0%,FA,3,2019
38,Tyler Boyd,6,11,68,11.3,26,1,0,0,0,0,0,1,12.8,12.8,5.3%,TEN,3,2019
39,DeAndre Hopkins,6,7,67,11.2,34,1,0,0,0,0,0,1,12.7,12.7,80.6%,TEN,3,2019
40,Allen Robinson II,6,7,60,10.0,14,0,0,0,0,0,0,1,12.0,12.0,0.1%,DET,3,2019
41,Dante Pettis,4,5,20,5.0,12,0,1,0,0,0,0,1,12.0,12.0,0.0%,CHI,3,2019
42,Tyrell Williams,3,3,29,9.7,15,0,1,0,0,0,0,1,11.9,11.9,0.0%,FA,3,2019
43,Odell Beckham Jr.,6,9,56,9.3,19,0,0,0,0,0,0,1,11.6,11.6,4.8%,MIA,3,2019
