Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Michael Gallup,5,7,98,19.6,45,2,3,0,0,0,0,1,32.8,32.8,0.1%,FA,17,2019
2,Deebo Samuel Sr.,5,5,102,20.4,30,3,0,2,33,1,0,1,24.5,24.5,99.5%,SF,17,2019
3,Breshad Perriman,5,8,134,26.8,37,4,1,0,0,0,0,1,24.4,24.4,0.0%,FA,17,2019
4,Keenan Allen,9,10,82,9.1,13,0,1,0,0,0,0,1,23.2,23.2,93.1%,CHI,17,2019
5,Cooper Kupp,7,10,99,14.1,24,2,1,0,0,0,0,1,22.9,22.9,98.6%,LAR,17,2019
6,A.J. Brown,4,8,124,31.0,51,3,1,0,0,0,0,1,22.4,22.4,100.0%,PHI,17,2019
7,Davante Adams,7,13,93,13.3,33,2,1,0,0,0,0,1,22.3,22.3,99.8%,LV,17,2019
8,Dede Westbrook,7,8,72,10.3,18,0,1,0,0,0,0,1,22.2,22.2,0.0%,FA,17,2019
9,Hunter Renfrow,6,9,102,17.0,39,3,1,0,0,0,0,1,22.2,22.2,0.1%,FA,17,2019
10,DeVante Parker,8,11,137,17.1,28,4,0,0,0,0,0,1,21.7,21.7,0.1%,FA,17,2019
11,Robert Woods,7,12,67,9.6,37,1,1,1,9,0,0,1,20.6,20.6,0.1%,HOU,17,2019
12,Jamison Crowder,8,10,66,8.3,21,1,1,0,0,0,0,1,20.6,20.6,0.1%,WAS,17,2019
13,DK Metcalf,6,12,81,13.5,24,1,1,0,0,0,0,1,20.1,20.1,99.1%,SEA,17,2019
14,Steven Sims Jr.,5,8,81,16.2,65,1,1,1,-6,0,0,1,18.5,18.5,0.0%,HOU,17,2019
15,Damiere Byrd,7,8,74,10.6,33,1,1,0,0,0,1,1,18.4,18.4,0.0%,FA,17,2019
16,Golden Tate,5,8,68,13.6,20,3,1,0,0,0,0,1,17.8,17.8,0.0%,FA,17,2019
17,Odell Beckham Jr.,3,6,81,27.0,36,3,1,0,0,0,0,1,17.1,17.1,4.8%,MIA,17,2019
18,Tyler Lockett,6,7,51,8.5,14,0,1,0,0,0,0,1,17.1,17.1,67.6%,SEA,17,2019
19,Allen Lazard,4,8,69,17.3,28,1,1,0,0,0,0,1,16.9,16.9,0.8%,NYJ,17,2019
20,Duke Williams,6,12,108,18.0,41,2,0,0,0,0,0,1,16.8,16.8,0.0%,FA,17,2019
21,Tre'Quan Smith,5,5,56,11.2,32,1,1,0,0,0,0,1,16.6,16.6,0.1%,DET,17,2019
22,Allen Robinson II,9,12,71,7.9,18,0,0,1,2,0,0,1,16.3,16.3,0.1%,DET,17,2019
23,Jarvis Landry,2,6,82,41.0,56,2,1,0,0,0,0,1,16.2,16.2,14.0%,FA,17,2019
24,Keelan Cole Sr.,3,4,67,22.3,45,1,1,0,0,0,0,1,15.7,15.7,0.0%,FA,17,2019
25,Brandon Zylstra,6,8,96,16.0,40,2,0,0,0,0,0,1,15.6,15.6,0.0%,FA,17,2019
26,Julio Jones,7,13,78,11.1,29,1,0,0,0,0,0,1,14.8,14.8,0.1%,FA,17,2019
27,Damion Ratley,2,3,64,32.0,46,1,1,0,0,0,0,1,14.4,14.4,0.0%,FA,17,2019
28,Russell Gage,7,13,68,9.7,13,0,0,0,0,0,0,1,13.8,13.8,0.0%,FA,17,2019
29,Amari Cooper,4,5,92,23.0,48,2,0,1,6,0,0,1,13.8,13.8,95.7%,CLE,17,2019
