Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mike Evans,11,12,198,18.0,46,3,2,0,0,0,0,1,42.8,42.8,99.7%,TB,8,2019
2,Cooper Kupp,7,10,220,31.4,65,6,1,0,0,0,0,1,35.0,35.0,98.6%,LAR,8,2019
3,Kenny Golladay,6,8,123,20.5,41,2,2,0,0,0,1,1,28.3,28.3,4.0%,FA,8,2019
4,Julian Edelman,8,11,78,9.8,23,1,2,1,-3,0,0,1,27.5,27.5,12.1%,FA,8,2019
5,Michael Thomas,11,11,112,10.2,28,1,1,1,-9,0,0,1,27.3,27.3,0.2%,FA,8,2019
6,Julio Jones,10,12,152,15.2,25,2,0,0,0,0,0,1,25.2,25.2,0.1%,FA,8,2019
7,DeAndre Hopkins,11,13,109,9.9,21,1,0,0,0,0,0,1,21.9,21.9,80.6%,TEN,8,2019
8,JuJu Smith-Schuster,5,9,103,20.6,34,2,1,0,0,0,0,1,21.3,21.3,1.7%,KC,8,2019
9,Chris Conley,4,7,103,25.8,70,1,1,0,0,0,0,1,20.3,20.3,0.0%,SF,8,2019
10,DJ Chark Jr.,6,12,79,13.2,29,1,1,1,0,0,0,1,19.9,19.9,3.6%,LAC,8,2019
11,Diontae Johnson,5,7,84,16.8,45,1,1,0,0,0,0,1,19.4,19.4,90.7%,CAR,8,2019
12,Stefon Diggs,7,7,143,20.4,39,4,0,0,0,0,1,1,19.3,19.3,98.6%,HOU,8,2019
13,Darius Slayton,2,5,50,25.0,28,2,2,0,0,0,0,1,19.0,19.0,2.5%,NYG,8,2019
14,Hunter Renfrow,4,4,88,22.0,65,1,1,0,0,0,0,1,18.8,18.8,0.1%,FA,8,2019
15,Tyrell Williams,3,6,91,30.3,46,3,1,0,0,0,0,1,18.1,18.1,0.0%,FA,8,2019
16,Christian Kirk,8,11,79,9.9,16,0,0,1,19,0,0,1,17.8,17.8,90.9%,JAC,8,2019
17,Danny Amendola,8,8,95,11.9,25,1,0,0,0,0,0,1,17.5,17.5,0.0%,FA,8,2019
18,Golden Tate,8,10,85,10.6,18,0,0,0,0,0,0,1,16.5,16.5,0.0%,FA,8,2019
19,DK Metcalf,3,5,13,4.3,7,0,2,0,0,0,0,1,16.3,16.3,99.1%,SEA,8,2019
20,Josh Reynolds,3,8,73,24.3,31,2,1,1,-1,0,0,1,16.2,16.2,1.2%,DEN,8,2019
21,Tyler Lockett,6,6,100,16.7,20,2,0,0,0,0,0,1,16.0,16.0,67.6%,SEA,8,2019
22,Alex Erickson,6,7,97,16.2,52,1,0,0,0,0,0,1,15.7,15.7,0.0%,FA,8,2019
23,Tyreek Hill,6,9,76,12.7,21,1,0,1,5,0,0,1,14.1,14.1,100.0%,MIA,8,2019
24,Deebo Samuel Sr.,3,3,19,6.3,9,0,0,2,29,1,0,1,13.8,13.8,99.5%,SF,8,2019
25,Mecole Hardman Jr.,2,2,55,27.5,30,2,1,0,0,0,0,1,13.5,13.5,0.2%,KC,8,2019
26,Cole Beasley,3,7,41,13.7,21,1,1,0,0,0,0,1,13.1,13.1,0.0%,FA,8,2019
27,Calvin Ridley,4,7,70,17.5,30,1,0,0,0,0,0,1,13.0,13.0,94.1%,TEN,8,2019
28,Russell Gage,7,9,58,8.3,17,0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,8,2019
29,Tyler Boyd,6,9,65,10.8,22,1,0,1,3,0,0,1,12.8,12.8,5.3%,TEN,8,2019
30,Emmanuel Sanders,4,5,25,6.3,13,0,1,0,0,0,0,1,12.5,12.5,0.0%,FA,8,2019
31,Keenan Allen,7,10,53,7.6,17,0,0,0,0,0,0,1,12.3,12.3,93.1%,CHI,8,2019
32,Marvin Hall,1,1,49,49.0,49,1,1,0,0,0,0,1,11.9,11.9,0.0%,FA,8,2019
33,DeVante Parker,6,8,59,9.8,15,0,0,0,0,0,0,1,11.9,11.9,0.1%,FA,8,2019
34,Auden Tate,5,13,65,13.0,27,1,0,0,0,0,0,1,11.5,11.5,0.0%,FA,8,2019
35,Jarvis Landry,5,10,65,13.0,21,1,0,0,0,0,0,1,11.5,11.5,14.0%,FA,8,2019
36,Demaryius Thomas,5,5,63,12.6,23,1,0,0,0,0,0,1,11.3,11.3,0.1%,FA,8,2019
37,Allen Robinson II,5,7,62,12.4,31,1,0,0,0,0,0,1,11.2,11.2,0.1%,DET,8,2019
38,Tajae Sharpe,3,3,18,6.0,7,0,1,0,0,0,0,1,10.8,10.8,0.0%,FA,8,2019
39,John Brown,5,8,54,10.8,19,0,0,0,0,0,0,1,10.4,10.4,0.0%,FA,8,2019
40,Alshon Jeffery,4,6,64,16.0,38,1,0,0,0,0,0,1,10.4,10.4,0.0%,FA,8,2019
41,Chris Godwin,4,8,43,10.8,12,0,0,0,0,0,0,1,10.3,10.3,92.8%,TB,8,2019
42,Courtland Sutton,3,5,72,24.0,33,2,0,0,0,0,0,1,10.2,10.2,84.8%,DEN,8,2019
43,Odell Beckham Jr.,5,7,52,10.4,31,1,0,0,0,0,0,1,10.2,10.2,4.8%,MIA,8,2019
44,Mike Williams,3,6,69,23.0,43,1,0,0,0,0,0,1,9.9,9.9,57.9%,NYJ,8,2019
45,Anthony Miller,3,3,67,22.3,35,2,0,0,0,0,0,1,9.7,9.7,0.0%,BAL,8,2019
46,Sammy Watkins,5,8,45,9.0,25,1,0,0,0,0,0,1,9.5,9.5,0.0%,FA,8,2019
47,Taylor Gabriel,4,6,53,13.3,22,1,0,0,0,0,0,1,9.3,9.3,0.1%,FA,8,2019
48,Keelan Cole Sr.,2,2,12,6.0,6,0,1,0,0,0,0,1,9.2,9.2,0.0%,FA,8,2019
49,Allen Lazard,5,5,42,8.4,14,0,0,0,0,0,0,1,9.2,9.2,0.8%,NYJ,8,2019
50,A.J. Brown,2,3,11,5.5,8,0,1,0,0,0,0,1,9.1,9.1,100.0%,PHI,8,2019
51,DJ Moore,5,9,38,7.6,10,0,0,0,0,0,0,1,8.8,8.8,98.5%,CHI,8,2019
52,Curtis Samuel,4,11,46,11.5,20,1,0,0,0,0,0,1,8.6,8.6,55.7%,BUF,8,2019
53,Robbie Chosen,4,6,43,10.8,13,0,0,0,0,0,0,1,8.3,8.3,0.0%,MIA,8,2019
54,Preston Williams,4,7,42,10.5,14,0,0,0,0,0,0,1,8.2,8.2,0.0%,FA,8,2019
55,Allen Hurns,1,1,12,12.0,12,0,1,0,0,0,0,1,8.2,8.2,0.0%,FA,8,2019
56,Terry McLaurin,4,6,39,9.8,17,0,0,0,0,0,0,1,7.9,7.9,93.6%,WAS,8,2019
57,Albert Wilson,1,2,5,5.0,5,0,1,0,0,0,0,1,7.5,7.5,0.0%,FA,8,2019
58,T.Y. Hilton,2,6,54,27.0,35,1,0,0,0,0,0,1,7.4,7.4,3.0%,FA,8,2019
59,Phillip Dorsett II,3,6,43,14.3,33,1,0,0,0,0,0,1,7.3,7.3,0.0%,FA,8,2019
60,Jake Kumerow,2,4,48,24.0,34,1,0,0,0,0,0,1,6.8,6.8,0.0%,FA,8,2019
61,Paul Richardson Jr.,3,4,34,11.3,18,0,0,0,0,0,0,1,6.4,6.4,0.0%,FA,8,2019
62,Ted Ginn Jr.,2,3,42,21.0,28,1,0,0,0,0,0,1,6.2,6.2,0.0%,FA,8,2019
63,Robert Woods,2,2,36,18.0,31,1,0,4,6,0,0,1,6.2,6.2,0.1%,HOU,8,2019
64,Marvin Jones Jr.,4,5,22,5.5,6,0,0,0,0,0,0,1,6.2,6.2,0.0%,FA,8,2019
65,DeAndre Carter,1,3,46,46.0,46,1,0,0,0,0,0,1,5.6,5.6,0.0%,CHI,8,2019
66,Adam Humphries,3,6,24,8.0,13,0,0,0,0,0,0,1,5.4,5.4,0.0%,FA,8,2019
67,Jamison Crowder,3,5,24,8.0,16,0,0,0,0,0,0,1,5.4,5.4,0.1%,WAS,8,2019
68,Nelson Agholor,4,4,7,1.8,7,0,0,2,7,0,0,1,5.4,5.4,0.6%,BAL,8,2019
69,Kenny Stills,3,5,22,7.3,13,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,8,2019
70,Jakeem Grant Sr.,2,3,32,16.0,17,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,8,2019
71,Cody Latimer,2,3,28,14.0,18,0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,8,2019
72,Zay Jones,2,2,27,13.5,15,0,0,0,0,0,0,1,4.7,4.7,1.3%,ARI,8,2019
73,Bisi Johnson,2,2,27,13.5,16,0,0,0,0,0,0,1,4.7,4.7,0.0%,FA,8,2019
74,Mohamed Sanu Sr.,2,5,23,11.5,19,0,0,0,0,0,0,1,4.3,4.3,0.0%,FA,8,2019
75,Diontae Spencer,2,2,18,9.0,20,1,0,1,5,0,0,1,4.3,4.3,0.0%,FA,8,2019
76,Vyncint Smith,2,4,10,5.0,6,0,0,1,13,0,0,1,4.3,4.3,0.0%,FA,8,2019
77,Justin Hardy,2,4,23,11.5,15,0,0,0,0,0,0,1,4.3,4.3,0.0%,FA,8,2019
78,Bennie Fowler III,2,2,21,10.5,12,0,0,0,0,0,0,1,4.1,4.1,0.0%,FA,8,2019
79,Damiere Byrd,2,5,18,9.0,9,0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,8,2019
80,Deonte Harty,2,2,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.1%,BAL,8,2019
81,David Moore,1,4,23,23.0,23,1,0,1,2,0,0,1,3.5,3.5,0.1%,CAR,8,2019
82,Jarius Wright,2,4,12,6.0,10,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,8,2019
83,Antonio Callaway,2,3,11,5.5,8,0,0,0,0,0,0,1,3.1,3.1,0.0%,FA,8,2019
84,James Washington,1,6,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,FA,8,2019
85,Malik Turner,1,1,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,SF,8,2019
86,Corey Davis,2,6,9,4.5,8,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,8,2019
87,Larry Fitzgerald,2,4,8,4.0,6,0,0,0,0,0,0,1,2.8,2.8,0.2%,FA,8,2019
88,Demarcus Robinson,2,2,6,3.0,4,0,0,0,0,0,0,1,2.6,2.6,9.6%,LAR,8,2019
89,Fred Brown,1,2,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,8,2019
