Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chris Godwin,7,8,184,26.3,71,5,2,0,0,0,0,1,37.4,37.4,92.8%,TB,12,2019
2,Jarvis Landry,10,13,148,14.8,37,2,2,0,0,0,0,1,36.8,36.8,14.0%,FA,12,2019
3,DJ Moore,6,9,126,21.0,52,2,2,1,8,0,0,1,31.4,31.4,98.5%,CHI,12,2019
4,DeAndre Hopkins,6,8,94,15.7,35,2,2,0,0,0,0,1,27.4,27.4,80.6%,TEN,12,2019
5,Michael Thomas,10,11,101,10.1,24,1,1,0,0,0,0,1,26.1,26.1,0.2%,FA,12,2019
6,Allen Robinson II,6,10,131,21.8,49,3,1,0,0,0,0,1,25.1,25.1,0.1%,DET,12,2019
7,A.J. Brown,4,5,135,33.8,65,2,1,0,0,0,0,1,23.5,23.5,100.0%,PHI,12,2019
8,Calvin Ridley,6,14,85,14.2,21,1,1,1,15,0,0,1,22.0,22.0,94.1%,TEN,12,2019
9,Marquise Brown,5,7,42,8.4,18,0,2,0,0,0,0,1,21.2,21.2,76.0%,KC,12,2019
10,William Fuller V,7,11,140,20.0,51,2,0,0,0,0,0,1,21.0,21.0,0.0%,FA,12,2019
11,Odell Beckham Jr.,6,8,84,14.0,35,1,1,0,0,0,0,1,20.4,20.4,4.8%,MIA,12,2019
12,Cole Beasley,6,9,76,12.7,30,1,1,0,0,0,0,1,19.6,19.6,0.0%,FA,12,2019
13,Davante Adams,7,12,43,6.1,14,0,1,0,0,0,0,1,19.3,19.3,99.8%,LV,12,2019
14,Tyler Boyd,5,9,101,20.2,47,2,1,0,0,0,1,1,19.1,19.1,5.3%,TEN,12,2019
15,James Washington,3,7,98,32.7,79,1,1,0,0,0,0,1,18.8,18.8,0.0%,FA,12,2019
16,Robbie Chosen,4,5,86,21.5,31,3,1,0,0,0,0,1,18.6,18.6,0.0%,MIA,12,2019
17,Julian Edelman,8,12,93,11.6,23,3,0,0,0,0,0,1,17.3,17.3,12.1%,FA,12,2019
18,Robert Woods,6,9,97,16.2,38,2,0,0,0,0,0,1,15.7,15.7,0.1%,HOU,12,2019
19,Russell Gage,8,10,76,9.5,19,0,0,0,0,0,0,1,15.6,15.6,0.0%,FA,12,2019
20,Willie Snead IV,2,3,14,7.0,7,0,2,0,0,0,0,1,15.4,15.4,0.0%,FA,12,2019
21,DeVante Parker,6,11,91,15.2,22,2,0,0,0,0,0,1,15.1,15.1,0.1%,FA,12,2019
22,Dede Westbrook,8,9,69,8.6,22,2,0,0,0,0,0,1,14.9,14.9,0.0%,FA,12,2019
23,Allen Hurns,4,7,42,10.5,19,0,1,0,0,0,0,1,14.2,14.2,0.0%,FA,12,2019
24,Anthony Miller,6,9,77,12.8,22,1,0,0,0,0,0,1,13.7,13.7,0.0%,BAL,12,2019
25,Deebo Samuel Sr.,2,2,50,25.0,42,1,1,0,0,0,0,1,13.0,13.0,99.5%,SF,12,2019
26,Randall Cobb,4,7,86,21.5,59,1,0,0,0,0,0,1,12.6,12.6,0.0%,FA,12,2019
27,Golden Tate,3,7,33,11.0,23,1,1,0,0,0,0,1,12.3,12.3,0.0%,FA,12,2019
28,Terry McLaurin,5,12,72,14.4,26,1,0,0,0,0,0,1,12.2,12.2,93.6%,WAS,12,2019
29,John Brown,2,4,39,19.5,34,1,1,0,0,0,0,1,11.9,11.9,0.0%,FA,12,2019
30,Julio Jones,5,10,68,13.6,31,1,0,0,0,0,0,1,11.8,11.8,0.1%,FA,12,2019
31,Jakobi Meyers,4,9,74,18.5,32,2,0,0,0,0,0,1,11.4,11.4,61.4%,LV,12,2019
32,DJ Chark Jr.,5,6,38,7.6,12,0,0,0,0,0,0,1,10.8,10.8,3.6%,LAC,12,2019
33,Darius Slayton,4,7,67,16.8,19,0,0,0,0,0,0,1,10.7,10.7,2.5%,NYG,12,2019
34,Malik Turner,1,2,33,33.0,33,1,1,0,0,0,0,1,10.3,10.3,0.0%,SF,12,2019
35,Kenny Golladay,4,4,61,15.3,34,1,0,0,0,0,0,1,10.1,10.1,4.0%,FA,12,2019
36,Greg Ward,6,7,40,6.7,9,0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,12,2019
37,Albert Wilson,6,7,33,5.5,16,0,0,1,4,0,0,1,9.7,9.7,0.0%,FA,12,2019
38,Marvin Jones Jr.,5,11,46,9.2,14,0,0,0,0,0,0,1,9.6,9.6,0.0%,FA,12,2019
39,Michael Gallup,4,6,55,13.8,22,1,0,0,0,0,0,1,9.5,9.5,0.1%,FA,12,2019
40,Cooper Kupp,6,10,35,5.8,9,0,0,0,0,0,0,1,9.5,9.5,98.6%,LAR,12,2019
41,Mike Evans,4,8,50,12.5,17,0,0,0,0,0,0,1,9.0,9.0,99.7%,TB,12,2019
42,Chris Conley,4,9,49,12.3,16,0,0,0,0,0,0,1,8.9,8.9,0.0%,SF,12,2019
43,Sterling Shepard,5,9,15,3.0,6,0,0,1,22,0,0,1,8.7,8.7,0.0%,TB,12,2019
