Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Lockett,13,18,152,11.7,30,1,2,0,0,0,0,1,40.2,40.2,67.6%,SEA,9,2019
2,Mike Evans,12,16,180,15.0,25,3,1,0,0,0,0,1,36.0,36.0,99.7%,TB,9,2019
3,DK Metcalf,6,9,123,20.5,53,2,1,1,7,0,0,1,27.0,27.0,99.1%,SEA,9,2019
4,Marvin Jones Jr.,8,10,126,15.8,47,2,1,0,0,0,0,1,26.6,26.6,0.0%,FA,9,2019
5,Tyreek Hill,6,9,140,23.3,41,3,1,1,5,0,0,1,26.5,26.5,100.0%,MIA,9,2019
6,Emmanuel Sanders,7,9,112,16.0,32,3,1,0,0,0,0,1,24.2,24.2,0.0%,FA,9,2019
7,Preston Williams,5,9,72,14.4,26,1,2,0,0,0,0,1,24.2,24.2,0.0%,FA,9,2019
8,Mohamed Sanu Sr.,10,14,81,8.1,15,0,1,0,0,0,0,1,24.1,24.1,0.0%,FA,9,2019
9,Kenny Golladay,4,7,132,33.0,59,4,1,0,0,0,0,1,23.2,23.2,4.0%,FA,9,2019
10,Jamison Crowder,8,9,83,10.4,20,1,1,0,0,0,0,1,22.3,22.3,0.1%,WAS,9,2019
11,DeAndre Hopkins,8,11,48,6.0,21,1,1,1,6,0,0,1,19.4,19.4,80.6%,TEN,9,2019
12,Zach Pascal,5,6,76,15.2,19,0,1,0,0,0,0,1,18.6,18.6,0.0%,ARI,9,2019
13,Amari Cooper,4,7,80,20.0,45,2,1,0,0,0,0,1,18.0,18.0,95.7%,CLE,9,2019
14,Hunter Renfrow,6,7,54,9.0,17,0,1,0,0,0,0,1,17.4,17.4,0.1%,FA,9,2019
15,Courtland Sutton,5,8,56,11.2,21,1,1,1,7,0,0,1,17.3,17.3,84.8%,DEN,9,2019
16,DJ Moore,7,10,101,14.4,32,1,0,0,0,0,0,1,17.1,17.1,98.5%,CHI,9,2019
17,Jarvis Landry,6,13,51,8.5,19,0,1,0,0,0,0,1,17.1,17.1,14.0%,FA,9,2019
18,Julian Edelman,10,11,89,8.9,25,1,0,0,0,0,1,1,16.9,16.9,12.1%,FA,9,2019
19,Curtis Samuel,3,6,64,21.3,32,2,1,1,10,0,0,1,16.4,16.4,55.7%,BUF,9,2019
20,Andy Isabella,1,1,88,88.0,88,1,1,0,0,0,0,1,15.8,15.8,0.0%,FA,9,2019
21,DeVante Parker,4,6,57,14.3,17,0,1,0,0,0,0,1,15.7,15.7,0.1%,FA,9,2019
22,Mike Williams,3,3,111,37.0,56,2,0,1,2,0,0,1,14.3,14.3,57.9%,NYJ,9,2019
23,Breshad Perriman,4,8,42,10.5,18,0,1,0,0,0,0,1,14.2,14.2,0.0%,FA,9,2019
24,Chris Godwin,7,9,61,8.7,18,0,0,1,8,0,0,1,13.9,13.9,92.8%,TB,9,2019
25,Sammy Watkins,7,10,63,9.0,17,0,0,0,0,0,0,1,13.3,13.3,0.0%,FA,9,2019
26,Odell Beckham Jr.,5,6,87,17.4,39,2,0,1,-5,0,0,1,13.2,13.2,4.8%,MIA,9,2019
27,Keelan Cole Sr.,5,6,80,16.0,31,1,0,0,0,0,0,1,13.0,13.0,0.0%,FA,9,2019
