Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Sammy Watkins,9,11,198,22.0,68,4,3,0,0,0,0,1,46.8,46.8,0.0%,FA,1,2019
2,DeSean Jackson,8,9,154,19.3,53,2,2,0,0,0,0,1,35.4,35.4,0.6%,FA,1,2019
3,John Ross,7,12,158,22.6,55,4,2,0,0,0,0,1,34.8,34.8,0.0%,FA,1,2019
4,DeAndre Hopkins,8,13,111,13.9,38,2,2,0,0,0,0,1,31.1,31.1,80.6%,TEN,1,2019
5,Marquise Brown,4,5,147,36.8,83,2,2,0,0,0,0,1,30.7,30.7,76.0%,KC,1,2019
6,T.Y. Hilton,8,9,87,10.9,19,0,2,0,0,0,0,1,28.7,28.7,3.0%,FA,1,2019
7,Keenan Allen,8,10,123,15.4,28,4,1,0,0,0,0,1,26.3,26.3,93.1%,CHI,1,2019
8,Phillip Dorsett II,4,4,95,23.8,58,2,2,0,0,0,0,1,25.5,25.5,0.0%,FA,1,2019
9,Larry Fitzgerald,8,13,113,14.1,45,2,1,0,0,0,0,1,25.3,25.3,0.2%,FA,1,2019
10,John Brown,7,10,123,17.6,38,2,1,0,0,0,0,1,25.3,25.3,0.0%,FA,1,2019
11,DJ Chark Jr.,4,4,146,36.5,69,3,1,0,0,0,0,1,24.6,24.6,3.6%,LAC,1,2019
12,Jamison Crowder,14,17,99,7.1,19,0,0,1,4,0,0,1,24.3,24.3,0.1%,WAS,1,2019
13,Terry McLaurin,5,7,125,25.0,69,2,1,0,0,0,0,1,23.5,23.5,93.6%,WAS,1,2019
14,Danny Amendola,7,13,104,14.9,47,1,1,0,0,0,0,1,23.4,23.4,0.0%,FA,1,2019
15,Michael Gallup,7,7,158,22.6,62,3,0,0,0,0,0,1,22.8,22.8,0.1%,FA,1,2019
16,Amari Cooper,6,9,106,17.7,45,2,1,0,0,0,0,1,22.6,22.6,95.7%,CLE,1,2019
17,Tyrell Williams,6,7,105,17.5,43,2,1,0,0,0,0,1,22.5,22.5,0.0%,FA,1,2019
18,Michael Thomas,10,13,123,12.3,24,1,0,0,0,0,0,1,22.3,22.3,0.2%,FA,1,2019
19,Alshon Jeffery,5,7,49,9.8,16,0,1,1,2,1,0,1,22.1,22.1,0.0%,FA,1,2019
20,Chris Conley,6,7,97,16.2,21,3,1,0,0,0,0,1,21.7,21.7,0.0%,SF,1,2019
21,Emmanuel Sanders,5,7,86,17.2,53,2,1,0,0,0,0,1,19.6,19.6,0.0%,FA,1,2019
22,Courtland Sutton,7,8,120,17.1,30,3,0,0,0,0,0,1,19.0,19.0,84.8%,DEN,1,2019
23,Allen Robinson II,7,13,102,14.6,27,3,0,0,0,0,0,1,17.2,17.2,0.1%,DET,1,2019
24,Ted Ginn Jr.,7,7,101,14.4,41,1,0,0,0,0,0,1,17.1,17.1,0.0%,FA,1,2019
25,Randall Cobb,4,5,69,17.3,25,1,1,0,0,0,0,1,16.9,16.9,0.0%,FA,1,2019
26,Robert Woods,8,13,70,8.8,22,1,0,2,16,0,0,1,16.6,16.6,0.1%,HOU,1,2019
27,Calvin Ridley,4,6,64,16.0,20,2,1,0,0,0,0,1,16.4,16.4,94.1%,TEN,1,2019
28,Julian Edelman,6,11,83,13.8,24,1,0,1,8,0,0,1,16.4,16.4,12.1%,FA,1,2019
29,Josh Gordon,3,4,73,24.3,44,2,1,0,0,0,0,1,16.3,16.3,0.0%,FA,1,2019
