Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Sam Ficken,3,3,100.0,54,0,0,1,1,1,1,1,1,13.0,13.0,0.0%,FA,16,2019
2,Nick Folk,3,3,100.0,51,0,1,1,0,1,1,1,1,12.0,12.0,2.5%,TEN,16,2019
3,Ka'imi Fairbairn,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,89.8%,HOU,16,2019
4,Kai Forbath,3,3,100.0,49,0,0,1,2,0,0,0,1,11.0,11.0,3.0%,LAR,16,2019
5,Matt Gay,2,3,66.7,50,0,0,0,1,1,2,2,1,11.0,11.0,30.7%,IND,16,2019
6,Zane Gonzalez,2,3,66.7,46,0,1,0,1,0,3,3,1,10.0,10.0,0.1%,FA,16,2019
7,Harrison Butker,2,2,100.0,56,0,0,1,0,1,2,3,1,10.0,10.0,98.8%,KC,16,2019
8,Robbie Gould,2,2,100.0,33,0,1,1,0,0,4,4,1,10.0,10.0,0.1%,FA,16,2019
9,Mason Crosby,3,3,100.0,42,1,0,1,1,0,0,1,1,10.0,10.0,0.1%,FA,16,2019
10,Wil Lutz,1,1,100.0,47,0,0,0,1,0,5,5,1,9.0,9.0,1.5%,DEN,16,2019
11,Randy Bullock,2,2,100.0,57,0,1,0,0,1,1,1,1,9.0,9.0,0.0%,FA,16,2019
12,Greg Zuerlein,1,2,50.0,52,0,0,0,0,1,4,4,1,9.0,9.0,52.1%,NYJ,16,2019
13,Jason Myers,2,2,100.0,51,0,0,1,0,1,1,1,1,9.0,9.0,8.8%,SEA,16,2019
14,Brandon McManus,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,0.1%,FA,16,2019
15,Chase McLaughlin,1,1,100.0,35,0,0,1,0,0,5,5,1,8.0,8.0,3.7%,TB,16,2019
16,Joey Slye,2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,8.0,0.2%,NE,16,2019
17,Jason Sanders,1,2,50.0,37,0,0,1,0,0,5,5,1,8.0,8.0,49.7%,MIA,16,2019
18,Josh Lambo,2,2,100.0,40,0,1,0,1,0,0,0,1,7.0,7.0,0.1%,FA,16,2019
19,Justin Tucker,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,99.8%,BAL,16,2019
20,Daniel Carlson,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,9.8%,LV,16,2019
21,Younghoe Koo,1,2,50.0,23,0,1,0,0,0,3,3,1,6.0,6.0,79.8%,ATL,16,2019
22,Chris Boswell,1,1,100.0,49,0,0,0,1,0,1,1,1,5.0,5.0,4.4%,PIT,16,2019
23,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,20.7%,CLE,16,2019
24,Michael Badgley,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,DET,16,2019
25,Jake Elliott,1,3,33.3,36,0,0,1,0,0,2,2,1,5.0,5.0,95.3%,PHI,16,2019
26,Stephen Hauschka,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,16,2019
27,Matt Prater,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,3.7%,ARI,16,2019
28,Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,FA,16,2019
29,Dan Bailey,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,FA,16,2019
30,Austin Seibert,1,1,100.0,47,0,0,0,1,0,0,1,1,4.0,4.0,0.1%,FA,16,2019
31,Greg Joseph,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,FA,16,2019
32,Eddy Pineiro,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,2.8%,CAR,16,2019
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,16,2019
34,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,16,2019
