Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dan Bailey,4,4,100.0,48,0,0,2,2,0,2,2,1,16.0,16.0,0.0%,FA,5,2019
2,Justin Tucker,4,4,100.0,48,0,2,0,2,0,2,2,1,16.0,16.0,99.8%,BAL,5,2019
3,Zane Gonzalez,4,5,80.0,31,0,3,1,0,0,2,2,1,14.0,14.0,0.1%,FA,5,2019
4,Adam Vinatieri,4,4,100.0,32,0,1,3,0,0,1,1,1,13.0,13.0,0.2%,FA,5,2019
5,Ka'imi Fairbairn,2,2,100.0,50,0,1,0,0,1,5,7,1,13.0,13.0,89.8%,HOU,5,2019
6,Chris Boswell,3,3,100.0,41,0,1,1,1,0,2,2,1,12.0,12.0,4.4%,PIT,5,2019
7,Randy Bullock,3,3,100.0,48,0,2,0,1,0,2,2,1,12.0,12.0,0.0%,FA,5,2019
8,Greg Zuerlein,3,4,75.0,47,0,0,2,1,0,2,2,1,12.0,12.0,52.1%,NYJ,5,2019
9,Brandon McManus,2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,10.0,0.1%,FA,5,2019
10,Mason Crosby,2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,0.1%,FA,5,2019
11,Mike Nugent,2,2,100.0,37,0,1,1,0,0,3,4,1,9.0,9.0,1.0%,FA,5,2019
12,Josh Lambo,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,FA,5,2019
13,Robbie Gould,1,4,25.0,44,0,0,0,1,0,4,4,1,8.0,8.0,0.1%,FA,5,2019
14,Chase McLaughlin,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,3.7%,TB,5,2019
15,Matt Gay,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,30.7%,IND,5,2019
16,Jason Myers,1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,7.0,8.8%,SEA,5,2019
17,Jake Elliott,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,95.3%,PHI,5,2019
18,Wil Lutz,1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,1.5%,DEN,5,2019
19,Harrison Butker,2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,98.8%,KC,5,2019
20,Daniel Carlson,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,9.8%,LV,5,2019
21,Matt Bryant,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,1.1%,FA,5,2019
22,Brett Maher,1,3,33.3,36,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,5,2019
23,Joey Slye,0,2,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.2%,NE,5,2019
24,Aldrick Rosas,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,5,2019
25,Austin Seibert,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,5,2019
26,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.8%,CAR,5,2019
27,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,5,2019
28,Cairo Santos,0,4,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,28.4%,CHI,5,2019
29,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,20.7%,CLE,5,2019
30,Sam Ficken,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2019
31,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,5,2019
32,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,5,2019
