Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joey Slye,4,4,100.0,54,0,0,2,0,2,0,0,1,16.0,16.0,0.2%,NE,2,2019
2,Eddy Pineiro,3,3,100.0,53,0,0,0,1,2,1,1,1,15.0,15.0,2.8%,CAR,2,2019
3,Austin Seibert,3,3,100.0,48,0,1,0,2,0,2,2,1,13.0,13.0,0.1%,FA,2,2019
4,Justin Tucker,3,3,100.0,51,0,1,1,0,1,2,2,1,13.0,13.0,99.8%,BAL,2,2019
5,Wil Lutz,3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,1.5%,DEN,2,2019
6,Robbie Gould,2,3,66.7,38,0,0,2,0,0,5,5,1,11.0,11.0,0.1%,FA,2,2019
7,Matt Gay,2,3,66.7,40,0,0,1,1,0,2,2,1,9.0,9.0,30.7%,IND,2,2019
8,Zane Gonzalez,3,3,100.0,22,0,3,0,0,0,0,0,1,9.0,9.0,0.1%,FA,2,2019
9,Greg Zuerlein,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,52.1%,NYJ,2,2019
10,Chris Boswell,2,2,100.0,41,0,0,1,1,0,2,2,1,9.0,9.0,4.4%,PIT,2,2019
11,Matt Bryant,1,2,50.0,50,0,0,0,0,1,3,3,1,8.0,8.0,1.1%,FA,2,2019
12,Brandon McManus,2,2,100.0,43,0,0,0,2,0,0,0,1,8.0,8.0,0.1%,FA,2,2019
13,Stephen Gostkowski,1,2,50.0,28,0,1,0,0,0,4,6,1,7.0,7.0,0.1%,FA,2,2019
14,Brett Maher,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,0.0%,FA,2,2019
15,Ka'imi Fairbairn,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,89.8%,HOU,2,2019
16,Josh Lambo,2,2,100.0,40,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,2,2019
17,Jake Elliott,2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,95.3%,PHI,2,2019
18,Cairo Santos,1,2,50.0,49,0,0,0,1,0,2,2,1,6.0,6.0,28.4%,CHI,2,2019
19,Randy Bullock,1,2,50.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,2,2019
20,Ty Long,1,3,33.3,39,0,0,1,0,0,1,1,1,4.0,4.0,0.7%,FA,2,2019
21,Sam Ficken,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,0.0%,FA,2,2019
22,Dan Bailey,1,2,50.0,31,0,0,1,0,0,1,2,1,4.0,4.0,0.0%,FA,2,2019
23,Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,2,2019
24,Harrison Butker,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,98.8%,KC,2,2019
25,Daniel Carlson,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,9.8%,LV,2,2019
26,Jason Myers,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,8.8%,SEA,2,2019
27,Mason Crosby,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,2,2019
28,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,20.7%,CLE,2,2019
29,Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,2,2019
30,Matt Prater,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,3.7%,ARI,2,2019
31,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,1,3,1,1.0,1.0,0.2%,FA,2,2019
32,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,49.7%,MIA,2,2019
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,2,2019
