Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Prater,5,5,100.0,54,0,2,0,1,2,1,1,1,21.0,21.0,3.7%,ARI,6,2019
2,Brett Maher,3,4,75.0,62,0,0,1,0,2,1,1,1,14.0,14.0,0.0%,FA,6,2019
3,Brandon McManus,3,3,100.0,53,0,0,1,1,1,1,1,1,13.0,13.0,0.1%,FA,6,2019
4,Justin Tucker,3,3,100.0,49,0,1,0,2,0,2,2,1,13.0,13.0,99.8%,BAL,6,2019
5,Mason Crosby,3,3,100.0,48,0,1,1,1,0,2,2,1,12.0,12.0,0.1%,FA,6,2019
6,Matt Bryant,2,2,100.0,44,0,1,0,1,0,3,4,1,10.0,10.0,1.1%,FA,6,2019
7,Zane Gonzalez,2,2,100.0,39,0,1,1,0,0,4,4,1,10.0,10.0,0.1%,FA,6,2019
8,Jake Elliott,2,2,100.0,53,0,0,0,1,1,2,2,1,10.0,10.0,95.3%,PHI,6,2019
9,Wil Lutz,2,2,100.0,47,0,1,0,1,0,1,1,1,8.0,8.0,1.5%,DEN,6,2019
10,Jason Myers,2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,8.0,8.8%,SEA,6,2019
11,Robbie Gould,2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,6,2019
12,Dan Bailey,1,1,100.0,39,0,0,1,0,0,5,5,1,8.0,8.0,0.0%,FA,6,2019
13,Harrison Butker,1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,7.0,98.8%,KC,6,2019
14,Sam Ficken,1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,6,2019
15,Ka'imi Fairbairn,1,2,50.0,44,0,0,0,1,0,2,3,1,6.0,6.0,89.8%,HOU,6,2019
16,Matt Gay,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,30.7%,IND,6,2019
17,Chris Boswell,1,1,100.0,20,0,1,0,0,0,3,3,1,6.0,6.0,4.4%,PIT,6,2019
18,Josh Lambo,2,2,100.0,32,0,1,1,0,0,0,0,1,6.0,6.0,0.1%,FA,6,2019
19,Dustin Hopkins,1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,20.7%,CLE,6,2019
20,Randy Bullock,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,0.0%,FA,6,2019
21,Mike Nugent,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,1.0%,FA,6,2019
22,Chase McLaughlin,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,3.7%,TB,6,2019
23,Jason Sanders,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,49.7%,MIA,6,2019
24,Joey Slye,3,5,60.0,49,0,0,0,0,0,4,4,1,4.0,4.0,0.2%,NE,6,2019
25,Austin Seibert,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,FA,6,2019
26,Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,6,2019
27,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,52.1%,NYJ,6,2019
28,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,6,2019
29,Cody Parkey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,6,2019
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,6,2019
31,Kasey Redfern,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2019
