Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dustin Hopkins,4,4,100.0,42,0,1,2,1,0,1,1,1,14.0,14.0,20.7%,CLE,12,2019
2,Chase McLaughlin,3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,14.0,3.7%,TB,12,2019
3,Austin Seibert,2,3,66.7,40,0,1,0,1,0,5,5,1,12.0,12.0,0.1%,FA,12,2019
4,Wil Lutz,2,2,100.0,41,0,0,1,1,0,4,4,1,11.0,11.0,1.5%,DEN,12,2019
5,Chris Boswell,3,3,100.0,47,0,2,0,1,0,1,1,1,11.0,11.0,4.4%,PIT,12,2019
6,Younghoe Koo,3,3,100.0,40,0,1,1,1,0,1,1,1,11.0,11.0,79.8%,ATL,12,2019
7,Matt Prater,3,4,75.0,49,0,2,0,1,0,1,1,1,11.0,11.0,3.7%,ARI,12,2019
8,Joey Slye,2,3,66.7,52,0,0,0,1,1,1,3,1,10.0,10.0,0.2%,NE,12,2019
9,Brett Maher,3,4,75.0,46,0,2,0,1,0,0,0,1,10.0,10.0,0.0%,FA,12,2019
10,Sam Ficken,2,3,66.7,35,0,1,1,0,0,4,4,1,10.0,10.0,0.0%,FA,12,2019
11,Justin Tucker,1,1,100.0,34,0,0,1,0,0,6,6,1,9.0,9.0,99.8%,BAL,12,2019
12,Nick Folk,2,4,50.0,44,0,0,0,2,0,1,1,1,9.0,9.0,2.5%,TEN,12,2019
13,Josh Lambo,2,2,100.0,50,0,0,0,1,1,0,0,1,9.0,9.0,0.1%,FA,12,2019
14,Stephen Hauschka,2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,FA,12,2019
15,Ka'imi Fairbairn,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,89.8%,HOU,12,2019
16,Eddy Pineiro,2,2,100.0,26,0,2,0,0,0,1,2,1,7.0,7.0,2.8%,CAR,12,2019
17,Greg Zuerlein,2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,52.1%,NYJ,12,2019
18,Jason Sanders,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,49.7%,MIA,12,2019
19,Ryan Succop,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.0%,FA,12,2019
20,Jason Myers,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,8.8%,SEA,12,2019
21,Matt Gay,1,1,100.0,32,0,0,1,0,0,2,5,1,5.0,5.0,30.7%,IND,12,2019
22,Adam Vinatieri,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.2%,FA,12,2019
23,Brandon McManus,1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,4.0,0.1%,FA,12,2019
24,Daniel Carlson,1,2,50.0,48,0,0,0,1,0,0,0,1,4.0,4.0,9.8%,LV,12,2019
25,Randy Bullock,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,FA,12,2019
26,Jake Elliott,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,95.3%,PHI,12,2019
27,Aldrick Rosas,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,12,2019
28,Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,12,2019
29,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,12,2019
