Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Javonte Williams,23,102,4.4,14,0,0,6,9,76,12.7,1,0,1,29.8,29.8,90.5%,DEN,13,2021
2,David Montgomery,21,90,4.3,24,1,1,8,9,51,6.4,0,0,1,28.1,28.1,95.7%,DET,13,2021
3,Jonathan Taylor,32,143,4.5,16,0,2,0,0,0,0.0,0,1,1,24.3,24.3,99.9%,IND,13,2021
4,Josh Jacobs,13,52,4.0,15,0,1,9,9,38,4.2,0,0,1,24.0,24.0,99.4%,GB,13,2021
5,Leonard Fournette,13,44,3.4,9,0,0,7,8,48,6.9,1,0,1,22.2,22.2,2.1%,FA,13,2021
6,Antonio Gibson,23,88,3.8,22,1,0,5,6,23,4.6,1,0,1,22.1,22.1,34.1%,NE,13,2021
7,Sony Michel,24,121,5.0,25,1,1,3,4,8,2.7,0,0,1,21.9,21.9,0.0%,FA,13,2021
8,Alexander Mattison,22,90,4.1,11,0,1,3,3,34,11.3,0,0,1,21.4,21.4,7.9%,LV,13,2021
9,Devonta Freeman,14,52,3.7,18,0,1,5,8,45,9.0,0,0,1,20.7,20.7,0.0%,FA,13,2021
10,Kenneth Gainwell,12,54,4.5,18,0,1,5,5,33,6.6,0,0,1,19.7,19.7,3.0%,PHI,13,2021
11,James Conner,20,75,3.8,21,1,0,2,2,36,18.0,1,0,1,19.1,19.1,94.4%,ARI,13,2021
12,Travis Homer,3,80,26.7,73,1,1,4,5,10,2.5,0,0,1,19.0,19.0,0.0%,CHI,13,2021
13,Elijah Mitchell,22,66,3.0,9,0,1,3,3,18,6.0,0,0,1,17.4,17.4,5.6%,SF,13,2021
14,Austin Ekeler,14,59,4.2,15,0,1,5,5,45,9.0,0,2,1,17.4,17.4,87.4%,WAS,13,2021
15,Miles Sanders,24,120,5.0,34,1,0,3,3,22,7.3,0,0,1,17.2,17.2,8.5%,CAR,13,2021
16,Damien Harris,10,111,11.1,64,2,1,0,0,0,0.0,0,0,1,17.1,17.1,9.0%,FA,13,2021
