Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalvin Cook,27,205,7.6,30,3,2,1,3,17,17.0,0,0,1,35.2,35.2,12.7%,DAL,14,2021
2,James Conner,13,31,2.4,13,0,2,9,9,94,10.4,0,0,1,33.5,33.5,94.4%,ARI,14,2021
3,Rashaad Penny,16,137,8.6,47,2,2,1,1,1,1.0,0,0,1,26.8,26.8,0.0%,FA,14,2021
4,Najee Harris,20,94,4.7,23,1,1,3,3,10,3.3,1,0,1,25.4,25.4,93.3%,PIT,14,2021
5,Alvin Kamara,27,120,4.4,16,0,1,4,5,25,6.3,0,0,1,24.5,24.5,98.5%,NO,14,2021
6,Leonard Fournette,19,113,5.9,47,2,1,4,7,19,4.8,0,0,1,23.2,23.2,2.1%,FA,14,2021
7,Melvin Gordon III,24,111,4.6,16,0,2,0,0,0,0.0,0,0,1,23.1,23.1,0.0%,FA,14,2021
8,Aaron Jones,5,35,7.0,15,0,1,3,3,30,10.0,1,0,1,21.5,21.5,96.1%,MIN,14,2021
9,Javonte Williams,15,73,4.9,9,0,1,1,2,10,10.0,1,0,1,21.3,21.3,90.5%,DEN,14,2021
10,Clyde Edwards-Helaire,10,37,3.7,7,0,2,3,3,5,1.7,0,0,1,19.2,19.2,7.3%,KC,14,2021
11,Saquon Barkley,16,64,4.0,13,0,0,3,3,31,10.3,1,0,1,18.5,18.5,100.0%,PHI,14,2021
12,Derrick Gore,9,66,7.3,51,1,1,2,2,23,11.5,0,0,1,16.9,16.9,0.0%,FA,14,2021
13,Austin Ekeler,12,67,5.6,17,0,1,2,4,17,8.5,0,0,1,16.4,16.4,87.4%,WAS,14,2021
14,Devin Singletary,4,52,13.0,29,1,0,6,7,37,6.2,0,0,1,14.9,14.9,87.8%,NYG,14,2021
15,D'Onta Foreman,13,47,3.6,8,0,1,2,2,15,7.5,0,0,1,14.2,14.2,2.4%,CLE,14,2021
