Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Derrick Henry,35,182,5.2,60,1,3,6,6,55,9.2,0,0,1,47.7,47.7,99.9%,BAL,2,2021
2,Aaron Jones,17,67,3.9,9,0,1,6,6,48,8.0,3,0,1,41.5,41.5,96.1%,MIN,2,2021
3,Christian McCaffrey,24,72,3.0,16,0,1,5,6,65,13.0,0,0,1,24.7,24.7,100.0%,SF,2,2021
4,Cordarrelle Patterson,7,11,1.6,10,0,1,5,7,58,11.6,1,0,1,23.9,23.9,1.7%,PIT,2,2021
5,Tony Pollard,13,109,8.4,28,2,1,3,3,31,10.3,0,0,1,23.0,23.0,90.8%,TEN,2,2021
6,Austin Ekeler,9,54,6.0,20,1,0,9,9,61,6.8,0,0,1,22.5,22.5,87.4%,WAS,2,2021
7,J.D. McKissic,4,10,2.5,4,0,1,5,6,83,16.6,0,0,1,20.3,20.3,0.0%,FA,2,2021
8,Najee Harris,10,38,3.8,14,0,0,5,5,43,8.6,1,0,1,19.1,19.1,93.3%,PIT,2,2021
9,James White,5,20,4.0,7,0,1,6,6,45,7.5,0,0,1,18.5,18.5,0.1%,FA,2,2021
10,Ezekiel Elliott,16,71,4.4,19,0,1,2,2,26,13.0,0,0,1,17.7,17.7,81.8%,DAL,2,2021
11,Darrell Henderson Jr.,13,53,4.1,13,0,1,3,5,29,9.7,0,0,1,17.2,17.2,5.0%,FA,2,2021
12,Devin Singletary,13,82,6.3,46,1,1,2,3,9,4.5,0,0,1,17.1,17.1,87.8%,NYG,2,2021
13,Dalvin Cook,22,131,6.0,16,0,0,2,3,17,8.5,0,0,1,16.8,16.8,12.7%,DAL,2,2021
14,Nick Chubb,11,95,8.6,26,2,1,1,1,3,3.0,0,0,1,16.8,16.8,83.5%,CLE,2,2021
15,Zack Moss,8,26,3.3,10,0,2,2,2,8,4.0,0,1,1,15.4,15.4,85.3%,CIN,2,2021
16,Chris Carson,13,31,2.4,8,0,2,0,0,0,0.0,0,0,1,15.1,15.1,0.3%,FA,2,2021
17,Damien Harris,16,62,3.9,26,1,1,1,1,2,2.0,0,0,1,13.4,13.4,9.0%,FA,2,2021
18,Mike Davis,9,38,4.2,8,0,0,7,7,25,3.6,0,0,1,13.3,13.3,1.0%,FA,2,2021
19,Demetric Felton Jr.,0,0,0.0,0,0,0,2,2,51,25.5,1,0,1,13.1,13.1,0.0%,FA,2,2021
20,Chase Edmonds,8,46,5.8,14,0,0,5,5,29,5.8,0,0,1,12.5,12.5,0.3%,TB,2,2021
21,D'Andre Swift,8,37,4.6,12,0,0,4,5,41,10.3,0,0,1,11.8,11.8,94.7%,CHI,2,2021
22,Leonard Fournette,11,52,4.7,10,0,0,4,4,24,6.0,0,0,1,11.6,11.6,2.1%,FA,2,2021
