Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Ekeler,17,66,3.9,9,0,2,5,5,53,10.6,1,1,1,32.9,32.9,87.4%,WAS,5,2021
2,Myles Gaskin,5,25,5.0,13,0,0,10,10,74,7.4,2,0,1,31.9,31.9,0.0%,MIN,5,2021
3,Jonathan Taylor,15,53,3.5,19,0,1,3,4,116,38.7,1,0,1,31.9,31.9,99.9%,IND,5,2021
4,Derrick Henry,29,130,4.5,15,0,3,0,0,0,0.0,0,0,1,31.0,31.0,99.9%,BAL,5,2021
5,Alvin Kamara,16,71,4.4,23,1,1,5,8,51,10.2,1,0,1,29.2,29.2,98.5%,NO,5,2021
6,Alexander Mattison,25,113,4.5,48,1,0,7,7,40,5.7,1,1,1,26.3,26.3,7.9%,LV,5,2021
7,Kareem Hunt,12,61,5.1,12,0,2,5,6,28,5.6,0,0,1,25.9,25.9,0.2%,FA,5,2021
8,Ezekiel Elliott,21,110,5.2,15,0,1,2,3,2,1.0,1,0,1,25.2,25.2,81.8%,DAL,5,2021
9,Nick Chubb,21,161,7.7,52,3,1,1,1,9,9.0,0,0,1,24.0,24.0,83.5%,CLE,5,2021
10,D'Andre Swift,11,51,4.6,12,0,1,6,6,53,8.8,0,0,1,22.4,22.4,94.7%,CHI,5,2021
11,Najee Harris,23,122,5.3,20,1,1,2,5,20,10.0,0,0,1,22.2,22.2,93.3%,PIT,5,2021
12,James Robinson,18,149,8.3,58,1,1,1,1,-2,-2.0,0,0,1,21.7,21.7,0.0%,FA,5,2021
13,Antonio Gibson,20,60,3.0,16,0,2,2,2,12,6.0,0,0,1,21.2,21.2,34.1%,NE,5,2021
14,Leonard Fournette,12,67,5.6,17,0,1,4,5,43,10.8,0,0,1,21.0,21.0,2.1%,FA,5,2021
15,Devontae Booker,16,42,2.6,14,0,1,3,4,16,5.3,1,0,1,20.8,20.8,0.0%,FA,5,2021
16,Chuba Hubbard,24,101,4.2,26,1,0,5,6,33,6.6,0,0,1,18.4,18.4,61.7%,CAR,5,2021
17,Cordarrelle Patterson,14,54,3.9,12,0,0,7,9,60,8.6,0,0,1,18.4,18.4,1.7%,PIT,5,2021
18,Samaje Perine,11,59,5.4,11,0,0,4,5,24,6.0,1,0,1,18.3,18.3,2.1%,KC,5,2021
19,AJ Dillon,8,30,3.8,17,0,0,4,4,49,12.3,1,0,1,17.9,17.9,1.9%,GB,5,2021
20,Darrell Henderson Jr.,17,82,4.8,29,1,1,1,1,17,17.0,0,0,1,16.9,16.9,5.0%,FA,5,2021
21,Josh Jacobs,15,48,3.2,11,0,1,4,5,19,4.8,0,0,1,16.7,16.7,99.4%,GB,5,2021
22,Damien Williams,16,64,4.0,14,0,1,2,3,20,10.0,0,0,1,16.4,16.4,0.0%,FA,5,2021
23,Aaron Jones,14,103,7.4,57,1,0,4,5,6,1.5,0,0,1,14.9,14.9,96.1%,MIN,5,2021
24,Michael Carter,10,38,3.8,9,0,1,3,3,20,6.7,0,0,1,14.8,14.8,0.3%,ARI,5,2021
25,Tony Pollard,14,75,5.4,17,0,0,4,4,28,7.0,0,0,1,14.3,14.3,90.8%,TEN,5,2021
26,Zack Moss,11,37,3.4,8,0,0,3,4,55,18.3,0,0,1,12.2,12.2,85.3%,CIN,5,2021
27,Mike Davis,13,53,4.1,17,0,1,2,5,8,4.0,0,1,1,12.1,12.1,1.0%,FA,5,2021
28,Javonte Williams,8,61,7.6,49,1,0,3,3,25,8.3,0,0,1,11.6,11.6,90.5%,DEN,5,2021
29,Sony Michel,11,37,3.4,15,0,1,1,1,8,8.0,0,0,1,11.5,11.5,0.0%,FA,5,2021
30,Giovani Bernard,4,21,5.3,17,0,0,2,2,14,7.0,1,0,1,11.5,11.5,0.0%,FA,5,2021
31,Ty Johnson,4,12,3.0,6,0,1,2,3,22,11.0,0,0,1,11.4,11.4,0.9%,BUF,5,2021
32,James Conner,10,29,2.9,8,0,1,1,1,8,8.0,0,0,1,10.7,10.7,94.4%,ARI,5,2021
33,Joe Mixon,10,33,3.3,10,0,1,1,1,2,2.0,0,0,1,10.5,10.5,99.1%,HOU,5,2021
34,David Johnson,2,5,2.5,3,0,0,5,6,46,9.2,0,0,1,10.1,10.1,0.0%,FA,5,2021
35,Miles Sanders,11,45,4.1,18,0,0,5,5,6,1.2,0,0,1,10.1,10.1,8.5%,CAR,5,2021
36,Damien Harris,14,58,4.1,15,0,1,0,0,0,0.0,0,1,1,9.8,9.8,9.0%,FA,5,2021
37,Alex Collins,15,47,3.1,13,0,0,2,3,25,12.5,0,0,1,9.2,9.2,19.0%,FA,5,2021
38,Jamaal Williams,13,57,4.4,13,0,0,2,2,8,4.0,0,0,1,8.5,8.5,5.0%,NO,5,2021
39,Elijah Mitchell,9,43,4.8,14,0,0,2,2,19,9.5,0,0,1,8.2,8.2,5.6%,SF,5,2021
40,Darrel Williams,5,27,5.4,9,0,0,3,5,18,6.0,0,0,1,7.5,7.5,0.0%,FA,5,2021
41,Khalil Herbert,18,75,4.2,11,0,0,0,0,0,0.0,0,0,1,7.5,7.5,26.2%,CHI,5,2021
42,Brandon Bolden,2,25,12.5,24,1,0,4,4,6,1.5,0,0,1,7.1,7.1,0.0%,FA,5,2021
43,Devonta Freeman,1,1,1.0,1,0,0,3,4,34,11.3,0,0,1,6.5,6.5,0.0%,FA,5,2021
44,Kyle Juszczyk,1,0,0.0,0,0,0,3,4,35,11.7,0,0,1,6.5,6.5,0.6%,SF,5,2021
45,Marlon Mack,5,47,9.4,22,1,0,1,2,7,7.0,0,0,1,6.4,6.4,0.0%,FA,5,2021
46,Melvin Gordon III,9,34,3.8,8,0,0,2,2,9,4.5,0,0,1,6.3,6.3,0.0%,FA,5,2021
47,DeeJay Dallas,4,7,1.8,4,0,0,2,2,32,16.0,0,0,1,5.9,5.9,0.1%,ARI,5,2021
48,Jeremy McNichols,1,9,9.0,9,0,0,2,2,26,13.0,0,0,1,5.5,5.5,0.1%,WAS,5,2021
49,Latavius Murray,6,17,2.8,6,0,0,2,3,13,6.5,0,0,1,5.0,5.0,0.0%,FA,5,2021
50,Ronald Jones II,5,21,4.2,5,0,0,1,1,15,15.0,0,0,1,4.6,4.6,0.0%,FA,5,2021
51,Chase Edmonds,6,15,2.5,5,0,0,3,4,19,6.3,0,1,1,4.4,4.4,0.3%,TB,5,2021
52,Ty'Son Williams,4,6,1.5,5,0,0,2,2,15,7.5,0,0,1,4.1,4.1,0.0%,FA,5,2021
53,Salvon Ahmed,2,5,2.5,4,0,0,2,3,16,8.0,0,0,1,4.1,4.1,0.0%,FA,5,2021
54,Mark Ingram II,16,41,2.6,8,0,0,0,0,0,0.0,0,0,1,4.1,4.1,0.1%,FA,5,2021
55,Chris Evans,0,0,0.0,0,0,0,2,2,15,7.5,0,0,1,3.5,3.5,0.0%,CIN,5,2021
56,Jerick McKinnon,1,2,2.0,2,0,0,2,2,13,6.5,0,0,1,3.5,3.5,0.1%,FA,5,2021
57,Clyde Edwards-Helaire,7,13,1.9,6,0,0,1,2,11,11.0,0,0,1,3.4,3.4,7.3%,KC,5,2021
58,Kenneth Gainwell,2,16,8.0,12,0,0,1,3,8,8.0,0,0,1,3.4,3.4,3.0%,PHI,5,2021
59,Devin Singletary,6,25,4.2,9,0,0,1,2,-2,-2.0,0,0,1,3.3,3.3,87.8%,NYG,5,2021
