Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Najee Harris,14,40,2.9,20,1,0,14,19,102,7.3,0,0,1,28.2,28.2,93.3%,PIT,3,2021
2,Kareem Hunt,10,81,8.1,29,1,1,6,7,74,12.3,0,0,1,27.5,27.5,0.2%,FA,3,2021
3,Ezekiel Elliott,17,95,5.6,13,0,2,3,3,21,7.0,0,0,1,26.6,26.6,81.8%,DAL,3,2021
4,James Robinson,15,88,5.9,21,1,1,6,6,46,7.7,0,0,1,25.4,25.4,0.0%,FA,3,2021
5,D'Andre Swift,14,47,3.4,14,0,1,7,7,60,8.6,0,0,1,23.7,23.7,94.7%,CHI,3,2021
6,Peyton Barber,23,111,4.8,27,1,1,3,5,31,10.3,0,0,1,23.2,23.2,1.0%,FA,3,2021
7,Alexander Mattison,26,112,4.3,24,1,0,6,8,59,9.8,0,0,1,23.1,23.1,7.9%,LV,3,2021
8,Austin Ekeler,11,55,5.0,11,0,0,6,6,52,8.7,1,0,1,22.7,22.7,87.4%,WAS,3,2021
9,Saquon Barkley,16,51,3.2,15,0,1,6,7,43,7.2,0,0,1,21.4,21.4,100.0%,PHI,3,2021
10,Alvin Kamara,24,89,3.7,11,0,0,3,4,29,9.7,1,0,1,20.8,20.8,98.5%,NO,3,2021
11,Giovani Bernard,0,0,0.0,0,0,0,9,10,51,5.7,1,0,1,20.1,20.1,0.0%,FA,3,2021
12,Derrick Henry,28,113,4.0,19,0,0,3,3,31,10.3,0,0,1,19.4,19.4,99.9%,BAL,3,2021
13,Nyheim Hines,6,25,4.2,9,0,1,5,6,54,10.8,0,0,1,18.9,18.9,0.3%,CLE,3,2021
14,James Conner,11,43,3.9,11,0,2,1,1,10,10.0,0,0,1,18.3,18.3,94.4%,ARI,3,2021
15,Zack Moss,13,60,4.6,9,0,0,3,3,31,10.3,1,0,1,18.1,18.1,85.3%,CIN,3,2021
16,Aaron Jones,19,82,4.3,12,0,1,2,2,14,7.0,0,0,1,17.6,17.6,96.1%,MIN,3,2021
17,Antonio Gibson,12,31,2.6,7,0,0,1,2,73,73.0,1,0,1,17.4,17.4,34.1%,NE,3,2021
18,Clyde Edwards-Helaire,17,100,5.9,14,0,0,2,2,9,4.5,1,1,1,16.9,16.9,7.3%,KC,3,2021
19,Cordarrelle Patterson,7,20,2.9,11,0,0,6,7,82,13.7,0,0,1,16.2,16.2,1.7%,PIT,3,2021
20,Chris Carson,12,80,6.7,30,1,1,2,2,2,1.0,0,0,1,16.2,16.2,0.3%,FA,3,2021
21,Melvin Gordon III,18,60,3.3,10,0,1,1,2,21,21.0,0,0,1,15.2,15.2,0.0%,FA,3,2021
22,Kyle Juszczyk,5,14,2.8,5,0,0,4,4,37,9.3,1,0,1,15.1,15.1,0.6%,SF,3,2021
23,Jamaal Williams,12,42,3.5,14,0,1,2,2,25,12.5,0,0,1,14.7,14.7,5.0%,NO,3,2021
24,Chase Edmonds,11,26,2.4,7,0,0,7,8,49,7.0,0,0,1,14.5,14.5,0.3%,TB,3,2021
25,Javonte Williams,12,29,2.4,14,0,1,3,4,33,11.0,0,1,1,13.2,13.2,90.5%,DEN,3,2021
26,Trey Sermon,10,31,3.1,16,0,1,2,3,3,1.5,0,0,1,11.4,11.4,1.0%,IND,3,2021
27,Mike Davis,12,50,4.2,11,0,0,4,4,20,5.0,0,0,1,11.0,11.0,1.0%,FA,3,2021
28,Chuba Hubbard,11,52,4.7,14,0,0,3,5,27,9.0,0,0,1,10.9,10.9,61.7%,CAR,3,2021
29,Sony Michel,20,67,3.4,15,0,0,3,4,12,4.0,0,0,1,10.9,10.9,0.0%,FA,3,2021
30,Joe Mixon,18,90,5.0,27,1,0,1,1,4,4.0,0,0,1,10.4,10.4,99.1%,HOU,3,2021
31,Myles Gaskin,13,65,5.0,15,0,0,3,6,9,3.0,0,0,1,10.4,10.4,0.0%,MIN,3,2021
32,Malcolm Brown,7,31,4.4,24,1,1,0,2,0,0.0,0,0,1,9.1,9.1,0.0%,FA,3,2021
33,Kenyan Drake,8,24,3.0,6,0,0,3,6,33,11.0,0,0,1,8.7,8.7,0.0%,FA,3,2021
34,Jeremy McNichols,2,6,3.0,5,0,0,1,2,10,10.0,1,0,1,8.6,8.6,0.1%,WAS,3,2021
35,Miles Sanders,2,27,13.5,24,1,0,3,4,28,9.3,0,0,1,8.5,8.5,8.5%,CAR,3,2021
36,Nick Chubb,22,84,3.8,14,0,0,0,0,0,0.0,0,0,1,8.4,8.4,83.5%,CLE,3,2021
37,Jonathan Taylor,10,64,6.4,23,1,0,1,1,8,8.0,0,0,1,8.2,8.2,99.9%,IND,3,2021
38,Travis Homer,0,0,0.0,0,0,0,3,3,48,16.0,0,0,1,7.8,7.8,0.0%,CHI,3,2021
39,David Montgomery,10,34,3.4,16,0,0,2,4,21,10.5,0,0,1,7.5,7.5,95.7%,DET,3,2021
40,Tony Pollard,11,60,5.5,11,0,0,1,1,5,5.0,0,0,1,7.5,7.5,90.8%,TEN,3,2021
41,Alec Ingold,1,0,0.0,0,0,0,1,1,1,1.0,1,0,1,7.1,7.1,0.1%,MIA,3,2021
42,Kenneth Gainwell,1,2,2.0,2,0,0,3,4,32,10.7,0,0,1,6.4,6.4,3.0%,PHI,3,2021
43,Leonard Fournette,4,8,2.0,3,0,0,3,3,26,8.7,0,0,1,6.4,6.4,2.1%,FA,3,2021
44,Christian McCaffrey,7,31,4.4,10,0,0,2,2,9,4.5,0,0,1,6.0,6.0,100.0%,SF,3,2021
45,Darrel Williams,7,28,4.0,7,0,0,2,3,11,5.5,0,0,1,5.9,5.9,0.0%,FA,3,2021
46,J.D. McKissic,3,23,7.7,11,0,0,2,2,15,7.5,0,0,1,5.8,5.8,0.0%,FA,3,2021
47,Brandon Bolden,3,-1,-0.3,0,0,0,3,4,23,7.7,0,0,1,5.2,5.2,0.0%,FA,3,2021
48,Michael Carter,9,24,2.7,8,0,0,2,3,5,2.5,0,0,1,4.9,4.9,0.3%,ARI,3,2021
49,AJ Dillon,6,18,3.0,6,0,0,2,2,8,4.0,0,0,1,4.6,4.6,1.9%,GB,3,2021
50,Chris Evans,0,0,0.0,0,0,0,2,2,26,13.0,0,0,1,4.6,4.6,0.0%,CIN,3,2021
51,Carlos Hyde,8,44,5.5,18,0,0,0,0,0,0.0,0,0,1,4.4,4.4,0.0%,FA,3,2021
