Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Jackson,11,64,5.8,17,0,2,8,9,98,12.3,0,1,1,34.2,34.2,0.0%,FA,16,2021
2,Joe Mixon,18,65,3.6,19,0,1,6,6,70,11.7,1,0,1,31.5,31.5,99.1%,HOU,16,2021
3,Rex Burkhead,22,149,6.8,36,2,2,2,2,0,0.0,0,0,1,28.9,28.9,10.0%,FA,16,2021
4,Damien Harris,18,103,5.7,31,1,3,0,0,0,0.0,0,0,1,28.3,28.3,9.0%,FA,16,2021
5,Nick Chubb,17,126,7.4,27,1,1,3,4,58,19.3,0,0,1,27.4,27.4,83.5%,CLE,16,2021
6,Chase Edmonds,16,56,3.5,11,0,1,8,9,71,8.9,0,0,1,26.7,26.7,0.3%,TB,16,2021
7,David Montgomery,21,45,2.1,11,0,1,7,9,61,8.7,0,0,1,23.6,23.6,95.7%,DET,16,2021
8,Sony Michel,27,131,4.9,16,0,1,1,4,4,4.0,0,0,1,20.5,20.5,0.0%,FA,16,2021
9,Rashaad Penny,17,135,7.9,32,3,1,0,1,0,0.0,0,0,1,19.5,19.5,0.0%,FA,16,2021
10,Devin Singletary,12,39,3.3,7,0,1,5,6,39,7.8,0,0,1,18.8,18.8,87.8%,NYG,16,2021
11,Ezekiel Elliott,9,37,4.1,11,0,1,1,1,5,5.0,1,0,1,17.2,17.2,81.8%,DAL,16,2021
12,Ronald Jones II,20,65,3.3,16,0,1,2,3,16,8.0,0,0,1,16.1,16.1,0.0%,FA,16,2021
13,Najee Harris,19,93,4.9,21,1,0,5,7,17,3.4,0,0,1,16.0,16.0,93.3%,PIT,16,2021
14,Alexander Mattison,13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,16.0,16.0,7.9%,LV,16,2021
15,Dare Ogunbowale,17,57,3.4,9,0,1,2,4,15,7.5,0,0,1,15.2,15.2,0.2%,HOU,16,2021
16,Jeff Wilson Jr.,14,45,3.2,9,0,1,3,3,12,4.0,0,0,1,14.7,14.7,0.1%,MIA,16,2021
17,Michael Carter,16,118,7.4,38,1,0,2,3,6,3.0,0,0,1,14.4,14.4,0.3%,ARI,16,2021
18,Antonio Gibson,6,29,4.8,15,0,0,2,4,29,14.5,1,0,1,13.8,13.8,34.1%,NE,16,2021
19,Aaron Jones,12,66,5.5,27,1,0,5,6,21,4.2,0,0,1,13.7,13.7,96.1%,MIN,16,2021
20,Derrick Gore,12,43,3.6,10,0,0,3,3,61,20.3,0,0,1,13.4,13.4,0.0%,FA,16,2021
21,Ke'Shawn Vaughn,7,70,10.0,55,1,1,0,1,0,0.0,0,0,1,13.0,13.0,0.0%,SF,16,2021
22,Darrel Williams,11,55,5.0,12,0,0,3,3,30,10.0,0,0,1,11.5,11.5,0.0%,FA,16,2021
23,Josh Jacobs,27,129,4.8,19,0,0,1,3,-5,-5.0,0,1,1,11.4,11.4,99.4%,GB,16,2021
24,Jonathan Taylor,27,108,4.0,43,1,0,0,2,0,0.0,0,0,1,10.8,10.8,99.9%,IND,16,2021
25,Boston Scott,12,41,3.4,9,0,1,0,0,0,0.0,0,0,1,10.1,10.1,0.0%,PIT,16,2021
