Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
58,D'Onta Foreman,5,29,5.8,11,0,0,0,0,0,0.0,0,0,1,2.9,2.9,2.4%,CLE,9,2021
59,Derrick Gore,3,13,4.3,7,0,0,1,1,6,6.0,0,0,1,2.9,2.9,0.0%,FA,9,2021
60,Phillip Lindsay,8,28,3.5,9,0,0,0,0,0,0.0,0,0,1,2.8,2.8,0.0%,FA,9,2021
61,Mike Davis,9,13,1.4,5,0,0,1,2,5,5.0,0,0,1,2.8,2.8,1.0%,FA,9,2021
62,Chris Evans,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1,2.1,2.1,0.0%,CIN,9,2021
63,Joshua Kelley,3,6,2.0,3,0,0,1,1,4,4.0,0,0,1,2.0,2.0,0.0%,FA,9,2021
64,D'Ernest Johnson,8,16,2.0,7,0,0,0,0,0,0.0,0,0,1,1.6,1.6,0.4%,JAC,9,2021
65,Dare Ogunbowale,1,1,1.0,1,0,0,1,1,4,4.0,0,0,1,1.5,1.5,0.2%,HOU,9,2021
66,Khalil Herbert,4,13,3.3,8,0,0,0,0,0,0.0,0,0,1,1.3,1.3,26.2%,CHI,9,2021
67,Alexander Mattison,4,0,0.0,2,0,0,1,1,3,3.0,0,0,1,1.3,1.3,7.9%,LV,9,2021
68,Derek Watt,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,0.0%,FA,9,2021
69,Kalen Ballage,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.0%,FA,9,2021
70,Alex Armah Jr.,2,12,6.0,9,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%,FA,9,2021
71,Rex Burkhead,2,9,4.5,8,0,0,0,0,0,0.0,0,0,1,0.9,0.9,10.0%,FA,9,2021
72,Salvon Ahmed,4,6,1.5,2,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,9,2021
73,Benny Snell Jr.,2,6,3.0,5,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,9,2021
74,Chase Edmonds,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.3%,TB,9,2021
75,Scottie Phillips,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,9,2021
76,Larry Rountree III,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,9,2021
77,LeVante Bellamy,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
78,Ty'Son Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
79,Devine Ozigbo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
80,Kirk Merritt,0,0,0.0,0,0,0,1,3,13,13.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
81,Gerrid Doaks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
82,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,ATL,9,2021
83,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
84,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
85,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
86,Trey Edmunds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
87,Mike Boone,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CAR,9,2021
88,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
89,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
90,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
91,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
92,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2021
