Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,20,51,2.6,12,0,0,10,11,128,12.8,1,0,1,33.9,33.9,98.5%,NO,7,2021
2,D'Andre Swift,13,48,3.7,14,0,0,8,10,96,12.0,1,0,1,28.4,28.4,94.7%,CHI,7,2021
3,Damien Harris,14,106,7.6,32,1,2,2,2,7,3.5,0,0,1,25.3,25.3,9.0%,FA,7,2021
4,D'Ernest Johnson,22,146,6.6,20,2,1,2,2,22,11.0,0,0,1,24.8,24.8,0.4%,JAC,7,2021
5,Brandon Bolden,2,0,0.0,0,0,0,6,7,79,13.2,1,0,1,19.9,19.9,0.0%,FA,7,2021
6,Khalil Herbert,18,100,5.6,29,1,0,5,5,33,6.6,0,0,1,18.3,18.3,26.2%,CHI,7,2021
7,Jonathan Taylor,18,107,5.9,33,1,1,3,3,3,1.0,0,1,1,18.0,18.0,99.9%,IND,7,2021
8,Myles Gaskin,15,67,4.5,16,0,0,4,4,10,2.5,1,0,1,17.7,17.7,0.0%,MIN,7,2021
9,Javonte Williams,4,20,5.0,7,0,0,6,7,32,5.3,1,0,1,17.2,17.2,90.5%,DEN,7,2021
10,Leonard Fournette,15,81,5.4,15,0,1,2,4,9,4.5,0,0,1,17.0,17.0,2.1%,FA,7,2021
11,Kenyan Drake,14,69,4.9,12,0,1,3,3,10,3.3,0,0,1,16.9,16.9,0.0%,FA,7,2021
12,Elijah Mitchell,18,107,5.9,20,1,1,0,0,0,0.0,0,0,1,16.7,16.7,5.6%,SF,7,2021
13,Derrick Henry,29,86,3.0,11,0,0,2,2,16,8.0,0,0,1,16.4,16.4,99.9%,BAL,7,2021
14,Michael Carter,11,37,3.4,6,0,0,8,9,67,8.4,0,1,1,16.4,16.4,0.3%,ARI,7,2021
15,Josh Jacobs,6,29,4.8,9,0,1,3,3,39,13.0,0,0,1,15.8,15.8,99.4%,GB,7,2021
16,J.J. Taylor,9,21,2.3,15,0,2,1,1,5,5.0,0,0,1,15.6,15.6,0.1%,HOU,7,2021
17,Devontae Booker,14,51,3.6,19,0,1,2,3,15,7.5,0,0,1,14.6,14.6,0.0%,FA,7,2021
18,Samaje Perine,11,52,4.7,46,1,1,1,1,23,23.0,0,0,1,14.5,14.5,2.1%,KC,7,2021
19,Cordarrelle Patterson,14,60,4.3,13,0,1,2,5,1,0.5,0,0,1,14.1,14.1,1.7%,PIT,7,2021
20,Kenneth Gainwell,5,20,4.0,7,0,0,4,8,41,10.3,1,1,1,14.1,14.1,3.0%,PHI,7,2021
21,Ty Johnson,5,6,1.2,5,0,0,6,7,65,10.8,0,0,1,13.1,13.1,0.9%,BUF,7,2021
22,Devonta Freeman,4,14,3.5,10,0,1,3,3,25,8.3,0,0,1,12.9,12.9,0.0%,FA,7,2021
23,James Conner,10,64,6.4,18,0,1,0,0,0,0.0,0,0,1,12.4,12.4,94.4%,ARI,7,2021
24,Joe Mixon,12,59,4.9,21,1,1,0,0,0,0.0,0,0,1,11.9,11.9,99.1%,HOU,7,2021
25,Melvin Gordon III,8,18,2.3,5,0,0,2,3,14,7.0,1,0,1,11.2,11.2,0.0%,FA,7,2021
26,David Johnson,7,25,3.6,13,0,0,5,6,27,5.4,0,0,1,10.2,10.2,0.0%,FA,7,2021
27,Chase Edmonds,15,81,5.4,16,0,0,1,3,9,9.0,0,0,1,10.0,10.0,0.3%,TB,7,2021
28,Boston Scott,7,24,3.4,5,0,1,1,2,5,5.0,0,0,1,9.9,9.9,0.0%,PIT,7,2021
29,Chuba Hubbard,12,28,2.3,13,0,0,4,5,28,7.0,0,0,1,9.6,9.6,61.7%,CAR,7,2021
30,J.D. McKissic,4,22,5.5,8,0,0,4,6,34,8.5,0,0,1,9.6,9.6,0.0%,FA,7,2021
31,Darrell Henderson Jr.,15,45,3.0,10,0,0,3,6,19,6.3,0,0,1,9.4,9.4,5.0%,FA,7,2021
32,Aaron Jones,6,19,3.2,9,0,0,5,5,20,4.0,0,0,1,8.9,8.9,96.1%,MIN,7,2021
33,Darrel Williams,5,20,4.0,11,0,0,3,4,30,10.0,0,0,1,8.0,8.0,0.0%,FA,7,2021
34,Antonio Gibson,14,51,3.6,6,0,0,2,2,5,2.5,0,0,1,7.6,7.6,34.1%,NE,7,2021
35,Johnny Stanton IV,2,5,2.5,3,0,0,1,1,1,1.0,1,0,1,7.6,7.6,0.0%,FA,7,2021
36,Salvon Ahmed,7,26,3.7,7,0,0,2,2,26,13.0,0,0,1,7.2,7.2,0.0%,FA,7,2021
37,Demetric Felton Jr.,2,13,6.5,12,0,0,3,3,21,7.0,0,0,1,6.4,6.4,0.0%,FA,7,2021
38,Mark Ingram II,6,9,1.5,4,0,0,3,3,18,6.0,0,0,1,5.7,5.7,0.1%,FA,7,2021
39,Jamaal Williams,12,57,4.8,14,0,0,0,0,0,0.0,0,0,1,5.7,5.7,5.0%,NO,7,2021
40,Jalen Richard,4,8,2.0,5,0,0,3,4,17,5.7,0,0,1,5.5,5.5,1.0%,FA,7,2021
41,Alex Collins,16,35,2.2,6,0,0,1,1,9,9.0,0,0,1,5.4,5.4,19.0%,FA,7,2021
42,Ty'Son Williams,2,10,5.0,6,0,0,2,2,24,12.0,0,0,1,5.4,5.4,0.0%,FA,7,2021
43,Jakob Johnson,0,0,0.0,0,0,0,2,2,32,16.0,0,0,1,5.2,5.2,0.0%,FA,7,2021
44,JaMycal Hasty,3,1,0.3,2,0,0,3,6,15,5.0,0,0,1,4.6,4.6,0.2%,NE,7,2021
45,Ronald Jones II,10,63,6.3,19,0,0,0,0,0,0.0,0,1,1,4.3,4.3,0.0%,FA,7,2021
46,Alec Ingold,1,1,1.0,1,0,0,1,1,29,29.0,0,0,1,4.0,4.0,0.1%,MIA,7,2021
47,Darrynton Evans,2,7,3.5,5,0,0,2,2,11,5.5,0,0,1,3.8,3.8,0.0%,BUF,7,2021
48,Jerick McKinnon,0,0,0.0,0,0,0,2,4,17,8.5,0,0,1,3.7,3.7,0.1%,FA,7,2021
49,Miles Sanders,6,30,5.0,9,0,0,1,1,-3,-3.0,0,0,1,3.7,3.7,8.5%,CAR,7,2021
50,Royce Freeman,3,18,6.0,7,0,0,1,2,1,1.0,0,0,1,2.9,2.9,0.2%,FA,7,2021
51,Ke'Shawn Vaughn,5,27,5.4,15,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.0%,SF,7,2021
52,Giovani Bernard,0,0,0.0,0,0,0,2,3,5,2.5,0,0,1,2.5,2.5,0.0%,FA,7,2021
53,Elijhaa Penny,9,24,2.7,9,0,0,0,0,0,0.0,0,0,1,2.4,2.4,0.0%,FA,7,2021
