Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jonathan Taylor,32,185,5.8,40,1,4,3,3,19,6.3,1,0,1,53.4,53.4,99.9%,IND,11,2021
2,Austin Ekeler,11,50,4.5,12,0,2,6,7,65,10.8,2,0,1,41.5,41.5,87.4%,WAS,11,2021
3,Christian McCaffrey,10,59,5.9,15,0,0,7,8,60,8.6,1,0,1,24.9,24.9,100.0%,SF,11,2021
4,Joe Mixon,30,123,4.1,20,1,2,0,0,0,0.0,0,0,1,24.3,24.3,99.1%,HOU,11,2021
5,D'Andre Swift,14,136,9.7,57,1,1,3,4,0,0.0,0,0,1,22.6,22.6,94.7%,CHI,11,2021
6,Dalvin Cook,22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,22.5,22.5,12.7%,DAL,11,2021
7,Nick Chubb,22,130,5.9,15,0,0,2,2,14,7.0,1,0,1,22.4,22.4,83.5%,CLE,11,2021
8,James Conner,21,62,3.0,8,0,1,5,6,37,7.4,0,0,1,20.9,20.9,94.4%,ARI,11,2021
9,Devonta Freeman,16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,20.0,20.0,0.0%,FA,11,2021
10,Myles Gaskin,23,89,3.9,20,1,0,3,4,7,2.3,1,0,1,18.6,18.6,0.0%,MIN,11,2021
11,Najee Harris,12,39,3.3,12,0,1,5,6,20,4.0,0,0,1,16.9,16.9,93.3%,PIT,11,2021
12,Dontrell Hilliard,7,35,5.0,16,0,0,8,10,47,5.9,0,0,1,16.2,16.2,0.0%,FA,11,2021
13,AJ Dillon,11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,15.7,15.7,1.9%,GB,11,2021
14,Clyde Edwards-Helaire,12,63,5.3,14,0,1,2,2,13,6.5,0,0,1,15.6,15.6,7.3%,KC,11,2021
15,Mark Ingram II,16,88,5.5,28,1,0,6,8,25,4.2,0,1,1,15.3,15.3,0.1%,FA,11,2021
16,Leonard Fournette,10,35,3.5,7,0,0,6,6,39,6.5,0,0,1,13.4,13.4,2.1%,FA,11,2021
17,Ezekiel Elliott,9,32,3.6,8,0,0,6,6,36,6.0,0,0,1,12.8,12.8,81.8%,DAL,11,2021
18,James Robinson,12,29,2.4,7,0,1,2,3,9,4.5,0,0,1,11.8,11.8,0.0%,FA,11,2021
19,Saquon Barkley,6,25,4.2,12,0,0,6,6,31,5.2,0,0,1,11.6,11.6,100.0%,PHI,11,2021
20,Josh Jacobs,9,37,4.1,18,0,0,5,7,24,4.8,0,0,1,11.1,11.1,99.4%,GB,11,2021
21,DeeJay Dallas,4,25,6.3,15,0,1,1,2,2,2.0,0,0,1,9.7,9.7,0.1%,ARI,11,2021
22,Ronald Jones II,8,33,4.1,9,0,1,0,0,0,0.0,0,0,1,9.3,9.3,0.0%,FA,11,2021
23,Tony Pollard,7,50,7.1,31,1,0,2,2,20,10.0,0,0,1,9.0,9.0,90.8%,TEN,11,2021
24,Rhamondre Stevenson,12,69,5.8,21,1,0,1,1,6,6.0,0,0,1,8.5,8.5,95.2%,NE,11,2021
25,David Montgomery,14,58,4.1,11,0,0,1,1,9,9.0,0,0,1,7.7,7.7,95.7%,DET,11,2021
26,Matt Breida,5,51,10.2,28,1,0,1,2,16,16.0,0,0,1,7.7,7.7,0.0%,FA,11,2021
27,Damien Harris,10,56,5.6,17,0,0,1,1,9,9.0,0,0,1,7.5,7.5,9.0%,FA,11,2021
28,Michael Carter,9,63,7.0,39,1,0,1,1,2,2.0,0,0,1,7.5,7.5,0.3%,ARI,11,2021
29,Antonio Gibson,19,95,5.0,20,1,0,0,0,0,0.0,0,1,1,7.5,7.5,34.1%,NE,11,2021
30,Miles Sanders,16,94,5.9,25,1,0,0,1,0,0.0,0,1,1,7.4,7.4,8.5%,CAR,11,2021
