Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cordarrelle Patterson,6,34,5.7,13,0,0,5,6,82,16.4,3,0,1,34.6,34.6,1.7%,PIT,4,2021
2,Saquon Barkley,13,52,4.0,17,0,1,5,6,74,14.8,1,0,1,29.6,29.6,100.0%,PHI,4,2021
3,Austin Ekeler,15,117,7.8,20,1,1,3,5,28,9.3,1,0,1,29.5,29.5,87.4%,WAS,4,2021
4,Derrick Henry,33,157,4.8,22,1,1,2,2,20,10.0,0,0,1,25.7,25.7,99.9%,BAL,4,2021
5,David Montgomery,23,106,4.6,24,1,2,0,0,0,0.0,0,0,1,22.6,22.6,95.7%,DET,4,2021
6,Najee Harris,15,62,4.1,11,0,1,6,7,29,4.8,0,0,1,21.1,21.1,93.3%,PIT,4,2021
7,Kenneth Gainwell,3,31,10.3,13,0,1,6,8,58,9.7,0,0,1,20.9,20.9,3.0%,PHI,4,2021
8,James Robinson,18,78,4.3,20,1,2,1,2,-2,-2.0,0,0,1,20.6,20.6,0.0%,FA,4,2021
9,James Conner,18,50,2.8,10,0,2,2,2,16,8.0,0,0,1,20.6,20.6,94.4%,ARI,4,2021
10,Jonathan Taylor,16,103,6.4,38,2,1,3,3,11,3.7,0,0,1,20.4,20.4,99.9%,IND,4,2021
11,Ezekiel Elliott,20,143,7.2,47,1,1,0,1,0,0.0,0,0,1,20.3,20.3,81.8%,DAL,4,2021
12,Clyde Edwards-Helaire,14,102,7.3,17,0,0,2,3,1,0.5,1,0,1,18.3,18.3,7.3%,KC,4,2021
13,Chase Edmonds,12,120,10.0,54,1,0,4,5,19,4.8,0,0,1,17.9,17.9,0.3%,TB,4,2021
14,J.D. McKissic,7,15,2.1,10,0,0,5,5,44,8.8,1,0,1,16.9,16.9,0.0%,FA,4,2021
15,Leonard Fournette,20,92,4.6,21,1,0,3,5,47,15.7,0,0,1,16.9,16.9,2.1%,FA,4,2021
16,Kareem Hunt,14,69,4.9,33,1,1,2,4,17,8.5,0,0,1,16.6,16.6,0.2%,FA,4,2021
17,Darrell Henderson Jr.,14,89,6.4,15,0,0,5,6,27,5.4,0,0,1,16.6,16.6,5.0%,FA,4,2021
18,Jeremy McNichols,1,11,11.0,11,0,0,8,12,74,9.3,0,0,1,16.5,16.5,0.1%,WAS,4,2021
19,Alex Collins,10,44,4.4,14,0,1,2,2,34,17.0,0,0,1,15.8,15.8,19.0%,FA,4,2021
20,Antonio Gibson,14,63,4.5,8,0,1,2,2,12,6.0,0,0,1,15.5,15.5,34.1%,NE,4,2021
21,Damien Williams,8,55,6.9,23,1,1,2,2,15,7.5,0,0,1,15.0,15.0,0.0%,FA,4,2021
22,Darrel Williams,10,42,4.2,10,0,1,2,2,16,8.0,0,0,1,13.8,13.8,0.0%,FA,4,2021
23,Joe Mixon,16,67,4.2,11,0,1,1,2,0,0.0,0,0,1,13.7,13.7,99.1%,HOU,4,2021
24,Zack Moss,14,61,4.4,17,0,1,0,1,0,0.0,0,0,1,12.1,12.1,85.3%,CIN,4,2021
25,Alvin Kamara,26,120,4.6,10,0,0,0,0,0,0.0,0,0,1,12.0,12.0,98.5%,NO,4,2021
26,Latavius Murray,18,59,3.3,11,0,1,0,0,0,0.0,0,0,1,11.9,11.9,0.0%,FA,4,2021
27,Nick Chubb,21,100,4.8,13,0,0,1,1,5,5.0,0,0,1,11.5,11.5,83.5%,CLE,4,2021
28,Brandon Bolden,1,0,0.0,0,0,0,6,6,51,8.5,0,0,1,11.1,11.1,0.0%,FA,4,2021
29,Aaron Jones,15,48,3.2,15,0,0,3,4,51,17.0,0,1,1,10.9,10.9,96.1%,MIN,4,2021
30,Josh Jacobs,13,40,3.1,10,0,0,5,5,17,3.4,0,0,1,10.7,10.7,99.4%,GB,4,2021
31,AJ Dillon,15,81,5.4,25,1,0,1,1,16,16.0,0,0,1,10.7,10.7,1.9%,GB,4,2021
32,Mike Davis,13,14,1.1,8,0,0,2,2,12,6.0,1,0,1,10.6,10.6,1.0%,FA,4,2021
33,Michael Carter,13,38,2.9,13,0,1,1,3,-4,-4.0,0,0,1,10.4,10.4,0.3%,ARI,4,2021
34,Rodney Smith,0,0,0.0,0,0,0,5,5,48,9.6,0,0,1,9.8,9.8,0.0%,FA,4,2021
35,Devin Singletary,14,79,5.6,15,0,0,1,1,7,7.0,0,0,1,9.6,9.6,87.8%,NYG,4,2021
36,Chuba Hubbard,13,57,4.4,14,0,0,2,2,14,7.0,0,0,1,9.1,9.1,61.7%,CAR,4,2021
37,D'Andre Swift,8,16,2.0,6,0,0,4,6,33,8.3,0,0,1,8.9,8.9,94.7%,CHI,4,2021
38,Javonte Williams,7,48,6.9,31,1,0,3,3,11,3.7,0,0,1,8.9,8.9,90.5%,DEN,4,2021
39,Trey Sermon,19,89,4.7,15,0,0,0,0,0,0.0,0,0,1,8.9,8.9,1.0%,IND,4,2021
40,Melvin Gordon III,9,56,6.2,14,0,0,2,4,11,5.5,0,0,1,8.7,8.7,0.0%,FA,4,2021
