Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Duke Johnson Jr.,22,107,4.9,12,0,2,1,1,20,20.0,0,0,1,25.7,25.7,0.0%,FA,15,2021
2,Jonathan Taylor,29,170,5.9,67,1,1,0,0,0,0.0,0,0,1,23.0,23.0,99.9%,IND,15,2021
3,Jeff Wilson Jr.,21,110,5.2,17,0,1,2,2,9,4.5,0,0,1,19.9,19.9,0.1%,MIA,15,2021
4,Antonio Gibson,15,26,1.7,8,0,1,6,7,39,6.5,0,0,1,18.5,18.5,34.1%,NE,15,2021
5,Austin Ekeler,12,59,4.9,15,0,1,4,4,23,5.8,0,0,1,18.2,18.2,87.4%,WAS,15,2021
6,James Robinson,18,75,4.2,16,0,1,3,6,13,4.3,0,0,1,17.8,17.8,0.0%,FA,15,2021
7,Miles Sanders,18,131,7.3,38,1,0,2,2,15,7.5,0,0,1,16.6,16.6,8.5%,CAR,15,2021
8,Devin Singletary,22,86,3.9,16,0,1,1,1,10,10.0,0,0,1,16.6,16.6,87.8%,NYG,15,2021
9,Nick Chubb,23,91,4.0,24,1,1,1,1,2,2.0,0,0,1,16.3,16.3,83.5%,CLE,15,2021
10,Ezekiel Elliott,16,52,3.3,13,0,1,3,4,20,6.7,0,0,1,16.2,16.2,81.8%,DAL,15,2021
11,Ameer Abdullah,4,7,1.8,7,0,0,4,4,48,12.0,1,0,1,15.5,15.5,0.4%,LV,15,2021
12,D'Onta Foreman,22,108,4.9,20,1,0,2,3,27,13.5,0,0,1,15.5,15.5,2.4%,CLE,15,2021
13,Aaron Jones,13,58,4.5,11,0,0,2,2,12,6.0,1,0,1,15.0,15.0,96.1%,MIN,15,2021
14,DeeJay Dallas,8,41,5.1,8,0,1,3,4,11,3.7,0,0,1,14.2,14.2,0.1%,ARI,15,2021
15,Leonard Fournette,9,34,3.8,8,0,0,7,7,33,4.7,0,0,1,13.7,13.7,2.1%,FA,15,2021
