Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Darrel Williams,11,43,3.9,21,1,0,9,9,101,11.2,1,0,1,29.4,29.4,0.0%,FA,10,2021
2,Rhamondre Stevenson,20,100,5.0,18,0,2,4,5,14,3.5,0,0,1,27.4,27.4,95.2%,NE,10,2021
3,AJ Dillon,21,66,3.1,11,0,2,2,2,62,31.0,0,0,1,26.8,26.8,1.9%,GB,10,2021
4,Christian McCaffrey,13,95,7.3,15,0,0,10,10,66,6.6,0,0,1,26.1,26.1,100.0%,SF,10,2021
5,Jonathan Taylor,21,116,5.5,34,2,1,6,8,10,1.7,0,0,1,24.6,24.6,99.9%,IND,10,2021
6,D'Ernest Johnson,19,99,5.2,24,1,0,7,8,58,8.3,0,0,1,22.7,22.7,0.4%,JAC,10,2021
7,Antonio Gibson,24,64,2.7,15,0,2,2,2,14,7.0,0,0,1,21.8,21.8,34.1%,NE,10,2021
8,Mark Ingram II,14,47,3.4,13,0,1,4,7,61,15.3,0,0,1,20.8,20.8,0.1%,FA,10,2021
9,Ezekiel Elliott,14,41,2.9,9,0,2,3,3,15,5.0,0,1,1,20.8,20.8,81.8%,DAL,10,2021
10,Dalvin Cook,24,94,3.9,12,0,1,3,5,24,8.0,0,0,1,20.8,20.8,12.7%,DAL,10,2021
11,James Robinson,12,57,4.8,18,0,1,4,5,27,6.8,0,0,1,18.4,18.4,0.0%,FA,10,2021
12,Michael Carter,16,39,2.4,8,0,1,4,6,43,10.8,0,0,1,18.2,18.2,0.3%,ARI,10,2021
13,Matt Breida,3,28,9.3,15,0,1,3,3,22,7.3,1,1,1,18.0,18.0,0.0%,FA,10,2021
14,Najee Harris,26,105,4.0,12,0,0,4,4,28,7.0,0,0,1,17.3,17.3,93.3%,PIT,10,2021
15,Leonard Fournette,11,47,4.3,8,0,0,8,9,45,5.6,0,0,1,17.2,17.2,2.1%,FA,10,2021
16,D'Andre Swift,33,130,3.9,21,1,0,3,6,5,1.7,0,0,1,16.5,16.5,94.7%,CHI,10,2021
17,Tony Pollard,11,42,3.8,15,0,0,6,7,56,9.3,0,0,1,15.8,15.8,90.8%,TEN,10,2021
18,James Conner,10,39,3.9,11,0,1,3,4,25,8.3,0,0,1,15.4,15.4,94.4%,ARI,10,2021
19,Austin Ekeler,11,44,4.0,9,0,0,3,6,15,5.0,1,0,1,14.9,14.9,87.4%,WAS,10,2021
20,Aaron Jones,7,25,3.6,6,0,0,4,6,61,15.3,0,0,1,12.6,12.6,96.1%,MIN,10,2021
21,Boston Scott,11,81,7.4,23,2,0,2,2,24,12.0,0,0,1,12.5,12.5,0.0%,PIT,10,2021
22,Devin Singletary,7,43,6.1,15,0,1,1,1,6,6.0,0,0,1,11.9,11.9,87.8%,NYG,10,2021
23,Godwin Igwebuike,2,56,28.0,42,1,1,0,0,0,0.0,0,0,1,11.6,11.6,0.0%,FA,10,2021
24,Jermar Jefferson,3,41,13.7,28,1,1,0,0,0,0.0,0,0,1,10.1,10.1,0.1%,DET,10,2021
25,Brandon Bolden,3,32,10.7,22,1,0,3,3,38,12.7,0,0,1,10.0,10.0,0.0%,FA,10,2021
26,D'Onta Foreman,11,30,2.7,6,0,0,2,2,48,24.0,0,0,1,9.8,9.8,2.4%,CLE,10,2021
27,Melvin Gordon III,9,45,5.0,15,0,1,1,4,-2,-2.0,0,1,1,9.3,9.3,0.0%,FA,10,2021
28,Elijah Mitchell,27,91,3.4,17,0,0,0,0,0,0.0,0,0,1,9.1,9.1,5.6%,SF,10,2021
29,Ameer Abdullah,9,24,2.7,15,0,0,4,4,27,6.8,0,0,1,9.1,9.1,0.4%,LV,10,2021
30,Devonta Freeman,10,35,3.5,12,0,0,3,4,23,7.7,0,0,1,8.8,8.8,0.0%,FA,10,2021
31,Ty Johnson,2,2,1.0,2,0,0,5,8,36,7.2,0,0,1,8.8,8.8,0.9%,BUF,10,2021
32,Chuba Hubbard,9,27,3.0,16,0,1,0,0,0,0.0,0,0,1,8.7,8.7,61.7%,CAR,10,2021
33,Zack Moss,7,27,3.9,11,0,1,0,0,0,0.0,0,0,1,8.7,8.7,85.3%,CIN,10,2021
34,Josh Jacobs,7,16,2.3,5,0,0,5,5,20,4.0,0,0,1,8.6,8.6,99.4%,GB,10,2021
35,Wayne Gallman Jr.,15,55,3.7,17,0,0,1,2,21,21.0,0,0,1,8.6,8.6,0.0%,FA,10,2021
