Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davante Adams,10,17,146,14.6,38,3,2,0,0,0,0,1,36.6,36.6,99.8%,LV,9,2022
2,Tyreek Hill,7,8,143,20.4,39,4,1,0,0,0,0,1,27.3,27.3,100.0%,MIA,9,2022
3,Cooper Kupp,8,9,127,15.9,69,2,1,3,1,0,0,1,26.8,26.8,98.6%,LAR,9,2022
4,Justin Jefferson,7,13,115,16.4,47,1,1,1,10,0,0,1,25.5,25.5,100.0%,MIN,9,2022
5,Christian Kirk,8,9,76,9.5,23,1,1,0,0,0,0,1,21.6,21.6,90.9%,JAC,9,2022
6,Mecole Hardman Jr.,6,9,79,13.2,33,1,1,0,0,0,0,1,19.9,19.9,0.2%,KC,9,2022
7,Jaylen Waddle,5,7,85,17.0,26,1,1,0,0,0,0,1,19.5,19.5,97.7%,MIA,9,2022
8,JuJu Smith-Schuster,10,12,88,8.8,17,0,0,0,0,0,0,1,18.8,18.8,1.7%,KC,9,2022
9,Allen Lazard,4,10,87,21.8,47,2,1,0,0,0,0,1,18.7,18.7,0.8%,NYJ,9,2022
10,Joshua Palmer,8,10,106,13.3,25,3,0,0,0,0,0,1,18.6,18.6,45.7%,LAC,9,2022
11,Garrett Wilson,8,9,92,11.5,24,1,0,1,7,0,0,1,17.9,17.9,99.9%,NYJ,9,2022
12,Tyler Lockett,5,5,67,13.4,30,1,1,0,0,0,0,1,17.7,17.7,67.6%,SEA,9,2022
13,Darnell Mooney,7,8,43,6.1,16,0,1,1,2,0,0,1,17.5,17.5,40.2%,ATL,9,2022
14,Curtis Samuel,3,4,65,21.7,49,1,1,1,16,0,0,1,17.1,17.1,55.7%,BUF,9,2022
15,A.J. Brown,4,6,59,14.8,31,1,1,0,0,0,0,1,15.9,15.9,100.0%,PHI,9,2022
16,Rondale Moore,8,10,69,8.6,18,0,0,0,0,0,0,1,14.9,14.9,0.2%,ATL,9,2022
17,DK Metcalf,5,6,37,7.4,9,0,1,0,0,0,0,1,14.7,14.7,99.1%,SEA,9,2022
18,Chris Moore,4,5,43,10.8,25,1,1,1,2,0,0,1,14.5,14.5,0.0%,ARI,9,2022
