Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Keenan Allen,8,11,102,12.8,30,1,2,0,0,0,0,1,30.2,30.2,93.1%,CHI,18,2022
2,DeVante Parker,6,7,79,13.2,26,1,2,0,0,0,0,1,25.9,25.9,0.1%,FA,18,2022
3,Jerry Jeudy,5,6,154,30.8,57,3,0,3,39,0,0,1,24.3,24.3,57.0%,CLE,18,2022
4,Stefon Diggs,7,10,104,14.9,49,1,1,0,0,0,0,1,23.4,23.4,98.6%,HOU,18,2022
5,Ja'Marr Chase,8,13,86,10.8,26,2,1,0,0,0,0,1,22.6,22.6,100.0%,CIN,18,2022
6,Christian Kirk,6,8,99,16.5,33,2,1,0,0,0,0,1,21.9,21.9,90.9%,JAC,18,2022
7,Brandin Cooks,5,6,106,21.2,33,3,1,0,0,0,0,1,21.6,21.6,30.9%,DAL,18,2022
8,Hunter Renfrow,7,7,63,9.0,16,0,1,0,0,0,0,1,19.3,19.3,0.1%,FA,18,2022
9,A.J. Green,3,5,91,30.3,77,1,1,0,0,0,0,1,18.1,18.1,0.6%,FA,18,2022
10,Drake London,6,8,120,20.0,40,2,0,0,0,0,0,1,18.0,18.0,99.2%,ATL,18,2022
11,Garrett Wilson,9,17,89,9.9,36,1,0,0,0,0,0,1,17.9,17.9,99.9%,NYJ,18,2022
12,K.J. Osborn,5,6,117,23.4,66,2,0,0,0,0,0,1,16.7,16.7,0.6%,NE,18,2022
13,Christian Watson,5,6,104,20.8,45,2,0,2,12,0,0,1,16.6,16.6,87.6%,GB,18,2022
14,Terry McLaurin,3,6,74,24.7,52,1,1,0,0,0,0,1,16.4,16.4,93.6%,WAS,18,2022
15,CeeDee Lamb,5,7,52,10.4,15,0,1,0,0,0,0,1,16.2,16.2,100.0%,DAL,18,2022
16,George Pickens,3,6,72,24.0,31,2,1,0,0,0,0,1,16.2,16.2,95.4%,PIT,18,2022
17,Tyler Lockett,4,7,54,13.5,36,1,1,0,0,0,0,1,15.4,15.4,67.6%,SEA,18,2022
18,Chris Olave,5,12,60,12.0,25,1,1,0,0,0,1,1,15.0,15.0,99.3%,NO,18,2022
19,Lawrence Cager,8,10,69,8.6,16,0,0,0,0,0,0,1,14.9,14.9,0.0%,NYG,18,2022
20,Allen Lazard,4,6,41,10.3,15,0,1,2,0,0,0,1,14.1,14.1,0.8%,NYJ,18,2022
21,Velus Jones Jr.,1,2,28,28.0,28,1,0,1,42,1,0,1,14.0,14.0,0.1%,CHI,18,2022
22,DeVonta Smith,7,8,67,9.6,16,0,0,0,0,0,0,1,13.7,13.7,98.0%,PHI,18,2022
23,Olamide Zaccheaus,4,7,37,9.3,17,0,1,0,0,0,0,1,13.7,13.7,0.1%,WAS,18,2022
24,A.J. Brown,4,10,95,23.8,37,2,0,0,0,0,0,1,13.5,13.5,100.0%,PHI,18,2022
25,Parris Campbell,6,9,42,7.0,39,1,0,1,26,0,0,1,12.8,12.8,0.1%,PHI,18,2022
26,Kadarius Toney,2,2,18,9.0,10,0,0,3,26,1,0,1,12.4,12.4,0.3%,FA,18,2022
27,Davante Adams,5,9,73,14.6,22,1,0,0,0,0,0,1,12.3,12.3,99.8%,LV,18,2022
28,Courtland Sutton,3,7,33,11.0,20,1,1,0,0,0,0,1,12.3,12.3,84.8%,DEN,18,2022
29,Jakobi Meyers,3,7,32,10.7,20,1,1,0,0,0,0,1,12.2,12.2,61.4%,LV,18,2022
30,Michael Pittman Jr.,3,5,30,10.0,23,1,1,1,0,0,0,1,12.0,12.0,98.6%,IND,18,2022
31,Tutu Atwell,2,3,27,13.5,21,1,0,1,11,1,0,1,11.8,11.8,0.7%,LAR,18,2022
32,John Brown,1,1,42,42.0,42,1,1,0,0,0,0,1,11.2,11.2,0.0%,FA,18,2022
33,Kenny Golladay,2,7,30,15.0,25,1,1,0,0,0,0,1,11.0,11.0,4.0%,FA,18,2022
34,Amon-Ra St. Brown,6,9,49,8.2,14,0,0,0,0,0,0,1,10.9,10.9,100.0%,DET,18,2022
35,Kalif Raymond,4,6,66,16.5,43,1,0,0,0,0,0,1,10.6,10.6,0.7%,DET,18,2022
36,Russell Gage,3,6,15,5.0,7,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,18,2022
37,Jaylen Waddle,5,5,44,8.8,15,0,0,1,9,0,0,1,10.3,10.3,97.7%,MIA,18,2022
