Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,CeeDee Lamb,11,15,150,13.6,35,3,2,0,0,0,0,1,38.0,38.0,100.0%,DAL,10,2022
2,Justin Jefferson,10,16,193,19.3,46,4,1,0,0,0,0,1,35.3,35.3,100.0%,MIN,10,2022
3,Christian Watson,4,8,107,26.8,58,2,3,0,0,0,0,1,32.7,32.7,87.6%,GB,10,2022
4,Christian Kirk,9,12,105,11.7,24,1,2,0,0,0,0,1,31.5,31.5,90.9%,JAC,10,2022
5,Nick Westbrook-Ikhine,5,8,119,23.8,63,2,2,0,0,0,0,1,28.9,28.9,0.1%,TEN,10,2022
6,Davante Adams,9,14,126,14.0,48,1,1,0,0,0,0,1,27.6,27.6,99.8%,LV,10,2022
7,Stefon Diggs,12,16,128,10.7,25,1,0,0,0,0,0,1,24.8,24.8,98.6%,HOU,10,2022
8,Amon-Ra St. Brown,10,11,119,11.9,22,2,0,1,2,0,0,1,22.1,22.1,100.0%,DET,10,2022
9,Gabe Davis,6,10,93,15.5,22,2,1,0,0,0,0,1,21.3,21.3,42.9%,JAC,10,2022
10,Terry McLaurin,8,11,128,16.0,41,2,0,0,0,0,0,1,20.8,20.8,93.6%,WAS,10,2022
11,Parris Campbell,7,9,76,10.9,35,1,1,0,0,0,0,1,20.6,20.6,0.1%,PHI,10,2022
12,DeAndre Hopkins,10,14,98,9.8,25,1,0,0,0,0,0,1,19.8,19.8,80.6%,TEN,10,2022
13,Chris Godwin,6,8,71,11.8,19,0,1,0,0,0,0,1,19.1,19.1,92.8%,TB,10,2022
14,Kadarius Toney,4,5,57,14.3,23,2,1,2,33,0,0,1,19.0,19.0,0.3%,FA,10,2022
15,Darius Slayton,3,4,95,31.7,54,2,1,0,0,0,0,1,18.5,18.5,2.5%,NYG,10,2022
16,Rondale Moore,9,13,94,10.4,26,1,0,0,0,0,0,1,18.4,18.4,0.2%,ATL,10,2022
17,DeAndre Carter,4,4,64,16.0,33,2,1,0,0,0,0,1,16.4,16.4,0.0%,CHI,10,2022
18,Trent Sherfield Sr.,4,5,63,15.8,27,1,1,0,0,0,0,1,16.3,16.3,0.0%,MIN,10,2022
19,Nico Collins,5,10,49,9.8,13,0,1,0,0,0,0,1,15.9,15.9,98.9%,HOU,10,2022
