Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jerry Jeudy,8,9,73,9.1,18,0,3,0,0,0,0,1,33.3,33.3,57.0%,CLE,14,2022
2,Justin Jefferson,11,15,223,20.3,47,4,0,0,0,0,0,1,33.3,33.3,100.0%,MIN,14,2022
3,Ja'Marr Chase,10,15,119,11.9,20,1,1,1,6,0,0,1,28.5,28.5,100.0%,CIN,14,2022
4,Mike Williams,6,6,116,19.3,55,2,1,0,0,0,0,1,23.6,23.6,57.9%,NYJ,14,2022
5,JuJu Smith-Schuster,9,11,74,8.2,20,1,1,0,0,0,0,1,22.4,22.4,1.7%,KC,14,2022
6,Chris Moore,10,11,124,12.4,36,2,0,0,0,0,0,1,22.4,22.4,0.0%,ARI,14,2022
7,Zay Jones,8,12,77,9.6,20,1,1,0,0,0,0,1,21.7,21.7,1.3%,ARI,14,2022
8,DJ Chark Jr.,6,7,94,15.7,48,1,1,0,0,0,0,1,21.4,21.4,3.6%,LAC,14,2022
9,Keenan Allen,12,14,92,7.7,18,0,0,0,0,0,0,1,21.2,21.2,93.1%,CHI,14,2022
10,Marquise Goodwin,5,6,95,19.0,38,2,1,1,-2,0,0,1,20.3,20.3,0.0%,FA,14,2022
11,Adam Thielen,7,8,65,9.3,23,1,1,0,0,0,0,1,19.5,19.5,46.2%,CAR,14,2022
12,Donovan Peoples-Jones,8,12,114,14.3,28,2,0,0,0,0,0,1,19.4,19.4,0.1%,DET,14,2022
13,Richie James Jr.,7,9,61,8.7,19,0,1,0,0,0,0,1,19.1,19.1,0.0%,FA,14,2022
14,DK Metcalf,5,10,71,14.2,25,1,1,0,0,0,0,1,18.1,18.1,99.1%,SEA,14,2022
15,Tyreek Hill,4,10,81,20.3,60,1,1,0,0,0,0,1,18.1,18.1,100.0%,MIA,14,2022
16,DeVonta Smith,5,8,64,12.8,41,1,1,0,0,0,0,1,17.4,17.4,98.0%,PHI,14,2022
17,A.J. Brown,4,6,70,17.5,33,1,1,0,0,0,0,1,17.0,17.0,100.0%,PHI,14,2022
18,Tyler Lockett,5,9,60,12.0,23,1,1,0,0,0,0,1,17.0,17.0,67.6%,SEA,14,2022
