Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davante Adams,7,13,141,20.1,35,4,2,0,0,0,0,1,33.1,33.1,99.8%,LV,11,2022
2,Amari Cooper,8,12,113,14.1,25,2,2,0,0,0,0,1,31.3,31.3,95.7%,CLE,11,2022
3,Joshua Palmer,8,10,106,13.3,50,1,2,0,0,0,0,1,30.6,30.6,45.7%,LAC,11,2022
4,Tee Higgins,9,13,148,16.4,33,2,0,0,0,0,0,1,23.8,23.8,95.7%,CIN,11,2022
5,Deebo Samuel Sr.,7,9,57,8.1,19,0,0,3,37,1,0,1,22.4,22.4,99.5%,SF,11,2022
6,Demarcus Robinson,9,9,128,14.2,31,3,0,0,0,0,0,1,21.8,21.8,9.6%,LAR,11,2022
7,Chris Olave,5,6,102,20.4,53,1,1,0,0,0,0,1,21.2,21.2,99.3%,NO,11,2022
8,Christian Watson,4,6,48,12.0,18,0,2,1,3,0,0,1,21.1,21.1,87.6%,GB,11,2022
9,Wan'Dale Robinson,9,13,100,11.1,19,0,0,1,4,0,0,1,19.4,19.4,7.2%,NYG,11,2022
10,Greg Dortch,9,10,103,11.4,47,1,0,0,0,0,0,1,19.3,19.3,2.6%,ARI,11,2022
11,George Pickens,4,6,83,20.8,33,3,1,0,0,0,0,1,18.3,18.3,95.4%,PIT,11,2022
12,DeAndre Hopkins,9,12,91,10.1,17,0,0,0,0,0,0,1,18.1,18.1,80.6%,TEN,11,2022
13,Treylon Burks,7,8,111,15.9,51,2,0,0,0,0,0,1,18.1,18.1,0.7%,TEN,11,2022
14,Donovan Peoples-Jones,5,6,61,12.2,27,2,1,0,0,0,0,1,17.1,17.1,0.1%,DET,11,2022
15,Brandon Aiyuk,2,4,20,10.0,13,0,2,0,0,0,0,1,16.0,16.0,99.4%,SF,11,2022
16,Amon-Ra St. Brown,7,8,76,10.9,32,1,0,1,4,0,0,1,15.0,15.0,100.0%,DET,11,2022
17,Stefon Diggs,4,5,48,12.0,21,1,1,0,0,0,0,1,14.8,14.8,98.6%,HOU,11,2022
18,Allen Robinson II,4,5,47,11.8,17,0,1,0,0,0,0,1,14.7,14.7,0.1%,DET,11,2022
19,Richie James Jr.,3,3,48,16.0,20,1,1,0,0,0,0,1,13.8,13.8,0.0%,FA,11,2022
20,DeVonta Smith,6,9,78,13.0,24,1,0,0,0,0,0,1,13.8,13.8,98.0%,PHI,11,2022
21,Darius Slayton,5,10,86,17.2,24,2,0,0,0,0,0,1,13.6,13.6,2.5%,NYG,11,2022
22,Michael Pittman Jr.,6,7,75,12.5,24,1,0,0,0,0,0,1,13.5,13.5,98.6%,IND,11,2022
23,Randall Cobb,6,6,73,12.2,28,2,0,0,0,0,0,1,13.3,13.3,0.0%,FA,11,2022
24,Tutu Atwell,1,1,62,62.0,62,1,1,0,0,0,0,1,13.2,13.2,0.7%,LAR,11,2022
25,Trenton Irwin,3,4,42,14.0,32,1,1,0,0,0,0,1,13.2,13.2,0.1%,CIN,11,2022
26,Courtland Sutton,5,7,80,16.0,23,2,0,0,0,0,0,1,13.0,13.0,84.8%,DEN,11,2022
27,Darnell Mooney,4,5,29,7.3,16,0,1,0,0,0,0,1,12.9,12.9,40.2%,ATL,11,2022
28,Robert Woods,6,7,69,11.5,32,1,0,0,0,0,0,1,12.9,12.9,0.1%,HOU,11,2022
29,Keenan Allen,5,8,94,18.8,46,1,0,0,0,0,1,1,12.4,12.4,93.1%,CHI,11,2022
30,Jarvis Landry,3,4,33,11.0,18,0,1,0,0,0,0,1,12.3,12.3,14.0%,FA,11,2022
31,Gabe Davis,5,7,68,13.6,28,1,0,0,0,0,0,1,11.8,11.8,42.9%,JAC,11,2022
32,Parris Campbell,5,6,67,13.4,31,1,0,0,0,0,0,1,11.7,11.7,0.1%,PHI,11,2022
33,Skyy Moore,5,6,63,12.6,18,0,0,0,0,0,0,1,11.3,11.3,0.3%,KC,11,2022
34,Mack Hollins,6,9,52,8.7,18,0,0,0,0,0,0,1,11.2,11.2,0.1%,BUF,11,2022
35,Quez Watkins,2,2,31,15.5,22,1,1,0,0,0,0,1,11.1,11.1,0.0%,PIT,11,2022
36,Allen Lazard,5,11,57,11.4,23,1,0,0,0,0,0,1,10.7,10.7,0.8%,NYJ,11,2022
37,Terrace Marshall Jr.,3,6,76,25.3,34,2,0,0,0,0,0,1,10.6,10.6,0.0%,SF,11,2022
38,Brandin Cooks,3,6,70,23.3,41,1,0,0,0,0,0,1,10.0,10.0,30.9%,DAL,11,2022
39,A.J. Green,5,9,50,10.0,18,0,0,0,0,0,0,1,10.0,10.0,0.6%,FA,11,2022
40,Nico Collins,5,7,48,9.6,22,1,0,0,0,0,0,1,9.8,9.8,98.9%,HOU,11,2022
41,Curtis Samuel,1,2,10,10.0,10,0,0,2,18,1,0,1,9.8,9.8,55.7%,BUF,11,2022
42,Justin Watson,3,4,67,22.3,29,2,0,0,0,0,0,1,9.7,9.7,0.3%,KC,11,2022
43,Terry McLaurin,4,7,55,13.8,19,0,0,1,1,0,0,1,9.6,9.6,93.6%,WAS,11,2022
44,CeeDee Lamb,5,5,45,9.0,27,1,0,0,0,0,0,1,9.5,9.5,100.0%,DAL,11,2022
45,Jakobi Meyers,4,6,52,13.0,20,1,0,0,0,0,0,1,9.2,9.2,61.4%,LV,11,2022
46,A.J. Brown,5,7,60,12.0,29,1,0,0,0,0,1,1,9.0,9.0,100.0%,PHI,11,2022
47,Kendall Hinton,3,3,57,19.0,32,1,0,0,0,0,0,1,8.7,8.7,0.0%,FA,11,2022
48,Chris Moore,5,7,20,4.0,11,0,0,1,3,0,0,1,7.3,7.3,0.0%,ARI,11,2022
49,Drake London,1,3,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,99.2%,ATL,11,2022
50,Van Jefferson,3,5,41,13.7,20,1,0,0,0,0,0,1,7.1,7.1,0.9%,PIT,11,2022
51,Michael Gallup,3,4,41,13.7,19,0,0,0,0,0,0,1,7.1,7.1,0.1%,FA,11,2022
52,Kalif Raymond,3,7,33,11.0,21,1,0,1,7,0,0,1,7.0,7.0,0.7%,DET,11,2022
53,Justin Jefferson,3,5,33,11.0,15,0,0,0,0,0,0,1,6.3,6.3,100.0%,MIN,11,2022
54,DeAndre Carter,3,3,33,11.0,20,1,0,0,0,0,0,1,6.3,6.3,0.0%,CHI,11,2022
55,Diontae Johnson,4,5,21,5.3,8,0,0,1,1,0,0,1,6.2,6.2,90.7%,CAR,11,2022
56,David Bell,4,5,22,5.5,8,0,0,0,0,0,0,1,6.2,6.2,0.0%,CLE,11,2022
57,Tyler Boyd,2,7,42,21.0,27,1,0,0,0,0,0,1,6.2,6.2,5.3%,TEN,11,2022
58,Noah Brown,2,2,42,21.0,35,1,0,0,0,0,0,1,6.2,6.2,0.7%,WAS,11,2022
59,Gunner Olszewski,2,3,39,19.5,31,1,0,0,0,0,0,1,5.9,5.9,0.0%,NYG,11,2022
60,Alec Pierce,3,8,28,9.3,17,0,0,0,0,0,0,1,5.8,5.8,0.7%,IND,11,2022
61,Denzel Mims,2,6,35,17.5,34,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,11,2022
62,DJ Moore,3,5,24,8.0,12,0,0,0,0,0,0,1,5.4,5.4,98.5%,CHI,11,2022
63,Damiere Byrd,2,2,29,14.5,19,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,11,2022
64,Kenny Golladay,2,2,29,14.5,15,0,0,0,0,0,0,1,4.9,4.9,4.0%,FA,11,2022
65,Nick Westbrook-Ikhine,2,2,28,14.0,19,0,0,0,0,0,0,1,4.8,4.8,0.1%,TEN,11,2022
66,Laviska Shenault Jr.,4,4,7,1.8,5,0,0,0,0,0,0,1,4.7,4.7,0.1%,SEA,11,2022
67,Shi Smith,4,5,26,6.5,10,0,0,0,0,0,1,1,4.6,4.6,0.0%,FA,11,2022
68,Adam Thielen,2,3,25,12.5,15,0,0,0,0,0,0,1,4.5,4.5,46.2%,CAR,11,2022
69,Equanimeous St. Brown,2,2,24,12.0,14,0,0,0,0,0,0,1,4.4,4.4,0.1%,NO,11,2022
70,Lawrence Cager,2,3,20,10.0,13,0,0,0,0,0,0,1,4.0,4.0,0.0%,NYG,11,2022
71,Isaiah Hodgins,3,3,29,9.7,20,1,0,0,0,0,1,1,3.9,3.9,0.0%,NYG,11,2022
72,DeVante Parker,2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.1%,FA,11,2022
73,Nelson Agholor,2,3,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,0.6%,BAL,11,2022
74,K.J. Osborn,2,3,17,8.5,12,0,0,0,0,0,0,1,3.7,3.7,0.6%,NE,11,2022
75,Elijah Moore,2,4,17,8.5,13,0,0,0,0,0,0,1,3.7,3.7,1.4%,CLE,11,2022
76,Brandon Powell,2,2,16,8.0,8,0,0,1,-1,0,0,1,3.5,3.5,0.1%,MIN,11,2022
77,Olamide Zaccheaus,1,2,9,9.0,9,0,0,1,13,0,0,1,3.2,3.2,0.1%,WAS,11,2022
78,Garrett Wilson,2,3,12,6.0,6,0,0,1,0,0,0,1,3.2,3.2,99.9%,NYJ,11,2022
79,Chase Claypool,2,3,11,5.5,6,0,0,0,0,0,0,1,3.1,3.1,0.1%,FA,11,2022
80,Keelan Cole Sr.,1,2,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,FA,11,2022
81,Marquez Valdes-Scantling,1,4,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.2%,BUF,11,2022
82,Cam Sims,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,FA,11,2022
83,Jahan Dotson,1,2,13,13.0,13,0,0,1,3,0,0,1,2.6,2.6,14.0%,PHI,11,2022
84,Mike Williams,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,57.9%,NYJ,11,2022
85,Jalen Nailor,1,3,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.6%,MIN,11,2022
86,Jalen Reagor,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,NE,11,2022
87,Tom Kennedy,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,DET,11,2022
88,KhaDarel Hodge,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.1%,ATL,11,2022
89,Zach Pascal,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,ARI,11,2022
90,Jalen Tolbert,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,4.7%,DAL,11,2022
91,Kendrick Bourne,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,4.6%,NE,11,2022
92,Rashid Shaheed,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,49.9%,NO,11,2022
93,Devin Duvernay,1,1,3,3.0,3,0,0,1,4,0,0,1,1.7,1.7,0.1%,JAC,11,2022
94,Marquez Callaway,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,11,2022
95,Tyquan Thornton,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,NE,11,2022
96,Ben Skowronek,1,4,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,PIT,11,2022
97,Brandon Johnson,1,2,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,PIT,11,2022
98,Trent Taylor,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,SF,11,2022
99,Dax Milne,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
100,James Proche II,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CLE,11,2022
101,KaVontae Turpin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,DAL,11,2022
102,Ashton Dulin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,11,2022
103,Stanley Morgan Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
104,Kadarius Toney,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,FA,11,2022
105,Anthony Schwartz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,11,2022
106,Jauan Jennings,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,SF,11,2022
107,Tylan Wallace,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,BAL,11,2022
108,Jacob Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
109,DJ Turner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,LV,11,2022
110,Michael Bandy,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,11,2022
111,Montrell Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,11,2022
112,Velus Jones Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CHI,11,2022
113,Britain Covey,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PHI,11,2022
114,Sammy Watkins,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
115,Albert Wilson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
116,Matthew Slater,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
