Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ja'Marr Chase,7,10,132,18.9,60,2,2,0,0,0,0,1,32.2,32.2,100.0%,CIN,6,2022
2,Stefon Diggs,10,13,148,14.8,31,2,1,0,0,0,0,1,30.8,30.8,98.6%,HOU,6,2022
3,Tyreek Hill,12,15,177,14.8,28,3,0,0,0,0,0,1,29.7,29.7,100.0%,MIA,6,2022
4,Brandon Aiyuk,8,11,83,10.4,14,0,2,0,0,0,0,1,28.3,28.3,99.4%,SF,6,2022
5,Michael Pittman Jr.,13,16,134,10.3,20,1,0,0,0,0,0,1,26.4,26.4,98.6%,IND,6,2022
6,Chase Claypool,7,7,96,13.7,26,1,1,1,8,0,0,1,23.4,23.4,0.1%,FA,6,2022
7,JuJu Smith-Schuster,5,5,113,22.6,42,2,1,0,0,0,0,1,22.3,22.3,1.7%,KC,6,2022
8,Tyquan Thornton,4,5,37,9.3,21,1,1,3,16,1,0,1,21.3,21.3,0.1%,NE,6,2022
9,Parris Campbell,7,11,57,8.1,15,0,1,0,0,0,0,1,18.7,18.7,0.1%,PHI,6,2022
10,Dante Pettis,4,7,84,21.0,40,1,1,0,0,0,0,1,18.4,18.4,0.0%,CHI,6,2022
11,A.J. Brown,5,8,67,13.4,22,1,1,0,0,0,0,1,17.7,17.7,100.0%,PHI,6,2022
12,Allen Lazard,4,9,76,19.0,35,2,1,0,0,0,0,1,17.6,17.6,0.8%,NYJ,6,2022
13,Allen Robinson II,5,6,63,12.6,22,1,1,0,0,0,0,1,17.3,17.3,0.1%,DET,6,2022
14,Jaylen Waddle,6,10,129,21.5,49,2,0,0,0,0,1,1,16.9,16.9,97.7%,MIA,6,2022
15,Ben Skowronek,5,5,40,8.0,19,0,0,1,17,1,0,1,16.7,16.7,0.0%,PIT,6,2022
16,Justin Jefferson,6,8,107,17.8,47,3,0,0,0,0,0,1,16.7,16.7,100.0%,MIN,6,2022
17,Cooper Kupp,7,8,80,11.4,22,2,0,2,17,0,0,1,16.7,16.7,98.6%,LAR,6,2022
18,Gabe Davis,3,6,74,24.7,34,2,1,0,0,0,0,1,16.4,16.4,42.9%,JAC,6,2022
19,Deebo Samuel Sr.,7,10,79,11.3,27,2,0,2,11,0,0,1,16.0,16.0,99.5%,SF,6,2022
20,Adam Thielen,4,8,36,9.0,14,0,1,0,0,0,0,1,15.6,15.6,46.2%,CAR,6,2022
21,Chris Godwin,6,12,95,15.8,28,2,0,0,0,0,0,1,15.5,15.5,92.8%,TB,6,2022
22,DeVonta Smith,5,5,44,8.8,13,0,1,0,0,0,0,1,15.4,15.4,98.0%,PHI,6,2022
23,Joshua Palmer,9,12,57,6.3,14,0,0,0,0,0,0,1,14.7,14.7,45.7%,LAC,6,2022
24,Amari Cooper,4,12,44,11.0,15,0,1,0,0,0,0,1,14.4,14.4,95.7%,CLE,6,2022
25,Alec Pierce,3,7,49,16.3,32,1,1,0,0,0,0,1,13.9,13.9,0.7%,IND,6,2022
26,Darnell Mooney,7,12,68,9.7,26,2,0,0,0,0,0,1,13.8,13.8,40.2%,ATL,6,2022
27,Tre'Quan Smith,3,3,43,14.3,18,0,1,0,0,0,0,1,13.3,13.3,0.1%,DET,6,2022
28,Mecole Hardman Jr.,3,4,42,14.0,26,1,1,0,0,0,0,1,13.2,13.2,0.2%,KC,6,2022
29,Wan'Dale Robinson,3,4,37,12.3,17,0,1,0,0,0,0,1,12.7,12.7,7.2%,NYG,6,2022
30,CeeDee Lamb,5,10,68,13.6,24,1,0,2,9,0,0,1,12.7,12.7,100.0%,DAL,6,2022
31,Tyler Boyd,6,6,66,11.0,21,1,0,0,0,0,0,1,12.6,12.6,5.3%,TEN,6,2022
32,Marquise Brown,5,9,68,13.6,26,2,0,0,0,0,0,1,11.8,11.8,76.0%,KC,6,2022
33,Donovan Peoples-Jones,4,5,74,18.5,37,2,0,1,2,0,0,1,11.6,11.6,0.1%,DET,6,2022
34,Rondale Moore,6,10,49,8.2,26,1,0,0,0,0,0,1,10.9,10.9,0.2%,ATL,6,2022
35,Christian Kirk,4,5,24,6.0,12,0,1,1,4,0,1,1,10.8,10.8,90.9%,JAC,6,2022
36,Tee Higgins,6,9,47,7.8,13,0,0,0,0,0,0,1,10.7,10.7,95.7%,CIN,6,2022
37,DeVante Parker,4,6,64,16.0,29,1,0,0,0,0,0,1,10.4,10.4,0.1%,FA,6,2022
38,Rashid Shaheed,0,1,0,0.0,0,0,0,1,44,1,0,1,10.4,10.4,49.9%,NO,6,2022
39,Jakobi Meyers,4,4,60,15.0,27,2,0,0,0,0,0,1,10.0,10.0,61.4%,LV,6,2022
40,Olamide Zaccheaus,4,4,58,14.5,37,1,0,0,0,0,0,1,9.8,9.8,0.1%,WAS,6,2022
41,Braxton Berrios,1,1,6,6.0,6,0,0,1,20,1,0,1,9.6,9.6,0.4%,MIA,6,2022
42,Zay Jones,5,5,42,8.4,18,0,0,0,0,0,0,1,9.2,9.2,1.3%,ARI,6,2022
43,Diontae Johnson,5,7,28,5.6,9,0,0,2,8,0,0,1,8.6,8.6,90.7%,CAR,6,2022
44,Jerry Jeudy,3,7,54,18.0,37,1,0,0,0,0,0,1,8.4,8.4,57.0%,CLE,6,2022
45,Terry McLaurin,3,4,41,13.7,17,0,0,2,11,0,0,1,8.2,8.2,93.6%,WAS,6,2022
46,Mike Evans,4,4,42,10.5,20,1,0,0,0,0,0,1,8.2,8.2,99.7%,TB,6,2022
47,Brandon Powell,4,5,27,6.8,16,0,0,3,13,0,0,1,8.0,8.0,0.1%,MIN,6,2022
48,Corey Davis,2,4,52,26.0,41,1,0,0,0,0,0,1,7.2,7.2,0.0%,FA,6,2022
49,Drake London,3,4,40,13.3,20,1,0,0,0,0,0,1,7.0,7.0,99.2%,ATL,6,2022
50,Dee Eskridge,3,3,39,13.0,16,0,0,0,0,0,0,1,6.9,6.9,0.0%,MIA,6,2022
51,Marquez Callaway,3,7,36,12.0,20,1,0,0,0,0,0,1,6.6,6.6,0.0%,FA,6,2022
52,KJ Hamler,2,3,44,22.0,47,1,0,0,0,0,0,1,6.4,6.4,0.0%,BUF,6,2022
53,Romeo Doubs,4,9,21,5.3,8,0,0,0,0,0,0,1,6.1,6.1,46.0%,GB,6,2022
54,George Pickens,3,6,27,9.0,14,0,0,1,1,0,0,1,5.8,5.8,95.4%,PIT,6,2022
55,Demarcus Robinson,3,5,27,9.0,15,0,0,0,0,0,0,1,5.7,5.7,9.6%,LAR,6,2022
56,DK Metcalf,2,7,34,17.0,17,0,0,0,0,0,0,1,5.4,5.4,99.1%,SEA,6,2022
57,K.J. Osborn,3,5,18,6.0,8,0,0,0,0,0,0,1,4.8,4.8,0.6%,NE,6,2022
58,DeAndre Carter,3,5,17,5.7,7,0,0,0,0,0,0,1,4.7,4.7,0.0%,CHI,6,2022
59,Marquise Goodwin,2,2,26,13.0,22,1,0,0,0,0,0,1,4.6,4.6,0.0%,FA,6,2022
60,Marcus Johnson,2,4,25,12.5,18,0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,6,2022
61,Russell Gage,2,4,20,10.0,11,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,6,2022
62,Richie James Jr.,2,2,18,9.0,10,0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,6,2022
63,Jauan Jennings,2,3,18,9.0,9,0,0,0,0,0,0,1,3.8,3.8,0.7%,SF,6,2022
64,Michael Gallup,2,7,18,9.0,9,0,0,0,0,0,0,1,3.8,3.8,0.1%,FA,6,2022
65,Tyler Lockett,2,5,17,8.5,10,0,0,0,0,0,0,1,3.7,3.7,67.6%,SEA,6,2022
66,DJ Moore,3,7,7,2.3,5,0,0,0,0,0,0,1,3.7,3.7,98.5%,CHI,6,2022
67,Mike Williams,2,6,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,57.9%,NYJ,6,2022
68,Courtland Sutton,2,3,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,84.8%,DEN,6,2022
69,Jamal Agnew,1,1,5,5.0,5,0,0,1,19,0,0,1,3.4,3.4,0.0%,FA,6,2022
70,Skyy Moore,1,3,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.3%,KC,6,2022
71,Tim Jones,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,JAC,6,2022
72,Isaiah McKenzie,2,5,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,0.0%,NYG,6,2022
73,Darius Slayton,1,3,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,2.5%,NYG,6,2022
74,Kendrick Bourne,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,4.6%,NE,6,2022
75,A.J. Green,2,4,7,3.5,5,0,0,0,0,0,0,1,2.7,2.7,0.6%,FA,6,2022
76,Curtis Samuel,2,5,6,3.0,3,0,0,0,0,0,0,1,2.6,2.6,55.7%,BUF,6,2022
77,Michael Woods II,1,2,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,CLE,6,2022
78,Keith Kirkwood,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,BAL,6,2022
79,Khalil Shakir,1,2,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,52.0%,BUF,6,2022
80,Amari Rodgers,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,FA,6,2022
81,Devin Duvernay,1,5,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.1%,JAC,6,2022
82,David Bell,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,CLE,6,2022
83,Noah Brown,1,3,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.7%,WAS,6,2022
84,Garrett Wilson,1,5,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,99.9%,NYJ,6,2022
85,David Sills,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,DEN,6,2022
86,Randall Cobb,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,6,2022
87,Kendall Hinton,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,6,2022
88,Trent Sherfield Sr.,1,4,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,MIN,6,2022
89,Cam Sims,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,6,2022
90,Dax Milne,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,6,2022
91,Tylan Wallace,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,BAL,6,2022
92,Michael Bandy,1,2,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,DEN,6,2022
93,Tutu Atwell,0,0,0,0.0,0,0,0,1,9,0,0,1,0.9,0.9,0.7%,LAR,6,2022
94,Velus Jones Jr.,1,1,10,10.0,10,0,0,1,8,0,1,1,0.8,0.8,0.1%,CHI,6,2022
95,Quez Watkins,1,1,0,0.0,0,0,0,1,-3,0,0,1,0.7,0.7,0.0%,PIT,6,2022
96,Equanimeous St. Brown,0,0,0,0.0,0,0,0,1,1,0,0,1,0.1,0.1,0.1%,NO,6,2022
97,Jaelon Darden,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CLE,6,2022
98,Jalen Reagor,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NE,6,2022
99,Gunner Olszewski,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,6,2022
100,KaVontae Turpin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,DAL,6,2022
101,Scotty Miller,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PIT,6,2022
102,Quinton Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,6,2022
103,Juwann Winfree,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,IND,6,2022
104,Greg Dortch,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.6%,ARI,6,2022
105,Miles Boykin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,6,2022
106,Shi Smith,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
107,Anthony Schwartz,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,6,2022
108,Dyami Brown,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,WAS,6,2022
109,Elijah Moore,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,CLE,6,2022
110,Tyrie Cleveland,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
111,Terrace Marshall Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,6,2022
112,Mike Strachan,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
113,Britain Covey,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PHI,6,2022
114,Justin Hardee Sr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CLE,6,2022
115,Zach Pascal,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ARI,6,2022
116,KhaDarel Hodge,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,6,2022
117,River Cracraft,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIA,6,2022
118,Justin Watson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,KC,6,2022
119,Keke Coutee,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
120,Marquez Valdes-Scantling,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,BUF,6,2022
121,Ray-Ray McCloud III,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,ATL,6,2022
122,Breshad Perriman,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
123,Kevin White,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2022
124,Ihmir Smith-Marsette,0,1,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,6,2022
125,Steven Sims Jr.,0,0,0,0.0,0,0,0,1,-5,0,0,1,-0.5,-0.5,0.0%,HOU,6,2022
126,Montrell Washington,1,1,0,0.0,0,0,0,0,0,0,1,1,-1.0,-1.0,0.0%,KC,6,2022
127,Trent Taylor,0,0,0,0.0,0,0,0,0,0,0,1,1,-2.0,-2.0,0.0%,SF,6,2022
128,Chester Rogers,0,0,0,0.0,0,0,0,0,0,0,1,1,-2.0,-2.0,0.0%,FA,6,2022
