Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Jefferson,9,11,184,20.4,64,5,2,0,0,0,0,1,39.4,39.4,100.0%,MIN,1,2022
2,Cooper Kupp,13,15,128,9.8,28,3,1,0,0,0,0,1,31.8,31.8,98.6%,LAR,1,2022
3,Davante Adams,10,17,141,14.1,41,3,1,0,0,0,0,1,30.1,30.1,99.8%,LV,1,2022
4,Ja'Marr Chase,10,16,129,12.9,24,2,1,0,0,0,0,1,28.9,28.9,100.0%,CIN,1,2022
5,Michael Pittman Jr.,9,13,121,13.4,28,2,1,0,0,0,0,1,27.1,27.1,98.6%,IND,1,2022
6,Stefon Diggs,8,9,122,15.3,53,2,1,0,0,0,0,1,26.2,26.2,98.6%,HOU,1,2022
7,A.J. Brown,10,13,155,15.5,54,1,0,0,0,0,0,1,25.5,25.5,100.0%,PHI,1,2022
8,Michael Thomas,5,8,57,11.4,21,2,2,0,0,0,0,1,22.7,22.7,0.2%,FA,1,2022
9,Devin Duvernay,4,4,54,13.5,25,1,2,0,0,0,0,1,21.4,21.4,0.1%,JAC,1,2022
10,Robbie Chosen,5,8,102,20.4,75,1,1,0,0,0,0,1,21.2,21.2,0.0%,MIA,1,2022
11,Amon-Ra St. Brown,8,12,64,8.0,29,1,1,0,0,0,0,1,20.4,20.4,100.0%,DET,1,2022
12,Jerry Jeudy,4,7,102,25.5,67,1,1,0,0,0,0,1,20.2,20.2,57.0%,CLE,1,2022
13,Curtis Samuel,8,11,55,6.9,13,0,1,4,17,0,1,1,19.2,19.2,55.7%,BUF,1,2022
14,Gabe Davis,4,5,88,22.0,47,2,1,0,0,0,0,1,18.8,18.8,42.9%,JAC,1,2022
15,Jarvis Landry,7,9,114,16.3,40,2,0,0,0,0,0,1,18.4,18.4,14.0%,FA,1,2022
16,Mike Evans,5,7,71,14.2,20,1,1,0,0,0,0,1,18.1,18.1,99.7%,TB,1,2022
17,Jahan Dotson,3,5,40,13.3,24,1,2,1,-10,0,0,1,18.0,18.0,14.0%,PHI,1,2022
18,Tyreek Hill,8,12,94,11.8,26,2,0,1,6,0,0,1,18.0,18.0,100.0%,MIA,1,2022
19,Jaylen Waddle,4,5,69,17.3,42,1,1,1,8,0,0,1,17.7,17.7,97.7%,MIA,1,2022
20,Christian Kirk,6,12,117,19.5,49,2,0,0,0,0,0,1,17.7,17.7,90.9%,JAC,1,2022
21,DeAndre Carter,3,4,64,21.3,30,2,1,0,0,0,0,1,15.4,15.4,0.0%,CHI,1,2022
22,DJ Chark Jr.,4,8,52,13.0,22,1,1,0,0,0,0,1,15.2,15.2,3.6%,LAC,1,2022
23,Brandin Cooks,7,12,82,11.7,42,1,0,0,0,0,0,1,15.2,15.2,30.9%,DAL,1,2022
24,Sterling Shepard,2,4,71,35.5,65,1,1,0,0,0,0,1,15.1,15.1,0.0%,TB,1,2022
25,Marquise Brown,4,6,43,10.8,26,1,1,0,0,0,0,1,14.3,14.3,76.0%,KC,1,2022
26,Rashod Bateman,2,5,59,29.5,55,1,1,0,0,0,0,1,13.9,13.9,10.1%,BAL,1,2022
27,Terry McLaurin,2,4,58,29.0,49,1,1,0,0,0,0,1,13.8,13.8,93.6%,WAS,1,2022
28,Corey Davis,6,10,77,12.8,17,0,0,0,0,0,0,1,13.7,13.7,0.0%,FA,1,2022
29,Tyler Boyd,4,7,33,8.3,22,1,1,0,0,0,0,1,13.3,13.3,5.3%,TEN,1,2022
30,Greg Dortch,7,9,63,9.0,24,1,0,0,0,0,0,1,13.3,13.3,2.6%,ARI,1,2022
31,Deebo Samuel Sr.,2,7,14,7.0,8,0,0,8,52,1,1,1,12.6,12.6,99.5%,SF,1,2022
32,Diontae Johnson,7,12,55,7.9,25,1,0,0,0,0,0,1,12.5,12.5,90.7%,CAR,1,2022
33,Zay Jones,6,9,65,10.8,18,0,0,0,0,0,0,1,12.5,12.5,1.3%,ARI,1,2022
34,Drake London,5,7,74,14.8,31,1,0,0,0,0,0,1,12.4,12.4,99.2%,ATL,1,2022
35,Dante Pettis,1,1,51,51.0,51,1,1,0,0,0,0,1,12.1,12.1,0.0%,CHI,1,2022
36,Donovan Peoples-Jones,6,11,60,10.0,15,0,0,0,0,0,0,1,12.0,12.0,0.1%,DET,1,2022
37,JuJu Smith-Schuster,6,8,79,13.2,20,1,0,0,0,0,1,1,11.9,11.9,1.7%,KC,1,2022
38,Noah Brown,5,9,68,13.6,22,1,0,0,0,0,0,1,11.8,11.8,0.7%,WAS,1,2022
39,Julio Jones,3,5,69,23.0,48,1,0,2,17,0,0,1,11.6,11.6,0.1%,FA,1,2022
40,Courtland Sutton,4,7,72,18.0,30,1,0,0,0,0,0,1,11.2,11.2,84.8%,DEN,1,2022
41,Richie James Jr.,5,6,59,11.8,16,0,0,1,2,0,0,1,11.1,11.1,0.0%,FA,1,2022
42,Kyle Philips,6,9,66,11.0,21,2,0,0,0,0,1,1,10.6,10.6,0.0%,FA,1,2022
43,Keenan Allen,4,4,66,16.5,42,1,0,0,0,0,0,1,10.6,10.6,93.1%,CHI,1,2022
