Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,A.J. Brown,6,10,156,26.0,43,4,3,0,0,0,0,1,39.6,39.6,100.0%,PHI,8,2022
2,DeAndre Hopkins,12,13,159,13.3,33,2,1,0,0,0,0,1,33.9,33.9,80.6%,TEN,8,2022
3,Tyreek Hill,12,14,188,15.7,42,3,0,1,7,0,0,1,31.5,31.5,100.0%,MIA,8,2022
4,Jaylen Waddle,8,9,106,13.3,29,1,2,0,0,0,0,1,30.6,30.6,97.7%,MIA,8,2022
5,DJ Moore,6,11,152,25.3,62,3,1,1,3,0,0,1,27.5,27.5,98.5%,CHI,8,2022
6,Rondale Moore,7,8,92,13.1,38,2,1,2,12,0,0,1,23.4,23.4,0.2%,ATL,8,2022
7,Amari Cooper,5,7,131,26.2,53,3,1,0,0,0,0,1,23.1,23.1,95.7%,CLE,8,2022
8,Cooper Kupp,8,12,79,9.9,23,2,1,2,10,0,0,1,22.9,22.9,98.6%,LAR,8,2022
9,Stefon Diggs,6,8,108,18.0,53,2,1,0,0,0,0,1,22.8,22.8,98.6%,HOU,8,2022
10,Jakobi Meyers,9,13,60,6.7,16,0,1,0,0,0,0,1,21.0,21.0,61.4%,LV,8,2022
11,Brandon Aiyuk,6,6,81,13.5,34,1,1,0,0,0,0,1,20.1,20.1,99.4%,SF,8,2022
12,CeeDee Lamb,5,7,77,15.4,22,2,1,1,1,0,0,1,18.8,18.8,100.0%,DAL,8,2022
13,Jerry Jeudy,6,7,63,10.5,25,1,1,0,0,0,0,1,18.3,18.3,57.0%,CLE,8,2022
14,Mike Evans,6,11,123,20.5,51,3,0,0,0,0,0,1,18.3,18.3,99.7%,TB,8,2022
15,Garrett Wilson,6,7,115,19.2,54,2,0,0,0,0,0,1,17.5,17.5,99.9%,NYJ,8,2022
16,DK Metcalf,6,10,55,9.2,15,0,1,0,0,0,0,1,17.5,17.5,99.1%,SEA,8,2022
17,Terry McLaurin,6,8,113,18.8,42,2,0,1,-7,0,0,1,16.6,16.6,93.6%,WAS,8,2022
18,Devin Duvernay,4,4,31,7.8,13,0,0,2,33,1,0,1,16.4,16.4,0.1%,JAC,8,2022
19,Romeo Doubs,4,7,62,15.5,26,1,1,0,0,0,0,1,16.2,16.2,46.0%,GB,8,2022
20,Justin Jefferson,6,8,98,16.3,29,2,0,0,0,0,0,1,15.8,15.8,100.0%,MIN,8,2022
21,Damiere Byrd,3,6,67,22.3,47,1,1,0,0,0,0,1,15.7,15.7,0.0%,FA,8,2022
22,Tyler Lockett,5,8,63,12.6,33,1,1,0,0,0,1,1,15.3,15.3,67.6%,SEA,8,2022
23,Tee Higgins,3,6,49,16.3,41,1,1,0,0,0,0,1,13.9,13.9,95.7%,CIN,8,2022
24,Amon-Ra St. Brown,7,10,69,9.9,21,1,0,0,0,0,0,1,13.9,13.9,100.0%,DET,8,2022
25,Zach Pascal,2,2,57,28.5,34,2,1,0,0,0,0,1,13.7,13.7,0.0%,ARI,8,2022
26,Chris Godwin,6,11,75,12.5,44,1,0,0,0,0,0,1,13.5,13.5,92.8%,TB,8,2022
27,Mack Hollins,7,8,64,9.1,14,0,0,0,0,0,0,1,13.4,13.4,0.1%,BUF,8,2022
