Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,CeeDee Lamb,10,11,120,12.0,36,2,2,0,0,0,0,1,34.0,34.0,100.0%,DAL,16,2022
2,Justin Jefferson,12,16,133,11.1,25,1,1,0,0,0,0,1,31.3,31.3,100.0%,MIN,16,2022
3,DeVonta Smith,8,12,113,14.1,23,2,2,0,0,0,0,1,31.3,31.3,98.0%,PHI,16,2022
4,Tee Higgins,8,9,128,16.0,39,2,1,0,0,0,0,1,26.8,26.8,95.7%,CIN,16,2022
5,Jaylen Waddle,5,6,143,28.6,84,2,1,0,0,0,0,1,25.3,25.3,97.7%,MIA,16,2022
6,Kendrick Bourne,6,9,100,16.7,32,2,1,1,29,0,0,1,24.9,24.9,4.6%,NE,16,2022
7,Isaiah Hodgins,8,12,89,11.1,29,1,1,0,0,0,0,1,22.9,22.9,0.0%,NYG,16,2022
8,Greg Dortch,10,11,98,9.8,23,1,0,3,25,0,0,1,22.3,22.3,2.6%,ARI,16,2022
9,Keenan Allen,11,14,104,9.5,25,1,0,0,0,0,0,1,21.4,21.4,93.1%,CHI,16,2022
10,Jakobi Meyers,6,7,83,13.8,48,1,1,0,0,0,0,1,20.3,20.3,61.4%,LV,16,2022
11,DJ Moore,5,7,83,16.6,47,1,1,1,8,0,0,1,20.1,20.1,98.5%,CHI,16,2022
12,Jahan Dotson,6,9,76,12.7,25,1,1,0,0,0,0,1,19.6,19.6,14.0%,PHI,16,2022
13,Trenton Irwin,3,4,45,15.0,23,1,2,0,0,0,0,1,19.5,19.5,0.1%,CIN,16,2022
14,Jerry Jeudy,6,10,117,19.5,36,3,0,0,0,0,0,1,17.7,17.7,57.0%,CLE,16,2022
15,Terry McLaurin,4,5,77,19.3,51,1,1,0,0,0,0,1,17.7,17.7,93.6%,WAS,16,2022
16,Richie James Jr.,8,11,90,11.3,33,1,0,0,0,0,0,1,17.0,17.0,0.0%,FA,16,2022
17,George Pickens,5,5,57,11.4,25,1,1,0,0,0,0,1,16.7,16.7,95.4%,PIT,16,2022
18,Curtis Samuel,5,5,52,10.4,20,1,1,1,2,0,0,1,16.4,16.4,55.7%,BUF,16,2022
19,A.J. Brown,6,8,103,17.2,48,1,0,0,0,0,0,1,16.3,16.3,100.0%,PHI,16,2022
20,DK Metcalf,7,9,81,11.6,35,1,0,0,0,0,0,1,15.1,15.1,99.1%,SEA,16,2022
21,DJ Chark Jr.,4,5,108,27.0,51,2,0,0,0,0,0,1,14.8,14.8,3.6%,LAC,16,2022
