Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Hockenson,8,12,179,22.4,81,3,2,0,0,0,0,1,39.9,39.9,76.0%,MIN,4,2022
2,Mo Alie-Cox,6,6,85,14.2,34,1,2,0,0,0,0,1,26.5,26.5,0.1%,IND,4,2022
3,Travis Kelce,9,10,92,10.2,22,1,1,0,0,0,0,1,24.2,24.2,100.0%,KC,4,2022
4,Tyler Higbee,10,14,73,7.3,12,0,0,0,0,0,0,1,17.3,17.3,1.3%,LAR,4,2022
5,Gerald Everett,5,6,61,12.2,18,0,1,0,0,0,0,1,17.1,17.1,0.8%,CHI,4,2022
6,Zach Ertz,6,6,47,7.8,23,1,1,0,0,0,0,1,16.7,16.7,3.1%,WAS,4,2022
7,Pat Freiermuth,7,9,85,12.1,24,1,0,0,0,0,0,1,15.5,15.5,72.9%,PIT,4,2022
8,Will Dissly,4,4,39,9.8,17,0,1,0,0,0,0,1,13.9,13.9,0.6%,LAC,4,2022
9,Chigoziem Okonkwo,3,3,38,12.7,23,1,1,0,0,0,0,1,12.8,12.8,15.7%,TEN,4,2022
10,Dallas Goedert,5,6,72,14.4,26,2,0,0,0,0,0,1,12.2,12.2,86.6%,PHI,4,2022
11,Hayden Hurst,3,4,27,9.0,19,0,1,0,0,0,0,1,11.7,11.7,2.2%,LAC,4,2022
12,Robert Tonyan,2,2,22,11.0,20,1,1,0,0,0,0,1,10.2,10.2,0.0%,MIN,4,2022
13,Kylen Granson,4,4,62,15.5,20,1,0,0,0,0,0,1,10.2,10.2,0.4%,IND,4,2022
14,David Njoku,5,7,73,14.6,25,2,0,1,-6,0,1,1,9.7,9.7,93.2%,CLE,4,2022
15,Tyler Conklin,3,5,52,17.3,26,1,0,0,0,0,0,1,8.2,8.2,29.0%,NYJ,4,2022
16,Taysom Hill,0,0,0,0.0,0,0,0,5,21,1,0,1,8.1,8.1,45.9%,NO,4,2022
17,Jody Fortson Jr.,1,1,10,10.0,10,0,1,0,0,0,0,1,8.0,8.0,0.0%,FA,4,2022
18,Cameron Brate,4,8,32,8.0,11,0,0,0,0,0,0,1,7.2,7.2,2.0%,FA,4,2022
19,Noah Fant,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,19.4%,SEA,4,2022
20,Dawson Knox,3,6,40,13.3,20,1,0,0,0,0,0,1,7.0,7.0,3.6%,BUF,4,2022
21,Logan Thomas,5,6,19,3.8,6,0,0,0,0,0,0,1,6.9,6.9,0.1%,FA,4,2022
22,Adam Trautman,3,3,37,12.3,14,0,0,0,0,0,0,1,6.7,6.7,0.1%,DEN,4,2022
23,Tommy Tremble,3,6,34,11.3,16,0,0,0,0,0,0,1,6.4,6.4,0.1%,CAR,4,2022
24,Juwan Johnson,3,4,33,11.0,16,0,0,0,0,0,0,1,6.3,6.3,7.8%,NO,4,2022
25,Noah Gray,0,1,0,0.0,0,0,0,1,1,1,0,1,6.1,6.1,0.4%,KC,4,2022
26,John Bates,4,6,19,4.8,7,0,0,0,0,0,0,1,5.9,5.9,0.0%,WAS,4,2022
27,Cade Otton,3,4,29,9.7,12,0,0,0,0,0,0,1,5.9,5.9,14.1%,TB,4,2022
28,Harrison Bryant,4,6,18,4.5,8,0,0,0,0,0,0,1,5.8,5.8,0.0%,LV,4,2022
29,Darren Waller,3,5,24,8.0,13,0,0,0,0,0,0,1,5.4,5.4,2.9%,FA,4,2022
30,Trey McBride,3,3,24,8.0,11,0,0,0,0,0,0,1,5.4,5.4,98.8%,ARI,4,2022
31,Jordan Akins,2,2,33,16.5,30,1,0,0,0,0,0,1,5.3,5.3,0.1%,CLE,4,2022
32,Irv Smith Jr.,3,4,23,7.7,10,0,0,0,0,0,0,1,5.3,5.3,0.1%,FA,4,2022
33,Daniel Bellinger,3,3,23,7.7,12,0,0,0,0,0,0,1,5.3,5.3,0.3%,NYG,4,2022
34,Colby Parkinson,2,3,28,14.0,15,0,0,0,0,0,0,1,4.8,4.8,3.1%,LAR,4,2022
35,O.J. Howard,2,5,27,13.5,22,1,0,0,0,0,0,1,4.7,4.7,0.0%,FA,4,2022
36,Cole Kmet,3,3,16,5.3,13,0,0,0,0,0,0,1,4.6,4.6,56.2%,CHI,4,2022
37,George Kittle,2,4,24,12.0,20,1,0,0,0,0,0,1,4.4,4.4,99.1%,SF,4,2022
38,Mike Gesicki,2,4,23,11.5,21,1,0,0,0,0,0,1,4.3,4.3,3.0%,CIN,4,2022
39,Jelani Woods,1,1,33,33.0,33,1,0,0,0,0,0,1,4.3,4.3,0.7%,IND,4,2022
40,Dan Arnold,1,1,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,FA,4,2022
41,Kyle Pitts,1,4,25,25.0,25,1,0,0,0,0,0,1,3.5,3.5,97.2%,ATL,4,2022
42,Mark Andrews,2,5,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,99.8%,BAL,4,2022
43,Eric Saubert,1,2,25,25.0,25,1,0,0,0,0,0,1,3.5,3.5,0.0%,SF,4,2022
44,Trevon Wesco,1,2,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,0.0%,FA,4,2022
45,Hunter Henry,2,4,13,6.5,7,0,0,0,0,0,0,1,3.3,3.3,19.0%,NE,4,2022
46,Parker Hesse,1,1,22,22.0,22,1,0,0,0,0,0,1,3.2,3.2,0.0%,DET,4,2022
47,Ko Kieft,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,TB,4,2022
48,Tanner Hudson,1,2,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.1%,CIN,4,2022
49,Mitchell Wilcox,1,1,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.0%,NE,4,2022
50,Evan Engram,1,1,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,97.1%,JAC,4,2022
51,Jake Ferguson,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,93.8%,DAL,4,2022
52,Kendall Blanton,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,4,2022
53,Ian Thomas,1,3,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,CAR,4,2022
54,Austin Hooper,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.2%,NE,4,2022
55,Tre' McKitty,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,4,2022
56,Zach Gentry,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,4,2022
57,Chris Manhertz,1,1,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,NYG,4,2022
58,Mason Schreck,1,1,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,FA,4,2022
59,Devin Asiasi,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
60,Josiah Deguara,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,4,2022
61,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,4,2022
62,Stephen Sullivan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
63,Charlie Woerner,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,4,2022
64,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
65,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,4,2022
66,Brock Wright,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DET,4,2022
67,Quintin Morris,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,BUF,4,2022
68,Peyton Hendershot,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,KC,4,2022
69,Austin Allen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
70,Johnny Mundt,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.5%,MIN,4,2022
71,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
72,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIA,4,2022
73,Ross Dwelley,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ATL,4,2022
74,Dalton Schultz,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,79.8%,HOU,4,2022
75,Stephen Anderson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
76,C.J. Uzomah,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,4,2022
