Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mike Gesicki,6,7,69,11.5,18,0,2,0,0,0,0,1,24.9,24.9,3.0%,CIN,6,2022
2,Mark Andrews,7,11,106,15.1,18,0,1,0,0,0,0,1,23.6,23.6,99.8%,BAL,6,2022
3,Travis Kelce,8,10,108,13.5,25,2,0,1,4,0,0,1,19.2,19.2,100.0%,KC,6,2022
4,Robert Tonyan,10,12,90,9.0,16,0,0,0,0,0,0,1,19.0,19.0,0.0%,MIN,6,2022
5,George Kittle,8,10,83,10.4,19,0,0,0,0,0,0,1,16.3,16.3,99.1%,SF,6,2022
6,Hunter Henry,4,7,61,15.3,31,1,1,0,0,0,0,1,16.1,16.1,19.0%,NE,6,2022
7,Daniel Bellinger,5,5,38,7.6,10,0,1,0,0,0,0,1,14.8,14.8,0.3%,NYG,6,2022
8,Zach Ertz,7,10,70,10.0,32,1,0,0,0,0,0,1,14.0,14.0,3.1%,WAS,6,2022
9,Jake Ferguson,4,6,40,10.0,22,1,1,0,0,0,0,1,14.0,14.0,93.8%,DAL,6,2022
10,Dawson Knox,3,3,37,12.3,20,1,1,0,0,0,0,1,12.7,12.7,3.6%,BUF,6,2022
11,Greg Dulcich,2,3,44,22.0,39,1,1,0,0,0,0,1,12.4,12.4,1.6%,DEN,6,2022
12,Kyle Pitts,3,3,19,6.3,7,0,1,0,0,0,0,1,10.9,10.9,97.2%,ATL,6,2022
13,Irv Smith Jr.,4,4,7,1.8,4,0,1,0,0,0,0,1,10.7,10.7,0.1%,FA,6,2022
14,Jelani Woods,2,3,27,13.5,17,0,1,0,0,0,0,1,10.7,10.7,0.7%,IND,6,2022
15,Noah Fant,6,7,45,7.5,15,0,0,0,0,0,0,1,10.5,10.5,19.4%,SEA,6,2022
16,Evan Engram,5,6,40,8.0,16,0,0,0,0,0,0,1,9.0,9.0,97.1%,JAC,6,2022
17,David Njoku,3,6,58,19.3,33,2,0,0,0,0,0,1,8.8,8.8,93.2%,CLE,6,2022
18,Donald Parham Jr.,3,3,53,17.7,24,1,0,0,0,0,0,1,8.3,8.3,0.0%,DEN,6,2022
19,Jonnu Smith,2,2,61,30.5,53,1,0,0,0,0,0,1,8.1,8.1,5.5%,MIA,6,2022
20,Juwan Johnson,4,6,41,10.3,20,1,0,0,0,0,0,1,8.1,8.1,7.8%,NO,6,2022
21,Gerald Everett,5,7,29,5.8,9,0,0,0,0,0,0,1,7.9,7.9,0.8%,CHI,6,2022
22,Kylen Granson,4,4,38,9.5,17,0,0,0,0,0,0,1,7.8,7.8,0.4%,IND,6,2022
23,MyCole Pruitt,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.0%,PIT,6,2022
24,Connor Heyward,2,3,49,24.5,45,1,0,0,0,0,0,1,6.9,6.9,0.1%,PIT,6,2022
25,Hayden Hurst,3,3,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,2.2%,LAC,6,2022
26,Isaiah Likely,2,4,30,15.0,19,0,0,0,0,0,0,1,5.0,5.0,14.7%,BAL,6,2022
