Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Evan Engram,11,15,162,14.7,25,3,2,0,0,0,0,1,39.2,39.2,97.1%,JAC,14,2022
2,David Njoku,7,9,59,8.4,14,0,1,1,-2,0,0,1,18.7,18.7,93.2%,CLE,14,2022
3,Chigoziem Okonkwo,6,6,45,7.5,15,0,1,1,0,0,0,1,18.5,18.5,15.7%,TEN,14,2022
4,Dalton Schultz,6,10,87,14.5,22,2,0,0,0,0,0,1,14.7,14.7,79.8%,HOU,14,2022
5,Dawson Knox,4,7,41,10.3,24,1,1,0,0,0,0,1,14.1,14.1,3.6%,BUF,14,2022
6,Pat Freiermuth,3,6,33,11.0,14,0,1,0,0,0,0,1,12.3,12.3,72.9%,PIT,14,2022
7,Austin Hooper,5,5,68,13.6,24,1,0,0,0,0,0,1,11.8,11.8,0.2%,NE,14,2022
8,T.J. Hockenson,6,8,77,12.8,21,1,0,0,0,0,1,1,11.7,11.7,76.0%,MIN,14,2022
9,Travis Kelce,4,9,71,17.8,37,1,0,0,0,0,0,1,11.1,11.1,100.0%,KC,14,2022
10,Hunter Henry,3,3,70,23.3,39,2,0,0,0,0,0,1,10.0,10.0,19.0%,NE,14,2022
11,Gerald Everett,5,8,28,5.6,11,0,0,0,0,0,0,1,7.8,7.8,0.8%,CHI,14,2022
12,Tyler Conklin,5,8,28,5.6,7,0,0,0,0,0,0,1,7.8,7.8,29.0%,NYJ,14,2022
13,Noah Gray,3,3,45,15.0,25,1,0,0,0,0,0,1,7.5,7.5,0.4%,KC,14,2022
14,Greg Dulcich,3,8,42,14.0,23,1,0,0,0,0,0,1,7.2,7.2,1.6%,DEN,14,2022
15,George Kittle,4,5,28,7.0,15,0,0,0,0,0,0,1,6.8,6.8,99.1%,SF,14,2022
16,Cade Otton,4,5,28,7.0,11,0,0,0,0,0,0,1,6.8,6.8,14.1%,TB,14,2022
17,Trey McBride,3,6,28,9.3,15,0,0,0,0,0,0,1,5.8,5.8,98.8%,ARI,14,2022
18,Daniel Bellinger,3,3,19,6.3,11,0,0,0,0,0,0,1,4.9,4.9,0.3%,NYG,14,2022
19,Grant Calcaterra,2,4,24,12.0,13,0,0,0,0,0,0,1,4.4,4.4,0.1%,PHI,14,2022
20,Will Dissly,2,3,20,10.0,12,0,0,0,0,0,0,1,4.0,4.0,0.6%,LAC,14,2022
21,Jack Stoll,2,2,20,10.0,14,0,0,0,0,0,0,1,4.0,4.0,0.0%,PHI,14,2022
22,Shane Zylstra,2,2,18,9.0,14,0,0,0,0,0,0,1,3.8,3.8,0.0%,DET,14,2022
23,Mark Andrews,2,6,17,8.5,10,0,0,0,0,0,0,1,3.7,3.7,99.8%,BAL,14,2022
