Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,George Kittle,4,5,93,23.3,54,2,2,0,0,0,0,1,25.3,25.3,99.1%,SF,15,2022
2,Juwan Johnson,4,6,67,16.8,22,1,2,0,0,0,0,1,22.7,22.7,7.8%,NO,15,2022
3,Dawson Knox,6,8,98,16.3,45,2,1,0,0,0,0,1,21.8,21.8,3.6%,BUF,15,2022
4,Travis Kelce,10,10,105,10.5,18,0,0,0,0,0,0,1,20.5,20.5,100.0%,KC,15,2022
5,C.J. Uzomah,2,2,41,20.5,40,1,2,0,0,0,0,1,18.1,18.1,0.0%,FA,15,2022
6,Evan Engram,8,10,62,7.8,13,0,0,0,0,0,0,1,14.2,14.2,97.1%,JAC,15,2022
7,Noah Fant,5,6,32,6.4,12,0,1,0,0,0,0,1,14.2,14.2,19.4%,SEA,15,2022
8,Darren Waller,3,3,48,16.0,25,2,1,0,0,0,0,1,13.8,13.8,2.9%,FA,15,2022
9,Tyler Higbee,4,5,27,6.8,8,0,1,0,0,0,0,1,12.7,12.7,1.3%,LAR,15,2022
10,Mitchell Wilcox,3,3,34,11.3,19,0,1,0,0,0,0,1,12.4,12.4,0.0%,NE,15,2022
11,Brock Wright,1,2,51,51.0,51,1,1,0,0,0,0,1,12.1,12.1,0.1%,DET,15,2022
12,Eric Tomlinson,3,3,28,9.3,18,0,1,0,0,0,0,1,11.8,11.8,0.0%,LAC,15,2022
13,Jordan Akins,3,6,22,7.3,12,0,1,0,0,0,0,1,11.2,11.2,0.1%,CLE,15,2022
14,Taysom Hill,0,0,0,0.0,0,0,0,7,30,0,0,1,10.2,10.2,45.9%,NO,15,2022
15,Chigoziem Okonkwo,4,5,54,13.5,28,1,0,1,6,0,0,1,10.0,10.0,15.7%,TEN,15,2022
16,Trey McBride,4,5,55,13.8,29,1,0,0,0,0,0,1,9.5,9.5,98.8%,ARI,15,2022
