Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Taysom Hill,0,0,0,0.0,0,0,0,9,112,3,0,1,34.1,34.1,45.9%,NO,5,2022
2,Travis Kelce,7,8,25,3.6,8,0,4,0,0,0,0,1,33.5,33.5,100.0%,KC,5,2022
3,Mark Andrews,8,10,89,11.1,20,1,1,0,0,0,0,1,22.9,22.9,99.8%,BAL,5,2022
4,Dallas Goedert,8,9,95,11.9,31,1,0,0,0,0,0,1,17.5,17.5,86.6%,PHI,5,2022
5,Hayden Hurst,6,7,53,8.8,19,0,1,0,0,0,0,1,17.3,17.3,2.2%,LAC,5,2022
6,David Njoku,6,6,88,14.7,38,1,0,0,0,0,0,1,14.8,14.8,93.2%,CLE,5,2022
7,Evan Engram,6,10,69,11.5,28,2,0,0,0,0,0,1,12.9,12.9,97.1%,JAC,5,2022
8,Tyler Higbee,7,10,46,6.6,10,0,0,0,0,0,0,1,11.6,11.6,1.3%,LAR,5,2022
9,Adam Trautman,2,3,32,16.0,22,1,1,0,0,0,0,1,11.2,11.2,0.1%,DEN,5,2022
10,Zach Ertz,6,10,48,8.0,11,0,0,0,0,0,0,1,10.8,10.8,3.1%,WAS,5,2022
11,Daniel Bellinger,2,3,22,11.0,11,0,0,1,2,1,0,1,10.4,10.4,0.3%,NYG,5,2022
12,Cade Otton,6,7,43,7.2,12,0,0,0,0,0,0,1,10.3,10.3,14.1%,TB,5,2022
13,Hunter Henry,4,5,54,13.5,23,1,0,0,0,0,0,1,9.4,9.4,19.0%,NE,5,2022
14,Zach Gentry,5,6,43,8.6,11,0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,5,2022
15,Eric Saubert,5,7,36,7.2,10,0,0,0,0,0,0,1,8.6,8.6,0.0%,SF,5,2022
16,Cole Kmet,4,4,45,11.3,23,1,0,0,0,0,0,1,8.5,8.5,56.2%,CHI,5,2022
17,Irv Smith Jr.,4,5,42,10.5,15,0,0,0,0,0,0,1,8.2,8.2,0.1%,FA,5,2022
18,Durham Smythe,1,1,8,8.0,8,0,0,1,1,1,0,1,7.9,7.9,0.1%,MIA,5,2022
19,Noah Fant,3,5,49,16.3,32,1,0,0,0,0,0,1,7.9,7.9,19.4%,SEA,5,2022
20,George Kittle,5,6,47,9.4,20,1,0,0,0,0,1,1,7.7,7.7,99.1%,SF,5,2022
21,Marcedes Lewis,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.0%,CHI,5,2022
22,John Bates,3,3,39,13.0,20,1,0,0,0,0,0,1,6.9,6.9,0.0%,WAS,5,2022
23,Robert Tonyan,4,4,23,5.8,14,0,0,0,0,0,0,1,6.3,6.3,0.0%,MIN,5,2022
24,Giovanni Ricci,3,3,27,9.0,12,0,0,0,0,0,0,1,5.7,5.7,0.0%,FA,5,2022
25,Quintin Morris,3,5,39,13.0,26,1,0,0,0,0,1,1,4.9,4.9,0.0%,BUF,5,2022
26,Jesper Horsted,3,3,19,6.3,9,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,5,2022
27,Jordan Akins,2,2,22,11.0,11,0,0,0,0,0,0,1,4.2,4.2,0.1%,CLE,5,2022
28,Will Dissly,2,3,21,10.5,15,0,0,0,0,0,0,1,4.1,4.1,0.6%,LAC,5,2022
29,Mike Gesicki,1,2,30,30.0,30,1,0,0,0,0,0,1,4.0,4.0,3.0%,CIN,5,2022
30,Josiah Deguara,2,2,19,9.5,12,0,0,0,0,0,0,1,3.9,3.9,0.0%,JAC,5,2022
31,Chris Manhertz,2,2,15,7.5,12,0,0,0,0,0,0,1,3.5,3.5,0.0%,NYG,5,2022
32,Pat Freiermuth,2,2,12,6.0,8,0,0,0,0,0,0,1,3.2,3.2,72.9%,PIT,5,2022
33,Connor Heyward,2,2,12,6.0,7,0,0,0,0,0,0,1,3.2,3.2,0.1%,PIT,5,2022
34,C.J. Uzomah,2,2,12,6.0,9,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,5,2022
35,Dan Arnold,1,2,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,5,2022
36,Ian Thomas,2,2,8,4.0,6,0,0,0,0,0,0,1,2.8,2.8,0.0%,CAR,5,2022
37,Isaiah Likely,2,2,7,3.5,5,0,0,0,0,0,0,1,2.7,2.7,14.7%,BAL,5,2022
38,Johnny Mundt,2,2,6,3.0,4,0,0,0,0,0,0,1,2.6,2.6,3.5%,MIN,5,2022
39,Kylen Granson,1,3,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.4%,IND,5,2022
40,Juwan Johnson,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,7.8%,NO,5,2022
41,Anthony Firkser,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,NYJ,5,2022
42,Parker Hesse,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,DET,5,2022
43,Noah Gray,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.4%,KC,5,2022
44,Austin Hooper,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.2%,NE,5,2022
45,Mo Alie-Cox,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.1%,IND,5,2022
46,T.J. Hockenson,1,4,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,76.0%,MIN,5,2022
47,Mason Schreck,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,5,2022
48,Geoff Swaim,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,5,2022
49,Albert Okwuegbunam Jr.,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,PHI,5,2022
50,Chris Myarick,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,5,2022
51,Gerald Everett,1,3,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.8%,CHI,5,2022
52,Ryan Griffin,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,5,2022
53,Tyler Davis,1,2,-3,-3.0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,GB,5,2022
54,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,5,2022
55,Harrison Bryant,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,5,2022
56,Josh Oliver,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIN,5,2022
57,Donald Parham Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,5,2022
