Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Julian Love,6,5,0.0,1,1,0,0,0,1,21.8,21.8,31.7%,SEA,12,2022
2,Derwin James Jr.,5,3,0.0,1,1,1,0,0,1,20.3,20.3,48.4%,LAC,12,2022
3,Quandre Diggs,3,3,0.0,2,2,0,0,0,1,19.8,19.8,0.7%,TEN,12,2022
4,L'Jarius Sneed,5,2,0.0,2,1,0,0,0,1,19.5,19.5,14.1%,TEN,12,2022
5,Jonathan Jones,6,1,0.0,3,1,0,0,0,1,19.3,19.3,0.2%,NE,12,2022
6,Michael Davis,5,1,1.0,2,0,0,0,0,1,17.8,17.8,0.1%,WAS,12,2022
7,Marcus Peters,6,2,0.0,0,0,0,1,0,1,17.0,17.0,2.0%,FA,12,2022
8,Marlon Humphrey,3,3,1.0,0,0,0,0,0,1,15.8,15.8,1.2%,BAL,12,2022
9,Marco Wilson,7,1,0.0,1,0,0,0,0,1,15.3,15.3,0.1%,NE,12,2022
10,Cam Taylor-Britt,7,1,0.0,0,0,1,0,0,1,15.3,15.3,6.3%,CIN,12,2022
11,Talanoa Hufanga,6,3,0.0,0,0,1,0,0,1,15.3,15.3,4.1%,SF,12,2022
12,Rudy Ford,6,3,0.0,0,0,1,0,0,1,15.3,15.3,0.1%,FA,12,2022
13,Nick Scott,4,3,0.0,1,1,0,0,0,1,14.8,14.8,0.1%,CAR,12,2022
14,Kenny Moore II,7,3,0.0,1,0,0,0,0,1,14.3,14.3,15.8%,IND,12,2022
15,Darrick Forrest,8,3,0.0,0,0,0,0,0,1,14.3,14.3,1.1%,WAS,12,2022
16,Taylor Rapp,7,5,0.0,0,0,0,0,0,1,14.3,14.3,5.6%,BUF,12,2022
17,Terrell Edmunds,4,2,1.0,0,0,0,0,0,1,14.0,14.0,0.6%,JAC,12,2022
18,Arthur Maulet,4,2,1.0,0,0,0,0,0,1,14.0,14.0,0.1%,BAL,12,2022
19,DeAndre Houston-Carson,6,3,0.0,0,0,0,0,0,1,13.8,13.8,0.0%,FA,12,2022
20,Jordan Poyer,8,2,0.0,0,0,0,0,0,1,13.5,13.5,3.1%,MIA,12,2022
21,Reed Blankenship,3,3,0.0,1,1,0,0,0,1,13.3,13.3,27.8%,PHI,12,2022
22,Rayshawn Jenkins,5,2,0.0,0,0,1,0,0,1,13.0,13.0,6.4%,SEA,12,2022
23,Jerry Jacobs,6,0,0.0,1,0,0,0,0,1,13.0,13.0,0.1%,FA,12,2022
24,Andre Cisco,6,1,0.0,2,0,0,0,0,1,12.8,12.8,1.0%,JAC,12,2022
25,Alohi Gilman,5,5,0.0,1,0,0,0,0,1,12.8,12.8,6.9%,LAC,12,2022
26,Kyle Dugger,8,1,0.0,0,0,0,0,0,1,12.8,12.8,17.4%,NE,12,2022
27,Mike Edwards,2,4,0.0,1,1,0,0,0,1,12.5,12.5,0.3%,BUF,12,2022
28,Jalen Pitre,7,0,0.0,1,0,0,0,0,1,12.0,12.0,12.7%,HOU,12,2022
29,Duron Harmon,7,0,0.0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,12,2022
30,Rasul Douglas,6,2,0.0,1,0,0,0,0,1,12.0,12.0,2.9%,BUF,12,2022
31,Xavien Howard,0,0,0.0,1,0,0,1,1,1,11.5,11.5,0.6%,FA,12,2022
32,Jason Pinnock,7,1,0.0,0,0,0,0,0,1,11.3,11.3,3.5%,NYG,12,2022
33,Dane Jackson,6,1,0.0,1,0,0,0,0,1,11.3,11.3,0.3%,CAR,12,2022
34,Mike Hilton,6,1,0.0,1,0,0,0,0,1,11.3,11.3,4.2%,CIN,12,2022
35,Nick McCloud,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.1%,NYG,12,2022
36,Martin Emerson Jr.,3,1,0.0,4,0,0,0,0,1,11.3,11.3,0.6%,CLE,12,2022
37,Keanu Neal,4,4,0.5,0,0,0,0,0,1,11.0,11.0,0.1%,FA,12,2022
38,Rodney McLeod Jr.,3,3,0.0,1,0,0,0,0,1,10.8,10.8,0.6%,CLE,12,2022
39,Kamren Curl,6,2,0.0,0,0,0,0,0,1,10.5,10.5,13.3%,LAR,12,2022
40,Amani Hooker,6,2,0.0,0,0,0,0,0,1,10.5,10.5,19.7%,TEN,12,2022
41,Jaylon Johnson,5,2,0.0,1,0,0,0,0,1,10.5,10.5,1.8%,CHI,12,2022
42,Harrison Smith,7,0,0.0,0,0,0,0,0,1,10.5,10.5,5.9%,MIN,12,2022
43,Adrian Amos,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.1%,FA,12,2022
44,Kendall Fuller,1,1,0.0,2,1,0,0,0,1,10.3,10.3,2.0%,MIA,12,2022
45,Desmond King II,4,2,0.0,0,0,0,0,0,1,10.0,10.0,3.4%,FA,12,2022
46,Troy Hill,3,7,0.0,0,0,0,0,0,1,9.8,9.8,0.3%,CAR,12,2022
47,Trevon Diggs,6,1,0.0,0,0,0,0,0,1,9.8,9.8,11.9%,DAL,12,2022
48,Michael Jackson Sr.,4,3,0.0,1,0,0,0,0,1,9.8,9.8,0.1%,CAR,12,2022
49,Justin Simmons,4,5,0.0,0,0,0,0,0,1,9.8,9.8,2.8%,ATL,12,2022
50,Bryan Cook,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.5%,KC,12,2022
51,P.J. Locke,2,0,0.0,0,0,0,1,0,1,9.5,9.5,1.8%,DEN,12,2022
52,Rodarius Williams,1,0,0.0,2,1,0,0,0,1,9.5,9.5,0.0%,FA,12,2022
53,Josiah Scott,1,2,0.0,1,1,0,0,0,1,9.5,9.5,0.1%,FA,12,2022
54,Jalen Mills,3,1,0.0,1,0,0,0,0,1,9.3,9.3,0.1%,FA,12,2022
55,Antoine Winfield Jr.,5,2,0.0,0,0,0,0,0,1,9.0,9.0,66.8%,TB,12,2022
56,Pat Surtain II,5,0,0.0,1,0,0,0,0,1,9.0,9.0,4.8%,DEN,12,2022
57,Minkah Fitzpatrick,5,2,0.0,0,0,0,0,0,1,9.0,9.0,22.8%,PIT,12,2022
58,Antonio Hamilton Sr.,5,0,0.0,1,0,0,0,0,1,9.0,9.0,0.1%,ATL,12,2022
59,Duke Shelley,4,2,0.0,1,0,0,0,0,1,9.0,9.0,0.0%,NYG,12,2022
60,Levi Wallace,3,2,0.0,2,0,0,0,0,1,9.0,9.0,0.2%,DEN,12,2022
61,Kevin Byard III,5,2,0.0,0,0,0,0,0,1,9.0,9.0,20.7%,CHI,12,2022
62,Grant Delpit,4,2,0.0,1,0,0,0,0,1,9.0,9.0,11.3%,CLE,12,2022
63,DeShon Elliott,4,4,0.0,0,0,0,0,0,1,9.0,9.0,2.1%,PIT,12,2022
64,Jaire Alexander,4,2,0.0,1,0,0,0,0,1,9.0,9.0,2.9%,GB,12,2022
65,Chris Harris Jr.,5,2,0.0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,12,2022
66,Brandon Stephens,6,0,0.0,0,0,0,0,0,1,9.0,9.0,0.9%,BAL,12,2022
67,Paulson Adebo,2,4,0.0,2,0,0,0,0,1,9.0,9.0,10.7%,NO,12,2022
68,Trayvon Mullen Jr.,3,0,0.0,0,0,1,0,0,1,8.5,8.5,0.0%,BAL,12,2022
69,Adrian Phillips,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.1%,FA,12,2022
70,Damarri Mathis,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.1%,DEN,12,2022
71,Thomas Graham Jr.,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,PIT,12,2022
72,Stephon Gilmore,4,3,0.0,0,0,0,0,0,1,8.3,8.3,1.3%,MIN,12,2022
73,Carlton Davis III,3,1,0.0,2,0,0,0,0,1,8.3,8.3,1.1%,DET,12,2022
74,Devin McCourty,4,3,0.0,0,0,0,0,0,1,8.3,8.3,4.4%,FA,12,2022
75,Chuck Clark,4,3,0.0,0,0,0,0,0,1,8.3,8.3,1.5%,NYJ,12,2022
76,Denzel Ward,5,1,0.0,0,0,0,0,0,1,8.3,8.3,1.3%,CLE,12,2022
77,Jalen Ramsey,3,3,0.0,1,0,0,0,0,1,8.3,8.3,4.2%,MIA,12,2022
78,Kristian Fulton,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.2%,LAC,12,2022
79,Tony Brown II,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,CLE,12,2022
80,Verone McKinley III,1,0,0.0,1,1,0,0,0,1,8.0,8.0,0.1%,FA,12,2022
81,Eric Rowe,1,3,0.0,0,0,1,0,0,1,7.8,7.8,0.0%,FA,12,2022
82,Kindle Vildor,1,3,0.0,1,0,0,0,0,1,7.8,7.8,0.0%,DET,12,2022
83,Xavier Woods,3,2,0.0,1,0,0,0,0,1,7.5,7.5,1.6%,CAR,12,2022
84,Ryan Neal,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.1%,FA,12,2022
85,Sam Webb,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,LV,12,2022
86,Jaycee Horn,4,2,0.0,0,0,0,0,0,1,7.5,7.5,2.1%,CAR,12,2022
87,Deommodore Lenoir,5,0,0.0,0,0,0,0,0,1,7.5,7.5,4.5%,SF,12,2022
88,Darius Slay Jr.,4,0,0.0,1,0,0,0,0,1,7.5,7.5,2.7%,PHI,12,2022
89,D.J. Reed Jr.,4,2,0.0,0,0,0,0,0,1,7.5,7.5,3.4%,NYJ,12,2022
90,Eli Apple,2,2,0.0,2,0,0,0,0,1,7.5,7.5,0.0%,FA,12,2022
91,John Johnson III,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.4%,LAR,12,2022
92,DaRon Bland,5,0,0.0,0,0,0,0,0,1,7.5,7.5,7.9%,DAL,12,2022
93,Kader Kohou,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.6%,MIA,12,2022
94,Tyrann Mathieu,3,0,0.0,0,0,0,0,0,1,7.0,7.0,3.1%,NO,12,2022
95,Keisean Nixon,3,0,0.0,0,0,0,0,0,1,7.0,7.0,23.9%,GB,12,2022
96,M.J. Stewart Jr.,2,0,0.0,0,0,0,1,0,1,7.0,7.0,7.6%,HOU,12,2022
97,T.J. Carrie,1,2,0.0,0,0,0,1,0,1,7.0,7.0,1.0%,FA,12,2022
98,Bryce Callahan,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,12,2022
99,Vonn Bell,3,3,0.0,0,0,0,0,0,1,6.8,6.8,1.2%,CIN,12,2022
100,Jaylinn Hawkins,3,3,0.0,0,0,0,0,0,1,6.8,6.8,13.1%,NE,12,2022
101,Jordan Whitehead,4,1,0.0,0,0,0,0,0,1,6.8,6.8,6.6%,TB,12,2022
102,Damar Hamlin,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.2%,BUF,12,2022
103,Mike Hughes,2,3,0.0,1,0,0,0,0,1,6.8,6.8,0.1%,ATL,12,2022
104,Lamarcus Joyner,2,3,0.0,1,0,0,0,0,1,6.8,6.8,0.0%,FA,12,2022
105,Budda Baker,4,1,0.0,0,0,0,0,0,1,6.8,6.8,20.2%,ARI,12,2022
106,Cor'Dale Flott,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.1%,NYG,12,2022
107,Darren Hall,2,5,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,ARI,12,2022
108,Elijah Hicks,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.1%,CHI,12,2022
109,James Pierre,0,0,0.0,1,1,0,0,0,1,6.5,6.5,0.0%,FA,12,2022
110,Andrew Wingard,1,1,0.0,0,0,1,0,0,1,6.3,6.3,0.1%,JAC,12,2022
111,Tavierre Thomas,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,TB,12,2022
112,Darnay Holmes,2,0,0.0,2,0,0,0,0,1,6.0,6.0,0.1%,LV,12,2022
113,Trent McDuffie,2,0,0.0,2,0,0,0,0,1,6.0,6.0,17.3%,KC,12,2022
114,C.J. Henderson,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,FA,12,2022
115,Rock Ya-Sin,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,SF,12,2022
116,Coby Bryant,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,SEA,12,2022
117,Tre'von Moehrig,3,0,0.0,1,0,0,0,0,1,6.0,6.0,1.1%,LV,12,2022
118,Jayron Kearse,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,FA,12,2022
119,Jevon Holland,4,0,0.0,0,0,0,0,0,1,6.0,6.0,9.3%,MIA,12,2022
120,Will Harris,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,NO,12,2022
121,Steven Nelson,3,0,0.0,1,0,0,0,0,1,6.0,6.0,0.2%,FA,12,2022
122,Richie Grant,2,4,0.0,0,0,0,0,0,1,6.0,6.0,1.7%,ATL,12,2022
123,Tyson Campbell,1,0,0.0,0,0,0,1,0,1,5.5,5.5,8.1%,JAC,12,2022
124,Alontae Taylor,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.4%,NO,12,2022
125,Kerby Joseph,2,3,0.0,0,0,0,0,0,1,5.3,5.3,13.6%,DET,12,2022
126,Camryn Bynum,2,1,0.0,1,0,0,0,0,1,5.3,5.3,48.3%,MIN,12,2022
127,Tre Avery,1,1,0.0,2,0,0,0,0,1,5.3,5.3,0.1%,TEN,12,2022
128,Charvarius Ward,2,3,0.0,0,0,0,0,0,1,5.3,5.3,15.4%,SF,12,2022
129,Eddie Jackson,2,1,0.0,1,0,0,0,0,1,5.3,5.3,0.4%,BAL,12,2022
130,Jalen Thompson,3,1,0.0,0,0,0,0,0,1,5.3,5.3,8.1%,ARI,12,2022
131,James Bradberry IV,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.2%,PHI,12,2022
132,Brandon Facyson,2,0,0.0,1,0,0,0,0,1,4.5,4.5,0.1%,FA,12,2022
133,Taron Johnson,3,0,0.0,0,0,0,0,0,1,4.5,4.5,17.2%,BUF,12,2022
134,Kareem Jackson,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.1%,BUF,12,2022
135,Roger McCreary,2,0,0.0,1,0,0,0,0,1,4.5,4.5,4.4%,TEN,12,2022
136,Anthony Brown,2,0,0.0,1,0,0,0,0,1,4.5,4.5,0.1%,CAR,12,2022
137,Justin Reid,3,0,0.0,0,0,0,0,0,1,4.5,4.5,32.1%,KC,12,2022
138,Myles Bryant,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.7%,HOU,12,2022
139,Jimmie Ward,1,2,0.0,1,0,0,0,0,1,4.5,4.5,1.6%,HOU,12,2022
140,Geno Stone,3,0,0.0,0,0,0,0,0,1,4.5,4.5,1.5%,CIN,12,2022
141,Julian Blackmon,2,2,0.0,0,0,0,0,0,1,4.5,4.5,6.1%,IND,12,2022
142,Marcus Maye,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.2%,MIA,12,2022
143,Christian Benford,2,2,0.0,0,0,0,0,0,1,4.5,4.5,3.2%,BUF,12,2022
144,Marcus Epps,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.8%,LV,12,2022
145,Roderic Teamer,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,12,2022
146,Jamel Dean,3,0,0.0,0,0,0,0,0,1,4.5,4.5,6.1%,TB,12,2022
147,Delarrin Turner-Yell,0,0,0.0,0,0,0,1,0,1,4.0,4.0,0.1%,DEN,12,2022
148,Robert Rochell,0,0,0.0,0,0,0,1,0,1,4.0,4.0,0.0%,GB,12,2022
149,Patrick Peterson,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.6%,FA,12,2022
150,Riq Woolen,1,3,0.0,0,0,0,0,0,1,3.8,3.8,1.0%,SEA,12,2022
151,Chandon Sullivan,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,FA,12,2022
152,Jessie Bates III,1,3,0.0,0,0,0,0,0,1,3.8,3.8,67.6%,ATL,12,2022
153,Joshua Williams,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.2%,KC,12,2022
154,Darious Williams,2,1,0.0,0,0,0,0,0,1,3.8,3.8,2.2%,LAR,12,2022
155,Michael Carter II,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,NYJ,12,2022
156,Sean Murphy-Bunting,2,0,0.0,0,0,0,0,0,1,3.0,3.0,1.6%,ARI,12,2022
157,Amani Oruwariye,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,DAL,12,2022
158,Cameron Sutton,1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.0%,PIT,12,2022
159,Asante Samuel Jr.,2,0,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,LAC,12,2022
160,Sauce Gardner,1,2,0.0,0,0,0,0,0,1,3.0,3.0,8.9%,NYJ,12,2022
161,Donovan Wilson,2,0,0.0,0,0,0,0,0,1,3.0,3.0,11.1%,DAL,12,2022
162,Tashaun Gipson Sr.,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,JAC,12,2022
163,Derion Kendrick,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,LAR,12,2022
164,Elijah Molden,2,0,0.0,0,0,0,0,0,1,3.0,3.0,2.6%,LAC,12,2022
165,A.J. Terrell,1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.9%,ATL,12,2022
166,Keion Crossen,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
167,A.J. Green III,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
168,Tyler Hall,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
169,Jonathan Owens,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.7%,CHI,12,2022
170,Christian Holmes,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
171,Jaylon Jones,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,CHI,12,2022
172,David Long Jr.,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
173,Bradley Roby,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2022
174,Bobby McCain,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,MIN,12,2022
175,Jabrill Peppers,0,2,0.0,0,0,0,0,0,1,1.5,1.5,4.0%,NE,12,2022
176,Malik Hooker,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.5%,DAL,12,2022
177,Dee Delaney,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,BUF,12,2022
178,Eric Murray,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.1%,HOU,12,2022
179,Chris Claybrooks,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,12,2022
180,Ronnie Harrison Jr.,1,0,0.0,0,0,0,0,0,1,1.5,1.5,3.1%,FA,12,2022
181,Keith Taylor Jr.,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,KC,12,2022
182,Isaiah Rodgers Sr.,1,0,0.0,0,0,0,0,0,1,1.5,1.5,3.8%,PHI,12,2022
183,Isaiah Oliver,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.1%,NYJ,12,2022
184,Chris Board,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.1%,BAL,12,2022
185,K'Von Wallace,0,0,0.0,1,0,0,0,0,1,1.5,1.5,0.2%,SEA,12,2022
186,Damontae Kazee,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.6%,PIT,12,2022
187,Jack Jones,1,0,0.0,0,0,0,0,0,1,1.5,1.5,1.1%,LV,12,2022
188,Andrew Adams,0,0,0.0,1,0,0,0,0,1,1.5,1.5,4.0%,FA,12,2022
189,C.J. Gardner-Johnson,1,0,0.0,0,0,0,0,0,1,1.5,1.5,7.9%,PHI,12,2022
190,C.J. Moore,1,0,0.0,0,0,0,0,0,1,1.5,1.5,13.1%,FA,12,2022
191,Jeremy Chinn,1,0,0.0,0,0,0,0,0,1,1.5,1.5,4.1%,WAS,12,2022
192,Justin Evans,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,12,2022
193,Josh Jones,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,12,2022
194,Tevaughn Campbell,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,12,2022
195,Essang Bassey,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,12,2022
196,Tre Flowers,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,JAC,12,2022
197,P.J. Williams,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,12,2022
198,Zyon McCollum,0,1,0.0,0,0,0,0,0,1,0.8,0.8,1.1%,TB,12,2022
199,Amik Robertson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,DET,12,2022
200,Isaiah Simmons,8,0,1.0,1,0,0,0,0,1,0.0,0.0,5.6%,NYG,12,2022
201,Nahshon Wright,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,MIN,12,2022
202,Brandin Echols,0,0,0.0,0,0,0,0,0,1,0.0,0.0,19.6%,NYJ,12,2022
203,Mark Webb Jr.,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,12,2022
204,Tre Brown,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,SEA,12,2022
205,Kaiir Elam,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,BUF,12,2022
206,Eric Stokes,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,GB,12,2022
207,Ambry Thomas,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,SF,12,2022
