Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Bass,3,3,100.0,58,0,0,0,0,3,3,3,1,18.0,18.0,40.1%,BUF,10,2020
2,Ryan Succop,4,4,100.0,40,0,3,0,1,0,4,5,1,17.0,17.0,0.0%,FA,10,2020
3,Zane Gonzalez,4,4,100.0,45,0,2,0,2,0,2,2,1,16.0,16.0,0.1%,FA,10,2020
4,Matt Prater,3,3,100.0,59,0,0,1,0,2,3,3,1,16.0,16.0,3.7%,ARI,10,2020
5,Daniel Carlson,3,3,100.0,52,0,2,0,0,1,4,4,1,15.0,15.0,9.8%,LV,10,2020
6,Chris Boswell,3,3,100.0,45,0,0,1,2,0,3,3,1,14.0,14.0,4.4%,PIT,10,2020
7,Jason Sanders,3,4,75.0,50,0,0,1,1,1,2,2,1,14.0,14.0,49.7%,MIA,10,2020
8,Jason Myers,3,3,100.0,61,0,0,2,0,1,1,1,1,12.0,12.0,8.8%,SEA,10,2020
9,Rodrigo Blankenship,2,2,100.0,43,0,1,0,1,0,4,4,1,11.0,11.0,0.1%,FA,10,2020
10,Dustin Hopkins,2,3,66.7,41,0,0,1,1,0,3,3,1,10.0,10.0,20.7%,CLE,10,2020
11,Graham Gano,2,2,100.0,44,0,0,1,1,0,3,3,1,10.0,10.0,1.0%,NYG,10,2020
12,Wil Lutz,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,1.5%,DEN,10,2020
13,Chase McLaughlin,2,2,100.0,52,0,0,1,0,1,2,2,1,10.0,10.0,3.7%,TB,10,2020
14,Dan Bailey,2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,0.0%,FA,10,2020
15,Cairo Santos,2,2,100.0,42,0,1,0,1,0,1,1,1,8.0,8.0,28.4%,CHI,10,2020
16,Robbie Gould,2,2,100.0,40,0,0,1,1,0,1,1,1,8.0,8.0,0.1%,FA,10,2020
17,Brandon McManus,2,2,100.0,50,0,0,1,0,1,0,0,1,8.0,8.0,0.1%,FA,10,2020
18,Stephen Gostkowski,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,0.1%,FA,10,2020
19,Mason Crosby,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,10,2020
20,Joey Slye,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.2%,NE,10,2020
21,Cody Parkey,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,10,2020
22,Justin Tucker,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,99.8%,BAL,10,2020
23,Nick Folk,1,1,100.0,20,0,1,0,0,0,2,3,1,5.0,5.0,2.5%,TEN,10,2020
24,Kai Forbath,1,1,100.0,23,0,1,0,0,0,2,3,1,5.0,5.0,3.0%,LAR,10,2020
25,Randy Bullock,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,10,2020
26,Jake Elliott,1,1,100.0,40,0,0,0,1,0,0,0,1,4.0,4.0,95.3%,PHI,10,2020
27,Michael Badgley,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1%,DET,10,2020
28,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,89.8%,HOU,10,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,10,2020
