Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Younghoe Koo,5,5,100.0,54,0,1,3,0,1,4,4,1,21.0,21.0,79.8%,ATL,12,2020
2,Graham Gano,4,4,100.0,49,0,0,2,2,0,1,1,1,15.0,15.0,1.0%,NYG,12,2020
3,Robbie Gould,3,4,75.0,46,0,0,0,3,0,2,2,1,14.0,14.0,0.1%,FA,12,2020
4,Jason Sanders,2,2,100.0,54,0,0,0,0,2,2,2,1,12.0,12.0,49.7%,MIA,12,2020
5,Jason Myers,3,3,100.0,44,0,0,2,1,0,2,2,1,12.0,12.0,8.8%,SEA,12,2020
6,Dustin Hopkins,2,2,100.0,36,0,1,1,0,0,5,5,1,11.0,11.0,20.7%,CLE,12,2020
7,Tyler Bass,2,2,100.0,45,0,0,0,2,0,3,3,1,11.0,11.0,40.1%,BUF,12,2020
8,Ka'imi Fairbairn,2,2,100.0,42,0,1,0,1,0,3,4,1,10.0,10.0,89.8%,HOU,12,2020
9,Dan Bailey,2,2,100.0,53,0,1,0,0,1,2,2,1,10.0,10.0,0.0%,FA,12,2020
10,Greg Zuerlein,3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,52.1%,NYJ,12,2020
11,Joey Slye,2,4,50.0,40,0,1,0,1,0,3,3,1,10.0,10.0,0.2%,NE,12,2020
12,Nick Folk,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,2.5%,TEN,12,2020
13,Cody Parkey,2,2,100.0,45,0,1,0,1,0,3,3,1,10.0,10.0,0.1%,FA,12,2020
14,Matt Gay,2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,30.7%,IND,12,2020
15,Stephen Gostkowski,1,1,100.0,49,0,0,0,1,0,6,6,1,10.0,10.0,0.1%,FA,12,2020
16,Harrison Butker,2,2,100.0,29,1,1,0,0,0,3,3,1,9.0,9.0,98.8%,KC,12,2020
17,Aldrick Rosas,2,3,66.7,54,0,1,0,0,1,1,1,1,9.0,9.0,0.0%,FA,12,2020
18,Wil Lutz,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,1.5%,DEN,12,2020
19,Chris Boswell,2,2,100.0,27,0,2,0,0,0,1,2,1,7.0,7.0,4.4%,PIT,12,2020
20,Ryan Succop,1,1,100.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.0%,FA,12,2020
21,Daniel Carlson,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,9.8%,LV,12,2020
22,Zane Gonzalez,1,2,50.0,47,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,12,2020
23,Randy Bullock,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,12,2020
24,Cairo Santos,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,28.4%,CHI,12,2020
25,Brandon McManus,1,1,100.0,58,0,0,0,0,1,0,0,1,5.0,5.0,0.1%,FA,12,2020
26,Mason Crosby,0,0,0.0,0,0,0,0,0,0,5,6,1,5.0,5.0,0.1%,FA,12,2020
27,Matt Prater,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,3.7%,ARI,12,2020
28,Jake Elliott,1,1,100.0,42,0,0,0,1,0,0,1,1,4.0,4.0,95.3%,PHI,12,2020
29,Sergio Castillo,1,2,50.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
30,Michael Badgley,1,1,100.0,27,0,1,0,0,0,0,1,1,3.0,3.0,1.1%,DET,12,2020
31,Justin Tucker,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,99.8%,BAL,12,2020
32,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,12,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,12,2020
