Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Younghoe Koo,4,4,100.0,42,0,1,1,2,0,3,3,1,17.0,17.0,79.8%,ATL,2,2020
2,Justin Tucker,4,4,100.0,47,0,1,2,1,0,3,3,1,16.0,16.0,99.8%,BAL,2,2020
3,Rodrigo Blankenship,4,4,100.0,44,0,1,2,1,0,2,2,1,15.0,15.0,0.1%,FA,2,2020
4,Zane Gonzalez,3,3,100.0,49,0,1,1,1,0,3,3,1,13.0,13.0,0.1%,FA,2,2020
5,Harrison Butker,3,3,100.0,58,0,0,1,0,2,0,1,1,13.0,13.0,98.8%,KC,2,2020
6,Randy Bullock,3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,13.0,0.0%,FA,2,2020
7,Ka'imi Fairbairn,3,3,100.0,45,0,0,1,2,0,1,1,1,12.0,12.0,89.8%,HOU,2,2020
8,Daniel Carlson,2,2,100.0,54,0,1,0,0,1,4,4,1,12.0,12.0,9.8%,LV,2,2020
9,Stephen Gostkowski,2,2,100.0,51,0,0,0,1,1,3,4,1,12.0,12.0,0.1%,FA,2,2020
10,Mason Crosby,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,0.1%,FA,2,2020
11,Jason Sanders,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,11.0,49.7%,MIA,2,2020
12,Greg Zuerlein,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,11.0,52.1%,NYJ,2,2020
13,Michael Badgley,2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,1.1%,DET,2,2020
14,Brandon McManus,2,3,66.7,49,0,1,0,1,0,1,1,1,8.0,8.0,0.1%,FA,2,2020
15,Robbie Gould,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,0.1%,FA,2,2020
16,Sam Ficken,2,2,100.0,41,0,1,0,1,0,1,1,1,8.0,8.0,0.0%,FA,2,2020
17,Tyler Bass,1,1,100.0,39,0,0,1,0,0,4,4,1,7.0,7.0,40.1%,BUF,2,2020
18,Graham Gano,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,1.0%,NYG,2,2020
19,Jake Elliott,2,2,100.0,38,0,0,2,0,0,1,1,1,7.0,7.0,95.3%,PHI,2,2020
20,Sam Sloman,1,1,100.0,30,0,0,1,0,0,4,5,1,7.0,7.0,0.0%,FA,2,2020
21,Ryan Succop,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,0.0%,FA,2,2020
22,Josh Lambo,1,1,100.0,35,0,0,1,0,0,3,4,1,6.0,6.0,0.1%,FA,2,2020
23,Nick Folk,1,2,50.0,25,0,1,0,0,0,3,3,1,6.0,6.0,2.5%,TEN,2,2020
24,Wil Lutz,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,6.0,1.5%,DEN,2,2020
25,Chris Boswell,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,4.4%,PIT,2,2020
26,Joey Slye,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,0.2%,NE,2,2020
27,Jason Myers,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,8.8%,SEA,2,2020
28,Cairo Santos,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,5.0,28.4%,CHI,2,2020
29,Cody Parkey,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,FA,2,2020
30,Dan Bailey,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,2,2020
31,Matt Prater,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,ARI,2,2020
32,Dustin Hopkins,1,1,100.0,24,0,1,0,0,0,0,0,1,3.0,3.0,20.7%,CLE,2,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,2,2020
