Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Greg Zuerlein,3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,52.1%,NYJ,14,2020
2,Mike Nugent,4,4,100.0,37,0,0,4,0,0,2,2,1,14.0,14.0,1.0%,FA,14,2020
3,Rodrigo Blankenship,3,3,100.0,35,0,2,1,0,0,5,5,1,14.0,14.0,0.1%,FA,14,2020
4,Dustin Hopkins,3,4,75.0,51,0,1,1,0,1,2,2,1,13.0,13.0,20.7%,CLE,14,2020
5,Jason Myers,2,2,100.0,41,0,1,0,1,0,4,5,1,11.0,11.0,8.8%,SEA,14,2020
6,Jason Sanders,2,3,66.7,44,0,0,1,1,0,3,3,1,10.0,10.0,49.7%,MIA,14,2020
7,Cairo Santos,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,28.4%,CHI,14,2020
8,Mason Crosby,1,1,100.0,57,0,0,0,0,1,4,4,1,9.0,9.0,0.1%,FA,14,2020
9,Justin Tucker,1,1,100.0,55,0,0,0,0,1,4,5,1,9.0,9.0,99.8%,BAL,14,2020
10,Michael Badgley,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,1.1%,DET,14,2020
11,Joey Slye,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,0.2%,NE,14,2020
12,Ryan Succop,2,2,100.0,48,1,0,0,1,0,2,3,1,9.0,9.0,0.0%,FA,14,2020
13,Stephen Gostkowski,1,1,100.0,53,0,0,0,0,1,4,4,1,9.0,9.0,0.1%,FA,14,2020
14,Daniel Carlson,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,9.8%,LV,14,2020
15,Harrison Butker,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,98.8%,KC,14,2020
16,Tyler Bass,2,2,100.0,34,0,1,1,0,0,2,3,1,8.0,8.0,40.1%,BUF,14,2020
17,Jake Elliott,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,95.3%,PHI,14,2020
18,Younghoe Koo,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,79.8%,ATL,14,2020
19,Matt Gay,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,30.7%,IND,14,2020
20,Matt Prater,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,3.7%,ARI,14,2020
21,Aldrick Rosas,1,2,50.0,53,0,0,0,0,1,1,1,1,6.0,6.0,0.0%,FA,14,2020
22,Cody Parkey,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.1%,FA,14,2020
23,Sergio Castillo,1,4,25.0,45,0,0,0,1,0,0,0,1,4.0,4.0,0.0%,FA,14,2020
24,Nick Folk,1,1,100.0,29,0,1,0,0,0,0,0,1,3.0,3.0,2.5%,TEN,14,2020
25,Wil Lutz,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,DEN,14,2020
26,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,0.1%,FA,14,2020
27,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,4.4%,PIT,14,2020
28,Robbie Gould,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,14,2020
29,Austin Seibert,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,14,2020
30,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,89.8%,HOU,14,2020
31,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,NYG,14,2020
32,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,14,2020
33,Dan Bailey,0,3,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,14,2020
