Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.0,49.7%,MIA,5,2020
2,Graham Gano,4,4,100.0,55,0,1,0,0,3,2,2,1,20.0,20.0,1.0%,NYG,5,2020
3,Wil Lutz,3,3,100.0,53,0,0,1,1,1,3,3,1,15.0,15.0,1.5%,DEN,5,2020
4,Greg Zuerlein,3,3,100.0,40,0,1,1,1,0,4,4,1,14.0,14.0,52.1%,NYJ,5,2020
5,Ryan Succop,4,4,100.0,46,0,1,2,1,0,1,1,1,14.0,14.0,0.0%,FA,5,2020
6,Younghoe Koo,3,3,100.0,54,0,0,1,1,1,1,1,1,13.0,13.0,79.8%,ATL,5,2020
7,Cody Parkey,3,3,100.0,46,0,1,1,1,0,3,3,1,13.0,13.0,0.1%,FA,5,2020
8,Ka'imi Fairbairn,3,3,100.0,46,0,0,2,1,0,3,3,1,13.0,13.0,89.8%,HOU,5,2020
9,Dan Bailey,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,11.0,0.0%,FA,5,2020
10,Joey Slye,3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,11.0,0.2%,NE,5,2020
11,Daniel Carlson,2,2,100.0,43,0,0,1,1,0,4,5,1,11.0,11.0,9.8%,LV,5,2020
12,Rodrigo Blankenship,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,0.1%,FA,5,2020
13,Justin Tucker,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,99.8%,BAL,5,2020
14,Chris Boswell,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,9.0,4.4%,PIT,5,2020
15,Cairo Santos,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,28.4%,CHI,5,2020
16,Zane Gonzalez,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,0.1%,FA,5,2020
17,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.1%,FA,5,2020
18,Sam Sloman,1,1,100.0,28,0,1,0,0,0,3,4,1,6.0,6.0,0.0%,FA,5,2020
19,Harrison Butker,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,98.8%,KC,5,2020
20,Tyler Bass,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,40.1%,BUF,5,2020
21,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,20.7%,CLE,5,2020
22,Robbie Gould,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,5,2020
23,Sam Ficken,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,FA,5,2020
24,Randy Bullock,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,5,2020
25,Michael Badgley,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,1.1%,DET,5,2020
26,Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,8.8%,SEA,5,2020
27,Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,95.3%,PHI,5,2020
28,Stephen Hauschka,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,5,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,5,2020
