Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,4,4,100.0,44,0,1,2,1,0,2,2,1,15.0,15.0,49.7%,MIA,16,2020
2,Austin Seibert,3,4,75.0,48,0,0,2,1,0,4,4,1,14.0,14.0,0.1%,FA,16,2020
3,Brandon McManus,3,4,75.0,52,0,0,1,0,2,1,1,1,14.0,14.0,0.1%,FA,16,2020
4,Michael Badgley,4,4,100.0,43,0,1,2,1,0,1,1,1,14.0,14.0,1.1%,DET,16,2020
5,Greg Zuerlein,3,3,100.0,35,0,2,1,0,0,4,4,1,13.0,13.0,52.1%,NYJ,16,2020
6,Daniel Carlson,4,4,100.0,38,0,3,1,0,0,1,2,1,13.0,13.0,9.8%,LV,16,2020
7,Matt Gay,3,3,100.0,51,0,0,1,1,1,0,0,1,12.0,12.0,30.7%,IND,16,2020
8,Cairo Santos,2,2,100.0,40,0,1,0,1,0,5,5,1,12.0,12.0,28.4%,CHI,16,2020
9,Wil Lutz,1,1,100.0,30,0,0,1,0,0,7,7,1,10.0,10.0,1.5%,DEN,16,2020
10,Jason Myers,2,2,100.0,49,0,0,0,2,0,2,2,1,10.0,10.0,8.8%,SEA,16,2020
11,Justin Tucker,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,99.8%,BAL,16,2020
12,Tyler Bass,1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,8.0,40.1%,BUF,16,2020
13,Graham Gano,2,2,100.0,42,0,0,1,1,0,1,1,1,8.0,8.0,1.0%,NYG,16,2020
14,Dustin Hopkins,2,2,100.0,48,0,1,0,1,0,1,1,1,8.0,8.0,20.7%,CLE,16,2020
15,Mike Nugent,2,2,100.0,43,0,1,0,1,0,0,0,1,7.0,7.0,1.0%,FA,16,2020
16,Harrison Butker,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,98.8%,KC,16,2020
17,Ka'imi Fairbairn,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,7.0,89.8%,HOU,16,2020
18,Rodrigo Blankenship,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,16,2020
19,Cody Parkey,1,1,100.0,44,0,0,0,1,0,1,2,1,5.0,5.0,0.1%,FA,16,2020
20,Jake Elliott,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,95.3%,PHI,16,2020
21,Sam Ficken,1,2,50.0,34,0,0,1,0,0,2,3,1,5.0,5.0,0.0%,FA,16,2020
22,Ryan Succop,0,1,0.0,0,0,0,0,0,0,5,7,1,5.0,5.0,0.0%,FA,16,2020
23,Aldrick Rosas,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.0%,FA,16,2020
24,Nick Folk,1,1,100.0,45,0,0,0,1,0,0,1,1,4.0,4.0,2.5%,TEN,16,2020
25,Matthew Wright,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,16,2020
26,Mason Crosby,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.1%,FA,16,2020
27,Dan Bailey,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.0%,FA,16,2020
28,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.2%,NE,16,2020
29,Robbie Gould,0,2,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,FA,16,2020
30,Younghoe Koo,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,79.8%,ATL,16,2020
31,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,16,2020
32,Matt Prater,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.7%,ARI,16,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,16,2020
