Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Prater,3,4,75.0,44,0,1,1,1,0,2,2,1,12.0,12.0,3.7%,ARI,1,2020
2,Mason Crosby,2,2,100.0,43,0,0,1,1,0,5,5,1,12.0,12.0,0.1%,FA,1,2020
3,Daniel Carlson,2,2,100.0,54,0,1,0,0,1,4,4,1,12.0,12.0,9.8%,LV,1,2020
4,Josh Lambo,2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,0.1%,FA,1,2020
5,Joey Slye,3,3,100.0,47,0,0,1,2,0,1,2,1,12.0,12.0,0.2%,NE,1,2020
6,Michael Badgley,3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,1.1%,DET,1,2020
7,Wil Lutz,2,2,100.0,29,0,2,0,0,0,4,4,1,10.0,10.0,1.5%,DEN,1,2020
8,Robbie Gould,2,2,100.0,52,0,1,0,0,1,2,2,1,10.0,10.0,0.1%,FA,1,2020
9,Randy Bullock,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,0.0%,FA,1,2020
10,Harrison Butker,2,2,100.0,29,1,1,0,0,0,4,4,1,10.0,10.0,98.8%,KC,1,2020
11,Dustin Hopkins,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,20.7%,CLE,1,2020
12,Justin Tucker,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,9.0,99.8%,BAL,1,2020
13,Tyler Bass,2,4,50.0,22,1,1,0,0,0,3,3,1,9.0,9.0,40.1%,BUF,1,2020
14,Chris Boswell,2,2,100.0,41,0,0,1,1,0,2,3,1,9.0,9.0,4.4%,PIT,1,2020
15,Cairo Santos,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,28.4%,CHI,1,2020
16,Jason Myers,1,1,100.0,42,0,0,0,1,0,5,5,1,9.0,9.0,8.8%,SEA,1,2020
17,Younghoe Koo,2,2,100.0,49,0,0,0,2,0,1,2,1,9.0,9.0,79.8%,ATL,1,2020
18,Rodrigo Blankenship,2,3,66.7,38,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,1,2020
19,Sam Sloman,2,3,66.7,35,0,0,2,0,0,2,2,1,8.0,8.0,0.0%,FA,1,2020
20,Zane Gonzalez,1,3,33.3,56,0,0,0,0,1,3,3,1,8.0,8.0,0.1%,FA,1,2020
21,Greg Zuerlein,1,2,50.0,33,0,0,1,0,0,2,2,1,5.0,5.0,52.1%,NYJ,1,2020
22,Ryan Succop,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,1,2020
23,Jake Elliott,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,95.3%,PHI,1,2020
24,Sam Ficken,1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,1,2020
25,Graham Gano,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,1.0%,NYG,1,2020
26,Jason Sanders,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,49.7%,MIA,1,2020
27,Dan Bailey,1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,1,2020
28,Stephen Gostkowski,1,4,25.0,25,0,1,0,0,0,1,2,1,4.0,4.0,0.1%,FA,1,2020
29,Nick Folk,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.5%,TEN,1,2020
30,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,1,2020
31,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,89.8%,HOU,1,2020
32,Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.1%,FA,1,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,1,2020
