Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Philadelphia Eagles,6,0,1,3,1,0,0,1,21.0,21.0,43.3%,PHI,8,2021
2,Denver Broncos,5,2,0,1,0,0,0,1,17.0,17.0,7.8%,DEN,8,2021
3,New Orleans Saints,3,2,1,1,1,0,0,1,15.0,15.0,64.3%,NO,8,2021
4,New England Patriots,3,2,0,0,1,0,0,1,13.0,13.0,2.9%,NE,8,2021
5,Seattle Seahawks,1,1,0,0,0,0,1,1,13.0,13.0,32.1%,SEA,8,2021
6,Tennessee Titans,1,2,1,1,1,0,0,1,12.0,12.0,1.1%,TEN,8,2021
7,Buffalo Bills,2,1,1,1,0,0,0,1,12.0,12.0,51.7%,BUF,8,2021
8,Carolina Panthers,3,2,0,0,0,0,0,1,11.0,11.0,1.0%,CAR,8,2021
9,Pittsburgh Steelers,4,0,1,1,0,0,0,1,10.0,10.0,91.3%,PIT,8,2021
10,Minnesota Vikings,3,1,1,2,0,0,0,1,8.0,8.0,33.7%,MIN,8,2021
11,Green Bay Packers,2,2,1,0,0,0,0,1,8.0,8.0,10.2%,GB,8,2021
12,Los Angeles Rams,5,1,0,1,0,0,0,1,7.0,7.0,1.4%,LAR,8,2021
13,New York Giants,2,1,1,2,0,0,0,1,7.0,7.0,3.3%,NYG,8,2021
14,Washington Commanders,4,0,1,1,0,0,0,1,7.0,7.0,1.0%,WAS,8,2021
15,Cincinnati Bengals,2,2,1,1,0,0,0,1,7.0,7.0,58.3%,CIN,8,2021
16,Kansas City Chiefs,3,1,0,1,0,0,0,1,6.0,6.0,79.3%,KC,8,2021
17,Indianapolis Colts,3,2,0,1,0,0,0,1,6.0,6.0,6.9%,IND,8,2021
18,San Francisco 49ers,4,1,0,1,0,0,0,1,6.0,6.0,99.0%,SF,8,2021
19,New York Jets,3,1,0,1,0,0,0,1,4.0,4.0,94.9%,NYJ,8,2021
20,Atlanta Falcons,0,0,1,1,0,0,0,1,3.0,3.0,11.4%,ATL,8,2021
21,Cleveland Browns,2,0,0,0,0,0,0,1,3.0,3.0,97.8%,CLE,8,2021
22,Los Angeles Chargers,1,0,1,1,0,0,0,1,3.0,3.0,9.6%,LAC,8,2021
23,Dallas Cowboys,1,0,0,1,0,0,0,1,2.0,2.0,98.7%,DAL,8,2021
24,Jacksonville Jaguars,3,0,0,0,0,0,0,1,2.0,2.0,19.9%,JAC,8,2021
25,Arizona Cardinals,1,0,0,1,0,0,0,1,1.0,1.0,0.4%,ARI,8,2021
26,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,0.0,0.0,6.5%,TB,8,2021
27,Miami Dolphins,0,0,0,1,0,0,0,1,0.0,0.0,77.9%,MIA,8,2021
28,Chicago Bears,0,0,0,0,0,0,0,1,-1.0,-1.0,46.1%,CHI,8,2021
29,Houston Texans,1,0,0,0,0,0,0,1,-3.0,-3.0,36.0%,HOU,8,2021
30,Detroit Lions,0,0,0,0,0,0,0,1,-4.0,-4.0,40.6%,DET,8,2021
