Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tampa Bay Buccaneers,4,3,2,3,0,0,0,1,21.0,21.0,6.5%,TB,7,2021
2,Tennessee Titans,4,1,2,3,0,0,0,1,17.0,17.0,1.1%,TEN,7,2021
3,New York Giants,6,1,0,0,0,1,0,1,17.0,17.0,3.3%,NYG,7,2021
4,Green Bay Packers,4,1,1,4,0,0,0,1,14.0,14.0,10.2%,GB,7,2021
5,New England Patriots,2,2,1,1,0,0,0,1,12.0,12.0,2.9%,NE,7,2021
6,Arizona Cardinals,2,0,1,1,0,0,0,1,11.0,11.0,0.4%,ARI,7,2021
7,Indianapolis Colts,2,2,2,2,0,0,0,1,11.0,11.0,6.9%,IND,7,2021
8,New Orleans Saints,5,0,0,0,0,0,0,1,9.0,9.0,64.3%,NO,7,2021
9,Seattle Seahawks,2,0,1,1,0,0,0,1,8.0,8.0,32.1%,SEA,7,2021
10,Los Angeles Rams,2,2,0,0,0,0,0,1,7.0,7.0,1.4%,LAR,7,2021
11,Houston Texans,4,1,0,0,0,1,0,1,7.0,7.0,36.0%,HOU,7,2021
12,Washington Commanders,3,0,1,2,0,0,0,1,7.0,7.0,1.0%,WAS,7,2021
13,Las Vegas Raiders,2,0,2,1,0,0,0,1,6.0,6.0,6.5%,LV,7,2021
14,Atlanta Falcons,1,2,0,0,0,0,0,1,6.0,6.0,11.4%,ATL,7,2021
15,Cincinnati Bengals,5,0,0,1,0,0,0,1,6.0,6.0,58.3%,CIN,7,2021
16,Cleveland Browns,2,1,0,0,0,0,0,1,5.0,5.0,97.8%,CLE,7,2021
17,San Francisco 49ers,1,0,2,3,0,0,0,1,4.0,4.0,99.0%,SF,7,2021
18,Denver Broncos,1,0,0,0,0,0,0,1,4.0,4.0,7.8%,DEN,7,2021
19,Miami Dolphins,1,1,1,1,0,0,0,1,4.0,4.0,77.9%,MIA,7,2021
20,Kansas City Chiefs,1,1,0,0,0,0,0,1,3.0,3.0,79.3%,KC,7,2021
21,Carolina Panthers,2,0,0,0,0,0,0,1,2.0,2.0,1.0%,CAR,7,2021
22,Philadelphia Eagles,0,1,0,0,0,0,0,1,1.0,1.0,43.3%,PHI,7,2021
23,Detroit Lions,1,0,0,0,0,0,0,1,0.0,0.0,40.6%,DET,7,2021
24,Baltimore Ravens,1,1,0,1,0,0,0,1,-1.0,-1.0,97.7%,BAL,7,2021
25,Chicago Bears,0,0,1,1,0,0,0,1,-2.0,-2.0,46.1%,CHI,7,2021
26,New York Jets,1,0,0,0,0,0,0,1,-3.0,-3.0,94.9%,NYJ,7,2021
