Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,4,4,0,0,1,0,0,1,28.0,28.0,2.9%,NE,11,2021
2,Houston Texans,2,4,1,2,0,0,0,1,16.0,16.0,36.0%,HOU,11,2021
3,Kansas City Chiefs,5,2,1,2,0,0,0,1,15.0,15.0,79.3%,KC,11,2021
4,Tampa Bay Buccaneers,2,2,1,1,0,0,0,1,12.0,12.0,6.5%,TB,11,2021
5,San Francisco 49ers,3,0,2,1,0,0,0,1,11.0,11.0,99.0%,SF,11,2021
6,Philadelphia Eagles,0,2,1,1,1,0,0,1,11.0,11.0,43.3%,PHI,11,2021
7,Cincinnati Bengals,2,1,1,1,0,0,0,1,10.0,10.0,58.3%,CIN,11,2021
8,Indianapolis Colts,1,3,1,1,0,0,0,1,10.0,10.0,6.9%,IND,11,2021
9,Baltimore Ravens,3,0,1,1,0,0,0,1,9.0,9.0,97.7%,BAL,11,2021
10,Chicago Bears,6,1,0,1,0,0,0,1,9.0,9.0,46.1%,CHI,11,2021
11,Detroit Lions,1,2,0,0,0,0,0,1,9.0,9.0,40.6%,DET,11,2021
12,Arizona Cardinals,4,0,0,1,0,0,0,1,8.0,8.0,0.4%,ARI,11,2021
13,Cleveland Browns,0,2,0,0,0,0,0,1,8.0,8.0,97.8%,CLE,11,2021
14,Dallas Cowboys,3,1,1,1,0,0,0,1,8.0,8.0,98.7%,DAL,11,2021
15,Atlanta Falcons,3,1,0,0,0,0,0,1,6.0,6.0,11.4%,ATL,11,2021
16,Miami Dolphins,2,0,1,1,0,0,0,1,5.0,5.0,77.9%,MIA,11,2021
17,Carolina Panthers,3,0,1,1,0,0,0,1,5.0,5.0,1.0%,CAR,11,2021
18,Las Vegas Raiders,3,0,1,1,0,0,0,1,4.0,4.0,6.5%,LV,11,2021
19,New Orleans Saints,3,0,1,1,0,0,0,1,4.0,4.0,64.3%,NO,11,2021
20,New York Giants,1,1,0,0,0,0,0,1,2.0,2.0,3.3%,NYG,11,2021
21,New York Jets,0,1,0,0,0,0,0,1,2.0,2.0,94.9%,NYJ,11,2021
22,Pittsburgh Steelers,2,1,0,0,0,0,0,1,2.0,2.0,91.3%,PIT,11,2021
23,Seattle Seahawks,2,0,0,2,0,0,0,1,2.0,2.0,32.1%,SEA,11,2021
24,Jacksonville Jaguars,2,0,0,1,0,0,0,1,1.0,1.0,19.9%,JAC,11,2021
25,Minnesota Vikings,2,0,0,1,0,0,0,1,1.0,1.0,33.7%,MIN,11,2021
26,Green Bay Packers,2,0,0,1,0,0,0,1,1.0,1.0,10.2%,GB,11,2021
27,Washington Commanders,1,0,0,0,0,0,0,1,1.0,1.0,1.0%,WAS,11,2021
28,Tennessee Titans,0,0,0,0,1,0,0,1,0.0,0.0,1.1%,TEN,11,2021
29,Los Angeles Chargers,3,0,0,1,0,0,0,1,-1.0,-1.0,9.6%,LAC,11,2021
30,Buffalo Bills,0,0,0,0,0,0,0,1,-4.0,-4.0,51.7%,BUF,11,2021
