Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chicago Bears,4,2,2,3,0,1,0,1,21.0,21.0,46.1%,CHI,17,2021
2,New Orleans Saints,7,1,1,1,0,0,0,1,15.0,15.0,64.3%,NO,17,2021
3,Tennessee Titans,4,1,1,1,0,0,0,1,15.0,15.0,1.1%,TEN,17,2021
4,Pittsburgh Steelers,9,2,0,0,0,0,0,1,14.0,14.0,91.3%,PIT,17,2021
5,Baltimore Ravens,1,2,1,1,1,0,0,1,14.0,14.0,97.7%,BAL,17,2021
6,Los Angeles Chargers,1,0,1,0,0,0,1,1,13.0,13.0,9.6%,LAC,17,2021
7,Los Angeles Rams,5,1,1,1,0,0,0,1,13.0,13.0,1.4%,LAR,17,2021
8,New England Patriots,2,3,0,0,0,0,0,1,12.0,12.0,2.9%,NE,17,2021
9,San Francisco 49ers,3,1,0,2,0,0,0,1,9.0,9.0,99.0%,SF,17,2021
10,Buffalo Bills,5,0,1,1,0,0,0,1,8.0,8.0,51.7%,BUF,17,2021
11,Atlanta Falcons,1,3,0,0,0,1,0,1,8.0,8.0,11.4%,ATL,17,2021
12,Indianapolis Colts,2,2,0,2,0,0,0,1,6.0,6.0,6.9%,IND,17,2021
13,Green Bay Packers,2,0,0,0,0,0,0,1,6.0,6.0,10.2%,GB,17,2021
14,Philadelphia Eagles,3,1,0,0,0,0,0,1,6.0,6.0,43.3%,PHI,17,2021
15,Seattle Seahawks,0,3,0,0,0,0,0,1,5.0,5.0,32.1%,SEA,17,2021
16,New York Giants,2,2,0,0,0,0,0,1,5.0,5.0,3.3%,NYG,17,2021
17,Cleveland Browns,2,1,0,1,0,0,0,1,4.0,4.0,97.8%,CLE,17,2021
18,Houston Texans,1,1,0,0,0,0,0,1,3.0,3.0,36.0%,HOU,17,2021
19,Kansas City Chiefs,4,0,0,0,0,0,0,1,3.0,3.0,79.3%,KC,17,2021
20,Tampa Bay Buccaneers,1,0,1,1,0,0,0,1,3.0,3.0,6.5%,TB,17,2021
21,Carolina Panthers,2,0,0,0,0,0,0,1,3.0,3.0,1.0%,CAR,17,2021
22,Arizona Cardinals,1,0,1,2,0,0,0,1,3.0,3.0,0.4%,ARI,17,2021
23,Washington Commanders,1,0,0,0,0,0,0,1,2.0,2.0,1.0%,WAS,17,2021
24,Las Vegas Raiders,1,0,0,1,0,0,0,1,2.0,2.0,6.5%,LV,17,2021
25,New York Jets,1,1,0,0,0,0,0,1,2.0,2.0,94.9%,NYJ,17,2021
26,Dallas Cowboys,1,0,0,0,0,0,0,1,1.0,1.0,98.7%,DAL,17,2021
27,Miami Dolphins,1,0,0,0,0,0,0,1,0.0,0.0,77.9%,MIA,17,2021
28,Denver Broncos,0,0,0,0,0,0,0,1,-1.0,-1.0,7.8%,DEN,17,2021
29,Cincinnati Bengals,0,0,0,0,0,0,0,1,-1.0,-1.0,58.3%,CIN,17,2021
30,Jacksonville Jaguars,0,0,0,0,0,0,0,1,-2.0,-2.0,19.9%,JAC,17,2021
31,Detroit Lions,1,0,0,0,0,0,0,1,-3.0,-3.0,40.6%,DET,17,2021
32,Minnesota Vikings,0,0,0,0,0,0,0,1,-4.0,-4.0,33.7%,MIN,17,2021
