Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Buffalo Bills,3,4,1,1,0,0,0,1,23.0,23.0,51.7%,BUF,4,2021
2,Baltimore Ravens,5,1,0,0,0,0,0,1,11.0,11.0,97.7%,BAL,4,2021
3,Tampa Bay Buccaneers,4,1,1,1,0,0,0,1,9.0,9.0,6.5%,TB,4,2021
4,Chicago Bears,4,0,2,2,0,0,0,1,9.0,9.0,46.1%,CHI,4,2021
5,Indianapolis Colts,3,0,2,1,0,0,0,1,8.0,8.0,6.9%,IND,4,2021
6,Cleveland Browns,2,1,0,0,0,0,0,1,8.0,8.0,97.8%,CLE,4,2021
7,Dallas Cowboys,5,2,0,0,0,0,0,1,8.0,8.0,98.7%,DAL,4,2021
8,Los Angeles Chargers,4,1,0,1,0,0,0,1,7.0,7.0,9.6%,LAC,4,2021
9,Green Bay Packers,2,1,1,1,0,0,0,1,7.0,7.0,10.2%,GB,4,2021
10,New York Jets,7,0,0,0,0,0,0,1,7.0,7.0,94.9%,NYJ,4,2021
11,Washington Commanders,1,0,0,1,0,0,1,1,6.0,6.0,1.0%,WAS,4,2021
12,Seattle Seahawks,2,1,1,0,0,0,0,1,6.0,6.0,32.1%,SEA,4,2021
13,Pittsburgh Steelers,3,0,1,1,0,0,0,1,5.0,5.0,91.3%,PIT,4,2021
14,Arizona Cardinals,0,1,1,1,0,0,0,1,5.0,5.0,0.4%,ARI,4,2021
15,Miami Dolphins,2,0,1,0,0,0,0,1,4.0,4.0,77.9%,MIA,4,2021
16,Minnesota Vikings,3,0,0,0,0,0,0,1,4.0,4.0,33.7%,MIN,4,2021
17,Denver Broncos,3,0,0,0,0,0,0,1,3.0,3.0,7.8%,DEN,4,2021
18,Tennessee Titans,1,1,0,1,0,0,0,1,3.0,3.0,1.1%,TEN,4,2021
19,Detroit Lions,1,1,0,1,0,0,0,1,3.0,3.0,40.6%,DET,4,2021
20,New England Patriots,1,0,0,0,0,0,0,1,2.0,2.0,2.9%,NE,4,2021
21,New Orleans Saints,0,1,0,2,0,0,0,1,2.0,2.0,64.3%,NO,4,2021
22,New York Giants,0,1,0,0,0,0,0,1,2.0,2.0,3.3%,NYG,4,2021
23,San Francisco 49ers,3,0,0,2,0,0,0,1,2.0,2.0,99.0%,SF,4,2021
24,Kansas City Chiefs,3,0,0,2,0,0,0,1,2.0,2.0,79.3%,KC,4,2021
25,Cincinnati Bengals,1,0,0,0,0,0,0,1,1.0,1.0,58.3%,CIN,4,2021
26,Jacksonville Jaguars,1,0,0,0,0,0,0,1,1.0,1.0,19.9%,JAC,4,2021
27,Las Vegas Raiders,2,0,0,0,0,0,0,1,1.0,1.0,6.5%,LV,4,2021
28,Atlanta Falcons,1,0,0,0,0,0,0,1,0.0,0.0,11.4%,ATL,4,2021
29,Houston Texans,1,1,0,2,0,0,0,1,-1.0,-1.0,36.0%,HOU,4,2021
30,Los Angeles Rams,3,0,0,1,0,0,0,1,-1.0,-1.0,1.4%,LAR,4,2021
31,Philadelphia Eagles,1,1,0,0,0,0,0,1,-1.0,-1.0,43.3%,PHI,4,2021
32,Carolina Panthers,0,0,0,0,0,0,0,1,-4.0,-4.0,1.0%,CAR,4,2021
