Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Buffalo Bills,6,1,2,1,0,0,0,1,22.0,22.0,51.7%,BUF,2,2021
2,Chicago Bears,5,3,1,1,1,0,0,1,20.0,20.0,46.1%,CHI,2,2021
3,Tampa Bay Buccaneers,1,3,0,0,2,0,0,1,19.0,19.0,6.5%,TB,2,2021
4,New England Patriots,4,4,0,0,0,0,0,1,19.0,19.0,2.9%,NE,2,2021
5,Carolina Panthers,4,2,0,0,0,0,0,1,12.0,12.0,1.0%,CAR,2,2021
6,Minnesota Vikings,3,2,0,1,1,0,0,1,12.0,12.0,33.7%,MIN,2,2021
7,Indianapolis Colts,1,1,1,1,1,0,0,1,11.0,11.0,6.9%,IND,2,2021
8,Denver Broncos,1,2,0,0,0,0,0,1,9.0,9.0,7.8%,DEN,2,2021
9,Jacksonville Jaguars,3,0,0,0,0,0,1,1,9.0,9.0,19.9%,JAC,2,2021
10,San Francisco 49ers,2,0,0,1,0,0,0,1,8.0,8.0,99.0%,SF,2,2021
11,Los Angeles Rams,3,2,0,0,0,0,0,1,8.0,8.0,1.4%,LAR,2,2021
12,Dallas Cowboys,2,2,0,0,0,0,0,1,7.0,7.0,98.7%,DAL,2,2021
13,Kansas City Chiefs,1,2,0,0,1,0,0,1,7.0,7.0,79.3%,KC,2,2021
14,Green Bay Packers,1,1,1,0,0,0,0,1,6.0,6.0,10.2%,GB,2,2021
15,Cincinnati Bengals,3,1,0,1,0,0,0,1,6.0,6.0,58.3%,CIN,2,2021
16,New Orleans Saints,2,1,0,0,0,0,0,1,6.0,6.0,64.3%,NO,2,2021
17,Los Angeles Chargers,2,1,0,1,0,0,0,1,5.0,5.0,9.6%,LAC,2,2021
18,Houston Texans,2,1,1,2,0,0,0,1,5.0,5.0,36.0%,HOU,2,2021
19,Las Vegas Raiders,2,1,0,0,0,0,0,1,5.0,5.0,6.5%,LV,2,2021
20,Cleveland Browns,1,1,1,1,0,0,0,1,5.0,5.0,97.8%,CLE,2,2021
21,Seattle Seahawks,3,0,1,1,0,0,0,1,4.0,4.0,32.1%,SEA,2,2021
22,Washington Commanders,4,0,0,0,0,0,0,1,3.0,3.0,1.0%,WAS,2,2021
23,Miami Dolphins,1,1,2,2,0,0,0,1,3.0,3.0,77.9%,MIA,2,2021
24,Baltimore Ravens,0,1,1,1,1,0,0,1,3.0,3.0,97.7%,BAL,2,2021
25,New York Jets,3,0,0,1,0,0,0,1,3.0,3.0,94.9%,NYJ,2,2021
26,Pittsburgh Steelers,2,0,0,1,0,0,0,1,2.0,2.0,91.3%,PIT,2,2021
27,New York Giants,1,1,0,0,0,0,0,1,2.0,2.0,3.3%,NYG,2,2021
28,Tennessee Titans,3,0,0,0,0,0,0,1,2.0,2.0,1.1%,TEN,2,2021
29,Philadelphia Eagles,0,0,0,1,0,0,0,1,1.0,1.0,43.3%,PHI,2,2021
30,Atlanta Falcons,3,0,1,2,0,0,0,1,1.0,1.0,11.4%,ATL,2,2021
31,Arizona Cardinals,1,0,0,2,0,0,0,1,1.0,1.0,0.4%,ARI,2,2021
32,Detroit Lions,3,0,0,0,0,0,0,1,-1.0,-1.0,40.6%,DET,2,2021
