Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dallas Cowboys,2,3,0,1,0,0,1,1,23.0,23.0,98.7%,DAL,10,2021
2,Miami Dolphins,4,1,1,2,1,0,0,1,18.0,18.0,77.9%,MIA,10,2021
3,Green Bay Packers,3,2,0,0,0,0,0,1,17.0,17.0,10.2%,GB,10,2021
4,San Francisco 49ers,2,2,0,0,1,0,0,1,16.0,16.0,99.0%,SF,10,2021
5,Philadelphia Eagles,1,0,1,2,1,0,0,1,15.0,15.0,43.3%,PHI,10,2021
6,Indianapolis Colts,3,0,1,1,0,0,1,1,14.0,14.0,6.9%,IND,10,2021
7,Buffalo Bills,1,4,1,1,0,0,0,1,12.0,12.0,51.7%,BUF,10,2021
8,Carolina Panthers,4,1,1,1,0,0,0,1,12.0,12.0,1.0%,CAR,10,2021
9,New England Patriots,5,1,0,2,0,0,0,1,11.0,11.0,2.9%,NE,10,2021
10,Kansas City Chiefs,2,1,1,1,0,0,0,1,7.0,7.0,79.3%,KC,10,2021
11,Detroit Lions,0,1,2,2,0,0,0,1,7.0,7.0,40.6%,DET,10,2021
12,Tennessee Titans,4,0,1,0,0,0,0,1,6.0,6.0,1.1%,TEN,10,2021
13,Tampa Bay Buccaneers,5,0,1,1,0,0,0,1,6.0,6.0,6.5%,TB,10,2021
14,Pittsburgh Steelers,4,0,0,0,0,0,0,1,5.0,5.0,91.3%,PIT,10,2021
15,Minnesota Vikings,2,1,0,0,0,0,0,1,5.0,5.0,33.7%,MIN,10,2021
16,Washington Commanders,0,2,0,0,0,0,0,1,5.0,5.0,1.0%,WAS,10,2021
17,Baltimore Ravens,4,0,0,2,0,0,0,1,5.0,5.0,97.7%,BAL,10,2021
18,Denver Broncos,2,1,0,1,0,0,0,1,4.0,4.0,7.8%,DEN,10,2021
19,Los Angeles Chargers,2,0,1,1,0,0,0,1,4.0,4.0,9.6%,LAC,10,2021
20,Seattle Seahawks,1,1,0,0,0,0,0,1,4.0,4.0,32.1%,SEA,10,2021
21,Arizona Cardinals,0,1,1,0,0,0,0,1,3.0,3.0,0.4%,ARI,10,2021
22,Jacksonville Jaguars,1,0,0,0,0,0,0,1,2.0,2.0,19.9%,JAC,10,2021
23,New Orleans Saints,2,0,0,0,0,0,0,1,2.0,2.0,64.3%,NO,10,2021
24,New York Jets,2,1,1,1,0,0,0,1,2.0,2.0,94.9%,NYJ,10,2021
25,Los Angeles Rams,1,0,0,0,0,0,0,1,1.0,1.0,1.4%,LAR,10,2021
26,Atlanta Falcons,0,0,1,1,0,0,0,1,-2.0,-2.0,11.4%,ATL,10,2021
27,Las Vegas Raiders,0,0,1,1,0,0,0,1,-2.0,-2.0,6.5%,LV,10,2021
28,Cleveland Browns,2,0,0,0,0,0,0,1,-2.0,-2.0,97.8%,CLE,10,2021
