Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Los Angeles Chargers,6,2,2,2,1,0,0,1,20.0,20.0,9.6%,LAC,13,2021
2,Indianapolis Colts,4,1,1,1,0,0,0,1,18.0,18.0,6.9%,IND,13,2021
3,Dallas Cowboys,2,4,0,1,1,0,0,1,17.0,17.0,98.7%,DAL,13,2021
4,Kansas City Chiefs,1,2,1,1,1,0,0,1,17.0,17.0,79.3%,KC,13,2021
5,Arizona Cardinals,3,4,0,0,0,0,0,1,11.0,11.0,0.4%,ARI,13,2021
6,Tampa Bay Buccaneers,5,0,1,1,0,0,0,1,11.0,11.0,6.5%,TB,13,2021
7,Los Angeles Rams,2,0,2,2,0,0,0,1,10.0,10.0,1.4%,LAR,13,2021
8,Pittsburgh Steelers,7,1,0,1,0,0,0,1,10.0,10.0,91.3%,PIT,13,2021
9,San Francisco 49ers,4,1,2,4,0,0,0,1,9.0,9.0,99.0%,SF,13,2021
10,Seattle Seahawks,1,2,1,0,0,1,0,1,9.0,9.0,32.1%,SEA,13,2021
11,Miami Dolphins,3,1,0,0,0,0,0,1,9.0,9.0,77.9%,MIA,13,2021
12,New England Patriots,2,0,1,0,0,0,0,1,8.0,8.0,2.9%,NE,13,2021
13,Atlanta Falcons,0,1,0,0,1,0,0,1,7.0,7.0,11.4%,ATL,13,2021
14,Cincinnati Bengals,4,1,2,2,0,0,0,1,6.0,6.0,58.3%,CIN,13,2021
15,Minnesota Vikings,3,1,1,2,0,0,0,1,6.0,6.0,33.7%,MIN,13,2021
16,Detroit Lions,3,0,1,1,0,0,0,1,5.0,5.0,40.6%,DET,13,2021
17,Philadelphia Eagles,2,1,0,0,0,0,0,1,5.0,5.0,43.3%,PHI,13,2021
18,Denver Broncos,1,1,0,0,0,0,0,1,4.0,4.0,7.8%,DEN,13,2021
19,Las Vegas Raiders,1,1,0,0,0,0,0,1,4.0,4.0,6.5%,LV,13,2021
20,Washington Commanders,2,0,0,0,0,0,0,1,3.0,3.0,1.0%,WAS,13,2021
21,New Orleans Saints,1,1,0,0,0,0,0,1,3.0,3.0,64.3%,NO,13,2021
22,New York Giants,2,0,0,0,0,0,0,1,3.0,3.0,3.3%,NYG,13,2021
23,Buffalo Bills,0,0,1,0,0,0,0,1,3.0,3.0,51.7%,BUF,13,2021
24,Baltimore Ravens,1,0,0,0,0,0,0,1,2.0,2.0,97.7%,BAL,13,2021
25,Houston Texans,1,0,1,1,0,0,0,1,2.0,2.0,36.0%,HOU,13,2021
26,New York Jets,2,0,0,0,0,0,0,1,1.0,1.0,94.9%,NYJ,13,2021
27,Chicago Bears,1,0,0,0,0,0,0,1,0.0,0.0,46.1%,CHI,13,2021
28,Jacksonville Jaguars,1,0,0,0,0,0,0,1,-3.0,-3.0,19.9%,JAC,13,2021
