Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,6,2,2.0,0,0,0,0,0,1,26.0,26.0,77.7%,PIT,18,2023
2,Khaleke Hudson,10,3,0.0,0,0,0,0,0,1,24.8,24.8,0.1%,NO,18,2023
3,Del'Shawn Phillips,8,5,0.0,0,0,1,0,0,1,22.3,22.3,0.2%,HOU,18,2023
4,E.J. Speed,10,3,0.0,0,0,0,0,0,1,22.3,22.3,37.0%,IND,18,2023
5,Khalil Mack,5,0,1.0,2,0,0,0,0,1,22.0,22.0,36.9%,LAC,18,2023
6,Christian Harris,7,5,1.0,0,0,0,0,0,1,20.8,20.8,2.7%,HOU,18,2023
7,Jack Campbell,7,5,1.0,0,0,0,0,0,1,20.8,20.8,9.8%,DET,18,2023
8,Azeez Ojulari,4,0,2.0,0,0,0,1,0,1,20.5,20.5,0.2%,NYG,18,2023
9,Demetrius Flannigan-Fowles,6,4,0.0,0,0,0,0,0,1,19.5,19.5,0.2%,SF,18,2023
10,Quay Walker,6,3,1.0,0,0,0,0,0,1,17.8,17.8,28.4%,GB,18,2023
11,Bobby Okereke,5,3,1.0,1,0,0,0,0,1,17.8,17.8,86.0%,NYG,18,2023
12,Nate Landman,5,5,0.0,0,0,1,0,0,1,17.8,17.8,0.9%,ATL,18,2023
13,Micah McFadden,6,2,0.0,2,0,0,1,0,1,17.5,17.5,2.5%,NYG,18,2023
14,Mark Robinson,4,1,1.0,0,0,1,0,0,1,17.3,17.3,0.1%,PIT,18,2023
15,Cam Jones,11,1,0.0,0,0,0,0,0,1,17.3,17.3,0.1%,KC,18,2023
16,Markus Golden,2,1,1.0,0,0,0,1,0,1,16.8,16.8,0.1%,FA,18,2023
17,Anfernee Jennings,4,4,0.0,0,0,0,0,0,1,16.5,16.5,3.7%,NE,18,2023
18,Alex Singleton,5,8,0.0,0,0,0,0,0,1,16.0,16.0,72.8%,DEN,18,2023
19,Nicholas Morrow,6,4,0.0,1,0,0,0,0,1,16.0,16.0,4.0%,BUF,18,2023
20,Trenton Simpson,4,1,1.0,0,0,0,0,0,1,15.8,15.8,3.8%,BAL,18,2023
21,Demario Davis,5,4,0.0,0,0,0,0,0,1,15.5,15.5,10.9%,NO,18,2023
22,Azeez Al-Shaair,7,3,0.0,0,0,0,0,0,1,15.3,15.3,40.2%,HOU,18,2023
23,Josey Jewell,6,3,1.0,0,0,0,0,0,1,15.3,15.3,4.9%,CAR,18,2023
24,Oren Burks,4,3,1.0,0,0,0,0,0,1,14.8,14.8,0.1%,PHI,18,2023
25,Divine Deablo,6,4,0.0,0,0,0,0,0,1,14.5,14.5,4.2%,LV,18,2023
26,Bobby Wagner,4,11,0.0,0,0,0,0,0,1,14.3,14.3,61.2%,WAS,18,2023
27,Jordan Kunaszyk,5,2,0.0,0,0,0,0,0,1,14.0,14.0,0.0%,MIN,18,2023
28,David Long Jr.,8,2,0.0,0,0,0,0,0,1,13.5,13.5,1.6%,MIA,18,2023
29,Devin Bush Jr.,5,1,0.0,0,0,0,0,0,1,13.3,13.3,0.4%,CLE,18,2023
30,Micah Parsons,4,1,1.0,0,0,0,0,0,1,13.3,13.3,73.0%,DAL,18,2023
31,Blake Cashman,4,9,0.0,0,0,0,0,0,1,12.8,12.8,5.1%,MIN,18,2023
32,Tremaine Edmunds,7,3,0.0,0,0,0,0,0,1,12.8,12.8,17.8%,CHI,18,2023
33,T.J. Edwards,7,3,0.0,0,0,0,0,0,1,12.8,12.8,81.1%,CHI,18,2023
34,Alex Anzalone,8,1,0.0,0,0,0,0,0,1,12.8,12.8,24.8%,DET,18,2023
35,Robert Spillane,5,7,0.0,0,0,0,0,0,1,12.8,12.8,23.7%,LV,18,2023
36,Eric Kendricks,7,0,0.0,1,0,0,0,0,1,12.0,12.0,11.7%,DAL,18,2023
37,Logan Wilson,2,3,0.0,1,1,0,0,0,1,11.8,11.8,29.1%,CIN,18,2023
38,Ja'Whaun Bentley,3,7,0.5,0,0,0,0,0,1,11.8,11.8,6.5%,NE,18,2023
39,De'Vondre Campbell Sr.,4,4,0.0,0,0,0,0,0,1,11.5,11.5,2.1%,SF,18,2023
40,Andre Smith Jr.,5,3,0.0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,18,2023
41,Jack Cochrane,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.1%,KC,18,2023
42,Joe Tryon-Shoyinka,1,2,1.0,0,0,1,0,0,1,11.0,11.0,0.2%,TB,18,2023
43,Tyrel Dodson,3,0,1.0,0,0,0,0,0,1,11.0,11.0,16.3%,SEA,18,2023
44,Kyle Van Noy,2,0,1.0,0,0,1,0,0,1,11.0,11.0,2.9%,BAL,18,2023
45,Frankie Luvu,3,3,0.0,0,0,1,0,0,1,10.8,10.8,21.0%,WAS,18,2023
46,Lavonte David,4,6,0.0,0,0,0,0,0,1,10.5,10.5,54.3%,TB,18,2023
47,Patrick Queen,6,2,0.0,0,0,0,0,0,1,10.5,10.5,36.8%,PIT,18,2023
48,Tony Fields II,4,5,0.0,0,0,0,0,0,1,9.8,9.8,0.1%,CLE,18,2023
49,Jerome Baker,4,5,0.0,0,0,0,0,0,1,9.8,9.8,2.8%,SEA,18,2023
50,Baron Browning,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.9%,DEN,18,2023
51,Bud Dupree,1,0,1.0,0,0,1,0,0,1,9.5,9.5,0.1%,LAC,18,2023
52,Jahlani Tavai,6,0,0.0,0,0,0,0,0,1,9.0,9.0,3.4%,NE,18,2023
53,Zaire Franklin,3,6,0.0,0,0,0,0,0,1,9.0,9.0,93.6%,IND,18,2023
54,Terrel Bernard,3,6,0.0,0,0,0,0,0,1,9.0,9.0,51.1%,BUF,18,2023
55,Segun Olubi,6,0,0.0,0,0,0,0,0,1,9.0,9.0,0.2%,IND,18,2023
56,Krys Barnes,4,2,0.0,1,0,0,0,0,1,9.0,9.0,0.6%,ARI,18,2023
57,Quincy Williams,4,4,0.0,0,0,0,0,0,1,9.0,9.0,41.0%,NYJ,18,2023
58,Cody Barton,4,4,0.0,0,0,0,0,0,1,9.0,9.0,2.8%,DEN,18,2023
59,Deion Jones,3,1,0.0,2,0,0,0,0,1,8.3,8.3,0.1%,FA,18,2023
60,Jordan Hicks,4,3,0.0,0,0,0,0,0,1,8.3,8.3,9.4%,CLE,18,2023
61,Jamien Sherwood,2,3,0.0,0,0,0,0,0,1,7.8,7.8,0.2%,NYJ,18,2023
62,C.J. Mosley,3,4,0.0,0,0,0,0,0,1,7.5,7.5,42.0%,NYJ,18,2023
63,Foyesade Oluokun,3,4,0.0,0,0,0,0,0,1,7.5,7.5,93.6%,JAC,18,2023
64,Devin Lloyd,4,2,0.0,0,0,0,0,0,1,7.5,7.5,18.6%,JAC,18,2023
65,Leo Chenal,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.9%,KC,18,2023
66,Devin White,3,0,0.0,0,0,0,0,0,1,7.0,7.0,7.4%,PHI,18,2023
67,Zaven Collins,3,0,0.0,0,0,0,0,0,1,7.0,7.0,1.2%,ARI,18,2023
68,Ivan Pace Jr.,3,3,0.0,0,0,0,0,0,1,6.8,6.8,20.2%,MIN,18,2023
69,Denzel Perryman,3,3,0.0,0,0,0,0,0,1,6.8,6.8,3.9%,LAC,18,2023
70,Rashan Gary,1,1,0.0,1,0,0,0,0,1,6.3,6.3,4.5%,GB,18,2023
71,Derrick Barnes,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.7%,DET,18,2023
72,Shaquille Leonard,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.2%,FA,18,2023
73,Owen Pappoe,3,0,0.0,1,0,0,0,0,1,6.0,6.0,0.2%,ARI,18,2023
74,Matthew Adams,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,NYG,18,2023
75,Otis Reese IV,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.1%,TEN,18,2023
76,Zach Cunningham,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.1%,FA,18,2023
77,Christian Rozeboom,1,5,0.0,0,0,0,0,0,1,5.3,5.3,2.9%,LAR,18,2023
78,Troy Reeder,1,5,0.0,0,0,0,0,0,1,5.3,5.3,0.4%,LAR,18,2023
79,Damone Clark,3,1,0.0,1,0,0,0,0,1,5.3,5.3,1.6%,DAL,18,2023
80,Mack Wilson Sr.,1,2,0.5,0,0,0,0,0,1,5.0,5.0,3.3%,ARI,18,2023
81,Garret Wallow,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,TEN,18,2023
82,David Mayo,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,18,2023
83,Duke Riley,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.3%,MIA,18,2023
84,Pete Werner,2,2,0.0,0,0,0,0,0,1,4.5,4.5,1.5%,NO,18,2023
85,Dennis Gardeck,2,0,0.0,1,0,0,0,0,1,4.5,4.5,0.5%,ARI,18,2023
86,Henry To'oTo'o,0,0,0.0,0,0,0,1,0,1,4.0,4.0,1.2%,HOU,18,2023
87,Nick Niemann,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.2%,LAC,18,2023
88,Jordyn Brooks,1,1,0.0,1,0,0,0,0,1,3.8,3.8,10.8%,MIA,18,2023
89,Baylon Spector,1,3,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,BUF,18,2023
90,Alex Highsmith,2,1,0.0,0,0,0,0,0,1,3.8,3.8,11.9%,PIT,18,2023
91,Kaden Elliss,2,1,0.0,0,0,0,0,0,1,3.8,3.8,6.0%,ATL,18,2023
92,Lorenzo Carter,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.2%,ATL,18,2023
93,D'Marco Jackson,1,3,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,NO,18,2023
94,Akeem Davis-Gaither,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.2%,CIN,18,2023
95,Myles Jack,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,FA,18,2023
