Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,5,0,3.0,1,0,2,1,0,1,35.5,35.5,77.7%,PIT,1,2023
2,Roquan Smith,8,8,1.0,0,0,0,0,0,1,27.0,27.0,88.7%,BAL,1,2023
3,Germaine Pratt,7,4,1.0,0,0,1,0,0,1,26.5,26.5,5.1%,CIN,1,2023
4,Zaire Franklin,10,7,0.0,1,0,1,0,0,1,25.8,25.8,93.6%,IND,1,2023
5,Bobby Wagner,8,10,0.0,0,0,0,0,0,1,22.0,22.0,61.2%,WAS,1,2023
6,Dennis Gardeck,3,1,2.0,0,0,1,0,0,1,19.8,19.8,0.5%,ARI,1,2023
7,Quay Walker,1,3,0.0,1,1,0,0,1,1,18.8,18.8,28.4%,GB,1,2023
8,Patrick Queen,3,8,1.0,1,0,0,0,0,1,18.5,18.5,36.8%,PIT,1,2023
9,Quincy Williams,9,1,0.0,1,0,0,0,0,1,18.3,18.3,41.0%,NYJ,1,2023
10,Matt Milano,3,5,0.0,1,1,0,0,0,1,17.3,17.3,2.7%,BUF,1,2023
11,Foyesade Oluokun,8,5,0.0,1,0,0,0,0,1,17.3,17.3,93.6%,JAC,1,2023
12,Ernest Jones IV,4,5,0.0,0,0,0,0,0,1,17.3,17.3,63.1%,TEN,1,2023
13,Devin White,7,5,0.0,0,0,0,0,0,1,16.8,16.8,7.4%,PHI,1,2023
14,Demario Davis,9,1,0.0,0,0,0,0,0,1,16.8,16.8,10.9%,NO,1,2023
15,Tremaine Edmunds,7,1,0.0,0,0,0,0,0,1,16.3,16.3,17.8%,CHI,1,2023
16,Elandon Roberts,6,2,0.0,0,0,0,0,0,1,15.5,15.5,1.2%,PIT,1,2023
17,Lavonte David,6,2,0.0,0,0,0,0,0,1,15.5,15.5,54.3%,TB,1,2023
18,Jordyn Brooks,5,7,0.0,0,0,0,0,0,1,15.3,15.3,10.8%,MIA,1,2023
19,Denzel Perryman,6,5,0.0,0,0,0,0,0,1,15.3,15.3,3.9%,LAC,1,2023
20,T.J. Edwards,6,8,0.0,0,0,0,0,0,1,15.0,15.0,81.1%,CHI,1,2023
21,Divine Deablo,5,4,0.0,1,0,0,0,0,1,14.5,14.5,4.2%,LV,1,2023
22,Troy Andersen,3,7,0.5,0,0,0,0,0,1,14.3,14.3,3.7%,ATL,1,2023
23,Fred Warner,5,3,0.0,1,0,0,0,0,1,13.8,13.8,85.1%,SF,1,2023
24,Lorenzo Carter,2,0,1.0,0,0,0,1,0,1,13.5,13.5,0.2%,ATL,1,2023
25,Kyzir White,5,4,0.0,0,0,0,0,0,1,13.0,13.0,18.1%,ARI,1,2023
26,Logan Wilson,6,2,0.0,0,0,0,0,0,1,13.0,13.0,29.1%,CIN,1,2023
27,E.J. Speed,3,2,0.0,0,0,1,0,0,1,12.5,12.5,37.0%,IND,1,2023
28,Micah McFadden,3,7,0.0,0,0,0,0,0,1,12.3,12.3,2.5%,NYG,1,2023
29,Zaven Collins,0,2,0.0,1,1,0,1,0,1,12.0,12.0,1.2%,ARI,1,2023
30,Ja'Whaun Bentley,3,6,0.0,0,0,0,0,0,1,11.5,11.5,6.5%,NE,1,2023
31,Christian Harris,4,2,1.0,0,0,0,0,0,1,11.5,11.5,2.7%,HOU,1,2023
32,Leonard Floyd,1,2,1.5,0,0,0,0,0,1,11.5,11.5,2.1%,SF,1,2023
33,Terrel Bernard,4,7,0.0,0,0,0,0,0,1,11.3,11.3,51.1%,BUF,1,2023
34,Kaden Elliss,6,3,0.0,0,0,0,0,0,1,11.3,11.3,6.0%,ATL,1,2023
35,Kwon Alexander,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.1%,FA,1,2023
36,Matt Judon,3,0,1.0,0,0,0,0,0,1,11.0,11.0,12.1%,ATL,1,2023
37,Shaquille Leonard,3,5,0.0,0,0,0,0,0,1,10.8,10.8,0.2%,FA,1,2023
38,Bobby Okereke,4,1,0.0,0,0,1,0,0,1,10.8,10.8,86.0%,NYG,1,2023
39,Robert Spillane,4,3,0.0,0,0,0,0,0,1,10.8,10.8,23.7%,LV,1,2023
40,Jack Gibbens,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.9%,TEN,1,2023
41,Alex Highsmith,4,3,0.0,0,0,0,0,0,1,10.8,10.8,11.9%,PIT,1,2023
42,Ivan Pace Jr.,6,2,0.0,0,0,0,0,0,1,10.5,10.5,20.2%,MIN,1,2023
43,Alex Singleton,4,4,0.0,1,0,0,0,0,1,10.5,10.5,72.8%,DEN,1,2023
44,Ogbo Okoronkwo,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.2%,CLE,1,2023
45,Micah Parsons,2,1,1.0,0,0,0,0,0,1,10.3,10.3,73.0%,DAL,1,2023
46,Pete Werner,3,5,0.5,0,0,0,0,0,1,10.3,10.3,1.5%,NO,1,2023
47,Jamin Davis,4,2,0.0,0,0,0,0,0,1,10.0,10.0,1.1%,WAS,1,2023
48,Derrick Barnes,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.7%,DET,1,2023
49,Alex Anzalone,5,1,0.0,1,0,0,0,0,1,9.8,9.8,24.8%,DET,1,2023
50,Eric Kendricks,4,3,0.0,1,0,0,0,0,1,9.8,9.8,11.7%,DAL,1,2023
51,Dre Greenlaw,3,3,0.0,0,0,0,0,0,1,9.3,9.3,4.3%,SF,1,2023
52,Cole Holcomb,2,3,0.0,0,0,1,0,0,1,9.3,9.3,1.7%,PIT,1,2023
53,Zach Cunningham,3,1,0.0,0,0,0,1,0,1,9.3,9.3,0.1%,FA,1,2023
54,C.J. Mosley,5,2,0.0,0,0,0,0,0,1,9.0,9.0,42.0%,NYJ,1,2023
55,Leighton Vander Esch,6,0,0.0,0,0,0,0,0,1,9.0,9.0,1.1%,FA,1,2023
56,Uchenna Nwosu,2,1,0.0,0,0,0,0,0,1,8.8,8.8,3.4%,SEA,1,2023
57,Jerome Baker,4,3,0.0,0,0,0,0,0,1,8.3,8.3,2.8%,SEA,1,2023
58,Nakobe Dean,4,3,0.0,0,0,0,0,0,1,8.3,8.3,1.7%,PHI,1,2023
59,De'Vondre Campbell Sr.,4,3,0.0,0,0,0,0,0,1,8.3,8.3,2.1%,SF,1,2023
60,Nick Bolton,4,3,0.0,0,0,0,0,0,1,8.3,8.3,45.7%,KC,1,2023
61,Frankie Luvu,3,2,0.5,0,0,0,0,0,1,8.0,8.0,21.0%,WAS,1,2023
62,Devin Lloyd,1,2,0.0,0,0,0,1,0,1,7.0,7.0,18.6%,JAC,1,2023
63,Bradley Chubb,2,2,0.0,0,0,0,0,0,1,7.0,7.0,3.8%,MIA,1,2023
64,Christian Rozeboom,3,3,0.0,0,0,0,0,0,1,6.8,6.8,2.9%,LAR,1,2023
65,Leo Chenal,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.9%,KC,1,2023
66,Preston Smith,4,1,0.0,0,0,0,0,0,1,6.8,6.8,1.4%,GB,1,2023
67,Shaq Thompson,4,1,0.0,0,0,0,0,0,1,6.8,6.8,7.4%,CAR,1,2023
68,Joe Tryon-Shoyinka,1,1,0.0,0,0,0,1,0,1,6.3,6.3,0.2%,TB,1,2023
69,Casey Toohill,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.1%,BUF,1,2023
70,Azeez Al-Shaair,2,4,0.0,0,0,0,0,0,1,6.0,6.0,40.2%,HOU,1,2023
71,Cody Barton,3,2,0.0,0,0,0,0,0,1,6.0,6.0,2.8%,DEN,1,2023
72,Andrew Van Ginkel,3,2,0.0,0,0,0,0,0,1,6.0,6.0,4.3%,MIN,1,2023
73,Samson Ebukam,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.7%,IND,1,2023
74,Shaquil Barrett,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.4%,FA,1,2023
75,Damone Clark,2,3,0.0,0,0,0,0,0,1,5.3,5.3,1.6%,DAL,1,2023
76,Josey Jewell,1,5,0.0,0,0,0,0,0,1,5.3,5.3,4.9%,CAR,1,2023
77,Markus Golden,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.1%,FA,1,2023
78,Jesse Luketa,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,ARI,1,2023
79,Kenneth Murray Jr.,2,1,0.0,0,0,0,0,0,1,3.8,3.8,6.0%,TEN,1,2023
80,Henry To'oTo'o,2,1,0.0,0,0,0,0,0,1,3.8,3.8,1.2%,HOU,1,2023
81,Jack Campbell,1,1,0.0,1,0,0,0,0,1,3.8,3.8,9.8%,DET,1,2023
82,Jack Sanborn,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.6%,CHI,1,2023
83,Jahlani Tavai,1,3,0.0,0,0,0,0,0,1,3.8,3.8,3.4%,NE,1,2023
